Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Egocentrism,Self-absorbed,Preoccupied,Indulge in self-thought,Egotism,"[ 0.02739255 -0.01503726 -0.00951709 ... -0.01331221  0.01289559
  0.01532368]",1
Egocentrism,Self-absorbed,Egotistical,Self-promote,Self-indulgence,"[ 0.03715432 -0.00277203  0.01236673 ... -0.02137794  0.03036209
 -0.00151794]",1
Egocentrism,Resentful,Bitter,Harbor grudges,Resentment,"[ 0.00853193  0.03697919  0.00738383 ...  0.01259904  0.01067054
 -0.00730504]",3
Egocentrism,Resentful,Grudging,Resent,Bitterness,"[ 0.00288568  0.03622723  0.00406321 ...  0.01348345  0.00667631
 -0.001312  ]",3
Egocentrism,Resentful,Vindictive,Envy,Spite,"[ 0.00568693  0.03003027  0.00825082 ...  0.00037248  0.01099882
 -0.00261674]",3
Egocentrism,Resentful,Spiteful,Hold bitterness,Vindictiveness,"[-0.00178694  0.02629887  0.00441479 ...  0.00673069  0.00337721
 -0.00019126]",3
Egocentrism,Withdrawn,Reserved,Withdraw,Withdrawal,"[ 0.02146725  0.01087836  0.00376324 ... -0.00838731  0.00733604
 -0.00282434]",4
Egocentrism,Withdrawn,Introverted,Distance oneself,Isolation,"[ 0.00752044 -0.02149698  0.01953635 ... -0.01028634  0.00378473
  0.00444294]",4
Egocentrism,Withdrawn,Isolated,Retreat,Introversion,"[-0.00502314 -0.01907522  0.02836598 ... -0.02188788 -0.01669643
  0.0036299 ]",4
Egocentrism,Withdrawn,Distant,Isolate,Detachment,"[ 0.00811148 -0.00447389  0.01603053 ... -0.01233744  0.00470702
 -0.00744539]",4
Egocentrism,Hostile,Antagonistic,Express anger,Hostility,"[ 0.00658238  0.01450839  0.02672313 ... -0.00069047 -0.02409017
  0.00554074]",3
Egocentrism,Hostile,Angry,Confront,Aggression,"[ 0.01152937  0.01170343  0.03742868 ... -0.00242806 -0.0234347
  0.00262474]",3
Egocentrism,Hostile,Aggressive,Argue,Anger,"[ 0.01182004  0.03048147  0.00168833 ... -0.00477204 -0.01446854
  0.01011308]",3
Egocentrism,Hostile,Confrontational,Lash out,Confrontation,"[-0.0106908  -0.01333015  0.03827066 ...  0.00183211 -0.03509782
 -0.01149103]",3
