Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Behavioral Inhibition System,Avoidance Motivation,Fear of negative outcomes,Shun,Fear,"[-0.00472162 -0.00421717  0.00039893 ...  0.00335961  0.00630894
  0.02991703]",0
Behavioral Inhibition System,Avoidance Motivation,Preventing failure,Prevent,Prevention,"[ 0.02390891  0.01327347  0.00855278 ... -0.00523441 -0.01090619
  0.02043782]",0
Behavioral Inhibition System,Avoidance Motivation,Caution,Eschew,Caution,"[ 0.04287228  0.00378848 -0.01324747 ... -0.01714291 -0.01916943
  0.02703535]",0
Behavioral Inhibition System,Anxiety,Worry,Worry,Anxiety,"[-0.02418827  0.00091253 -0.03203884 ... -0.02063429  0.00262073
  0.02875009]",0
Behavioral Inhibition System,Anxiety,Nervousness,Fear,Worry,"[-0.01750567 -0.01351382 -0.02426893 ... -0.01720056  0.01168316
  0.03086693]",0
Behavioral Inhibition System,Anxiety,Apprehension,Dread,Apprehension,"[-0.01949761  0.00694473 -0.03962906 ... -0.00950078  0.00105325
  0.02561559]",0
Behavioral Inhibition System,Anxiety,Fearfulness,Fret,Fearfulness,"[-0.03398377 -0.01525423 -0.02041414 ... -0.00867501  0.02077228
  0.03761826]",0
Behavioral Inhibition System,Negative Affect,Sadness,Feel sad,Sadness,"[ 0.0139779  -0.03474436 -0.03319126 ...  0.00107558 -0.00953153
  0.03729946]",0
Behavioral Inhibition System,Negative Affect,Guilt,Experience guilt,Guilt,"[ 0.01946861 -0.00785975 -0.02561448 ... -0.01491612  0.00521863
  0.01999081]",0
Behavioral Inhibition System,Negative Affect,Disgust,Reject,Disgust,"[ 0.00647421  0.00725244 -0.03738153 ...  0.00264101 -0.0019522
  0.01863778]",0
Behavioral Inhibition System,Negative Affect,Irritability,Irritate,Irritability,"[-0.00203669 -0.01878598 -0.0399053  ...  0.00629403 -0.01731439
  0.02685985]",0
Behavioral Inhibition System,Inhibitory Control,Self-control,Control,Self-control,"[ 0.01397538 -0.00392463 -0.03132577 ... -0.01825356  0.01584115
  0.03581786]",0
Behavioral Inhibition System,Inhibitory Control,Cautiousness,Exercise caution,Cautiousness,"[ 0.03108609 -0.01125743 -0.02542662 ... -0.04907611  0.01696475
  0.01041671]",0
Behavioral Inhibition System,Inhibitory Control,Thoughtfulness,Think over,Thoughtfulness,"[ 0.03976667 -0.04520299 -0.04300128 ... -0.02821449  0.01677104
  0.04555635]",0
Behavioral Inhibition System,Inhibitory Control,Restraint,Restrain,Restraint,"[ 0.02155032  0.01714412 -0.02631703 ... -0.01392626  0.00264873
  0.0220577 ]",0
Fight-Flight-Freeze System,Threat Response,Alertness,Alert,Alertness,"[-0.01755786  0.0338871  -0.0327442  ...  0.010579    0.02218662
  0.00640026]",3
Fight-Flight-Freeze System,Threat Response,Fear,Defend,Fear,"[-0.02081668  0.03595738 -0.02881982 ...  0.00827275  0.01265036
  0.00506582]",3
Fight-Flight-Freeze System,Threat Response,Defensiveness,Guard,Defensiveness,"[-0.01414288  0.03756144 -0.00894593 ...  0.00202144  0.01207844
  0.00308233]",3
Fight-Flight-Freeze System,Threat Response,Vigilance,Watch,Vigilance,"[-0.00235527  0.05324499 -0.02259868 ...  0.01268021  0.01479605
 -0.00220864]",3
Fight-Flight-Freeze System,Aggression,Hostility,Attack,Aggression,"[-0.00863326  0.03258634 -0.00307525 ...  0.0155173  -0.02959573
  0.01588408]",3
Fight-Flight-Freeze System,Aggression,Anger,Confront,Hostility,"[-0.00519282  0.02551376 -0.01768935 ...  0.01206732 -0.02433166
  0.01175069]",3
Fight-Flight-Freeze System,Aggression,Assertiveness,Defend,Anger,"[-0.00608094  0.03243165 -0.02781877 ...  0.01352026 -0.00239311
  0.01514043]",3
Fight-Flight-Freeze System,Aggression,Combativeness,Compete,Assertiveness,"[ 2.32153069e-02  2.13465821e-02 -7.14787049e-03 ...  1.05870422e-02
  9.62999475e-05  2.56015230e-02]",3
Fight-Flight-Freeze System,Freezing,Immobility,Freeze,Freezing,"[-0.01615651  0.02345665 -0.03203007 ...  0.00722233  0.00722587
  0.05124246]",3
Fight-Flight-Freeze System,Freezing,Inhibition,Halt,Immobility,"[-4.14779689e-03  1.31420745e-02 -3.38912830e-02 ...  1.13698030e-02
 -9.27673318e-05  3.39730792e-02]",3
Fight-Flight-Freeze System,Freezing,Hesitation,Pause,Hesitation,"[-0.02523609  0.00368291 -0.03856809 ...  0.01045495  0.00046169
  0.02745573]",3
Fight-Flight-Freeze System,Freezing,Paralysis,Stop,Paralysis,"[ 0.00143548 -0.01225211 -0.06782467 ...  0.02527251  0.01469175
  0.05402251]",3
Fight-Flight-Freeze System,Avoidance,Escaping,Escape,Escape,"[-0.00921801  0.04740691  0.02776854 ... -0.00479866 -0.00868125
  0.01973856]",3
Fight-Flight-Freeze System,Avoidance,Avoiding confrontation,Avoid,Avoidance,"[ 0.00218013  0.02476932  0.0159449  ... -0.0038096  -0.00283122
  0.017067  ]",3
Fight-Flight-Freeze System,Avoidance,Withdrawing,Withdraw,Withdrawal,"[-0.00079052  0.02186015  0.0029309  ... -0.0068244   0.00496477
  0.02571052]",3
Fight-Flight-Freeze System,Avoidance,Hiding,Hide,Concealment,"[ 0.00250561  0.02283162 -0.01142288 ... -0.01911123 -0.01623959
  0.01854539]",3
Socioemotional Regulation System,Affiliation,Social connection,Connect,Connection,"[-0.01297786 -0.03791492 -0.02148424 ... -0.01981736  0.00587046
  0.02402425]",1
Socioemotional Regulation System,Affiliation,Belongingness,Belong,Belonging,"[-0.01694552 -0.01203406  0.01307114 ... -0.00231061  0.00565829
  0.02344196]",1
Socioemotional Regulation System,Affiliation,Companionship,Companion,Companionship,"[-0.00213894 -0.03838053  0.00954007 ... -0.01930039  0.00716537
  0.02294847]",1
Socioemotional Regulation System,Affiliation,Inclusion,Include,Inclusion,"[-0.00028879 -0.01916285 -0.00164845 ...  0.00571236  0.0086907
  0.02468036]",1
Socioemotional Regulation System,Empathy,Understanding others,Understand,Understanding,"[-0.01470962 -0.01912375 -0.02106348 ...  0.00250859  0.01968329
  0.01559245]",4
Socioemotional Regulation System,Empathy,Compassion,Sympathize,Compassion,"[ 0.01778428 -0.02621973 -0.01562169 ... -0.01727386  0.03194186
 -0.00621913]",4
Socioemotional Regulation System,Empathy,Caring,Care for,Care,"[ 0.0391524  -0.01112772 -0.00725419 ... -0.03103883  0.03007834
 -0.00698879]",4
Socioemotional Regulation System,Empathy,Sensitivity,Sense,Sensitivity,"[ 0.02691617 -0.02223961 -0.01953761 ... -0.03245009  0.02668234
  0.01206811]",4
Socioemotional Regulation System,Self-Regulation,Emotional control,Control emotions,Control,"[ 0.00490044 -0.0092557  -0.0135428  ... -0.02730864  0.03199224
  0.01077973]",4
Socioemotional Regulation System,Self-Regulation,Self-discipline,Discipline oneself,Discipline,[0.03373081 0.00086236 0.00813749 ... 0.00604215 0.01021679 0.02523393],4
Socioemotional Regulation System,Self-Regulation,Self-management,Manage,Management,"[ 0.02448612  0.00685637 -0.00998997 ... -0.02132662  0.03138781
  0.02051084]",4
Socioemotional Regulation System,Self-Regulation,Self-regulation,Regulate,Regulation,"[ 0.02110844  0.00292414 -0.01296307 ... -0.01570716  0.01436616
  0.02112086]",4
Socioemotional Regulation System,Cooperation,Collaboration,Collaborate,Collaboration,"[ 0.00644451 -0.02532866  0.02374903 ... -0.02573719  0.00246648
  0.02236003]",4
Socioemotional Regulation System,Cooperation,Teamwork,Cooperate,Teamwork,"[ 0.00333841 -0.01301793  0.00376492 ... -0.00901663  0.02277453
  0.02891351]",4
Socioemotional Regulation System,Cooperation,Mutual support,Support,Support,"[ 0.01022718 -0.02459768  0.02392898 ... -0.01936609 -0.01189238
  0.0232734 ]",4
Socioemotional Regulation System,Cooperation,Partnership,Partner,Partnership,"[-0.0063313  -0.01302914  0.02529755 ... -0.02338883  0.00571581
  0.02795317]",4
