Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Disinhibition,Indulgent,Lenient,Coddle,Pampering,"[ 0.01621933 -0.0040154  -0.02957053 ... -0.04726695 -0.01101366
  0.00825307]",0
Disinhibition,Indulgent,Overpermissive,Permit,Tolerance,"[ 0.02804183  0.01619007 -0.01431957 ... -0.02293331 -0.01181246
  0.01898796]",0
Disinhibition,Indulgent,Hedonistic,Gratify,Gratification,"[-0.01248069 -0.00168231 -0.01698547 ... -0.02484963 -0.01193592
  0.01871754]",0
Disinhibition,Reckless,Careless,Risk,Recklessness,"[ 0.0835661   0.01714639  0.01014495 ... -0.02967529 -0.01809396
  0.04127167]",0
Disinhibition,Reckless,Daring,Gamble,Foolhardiness,"[ 0.05674452  0.00081646  0.00052185 ... -0.04690047 -0.0214279
  0.04550268]",0
Disinhibition,Reckless,Foolhardy,Ignore,Daring,"[ 0.05800775 -0.00577812 -0.00522296 ... -0.04256923 -0.03719143
  0.05296229]",0
Disinhibition,Reckless,Thoughtless,Overlook,Risk-taking,"[ 0.07210374  0.0081219  -0.0024048  ... -0.01903387 -0.0226858
  0.04180731]",0
Disinhibition,Reckless,Brash,Disregard,Brashness,"[ 0.0517647   0.02283564 -0.00865674 ... -0.0274057  -0.01643463
  0.03972435]",0
Disinhibition,Reckless,Unthinking,Rush,Boldness,"[ 0.05559146  0.0061195  -0.0120173  ... -0.02056395 -0.0426874
  0.03846758]",0
Meanness,Callous,Heartless,Disregard,Callousness,"[ 0.04994156 -0.00092844  0.01511827 ... -0.00944372 -0.00821735
  0.02934968]",1
Meanness,Callous,Cold-blooded,Neglect,Heartlessness,"[ 0.0353179   0.007103    0.0097063  ... -0.00942083 -0.02160129
  0.02264804]",1
Meanness,Callous,Insensitive,Overlook,Insensitivity,"[ 0.05302354 -0.02711945 -0.01650626 ... -0.00020249 -0.00634177
  0.03660207]",1
Meanness,Callous,Unfeeling,Ignore,Coldness,"[ 0.03615189 -0.0128593  -0.01709432 ... -0.01319586 -0.01236849
  0.03679695]",1
Meanness,Callous,Ruthless,Dismiss,Ruthlessness,"[ 0.04232633  0.02515329  0.0159323  ...  0.00268769 -0.00660203
  0.0182305 ]",1
Meanness,Callous,Apathetic,Desensitize,Apathy,"[ 0.05305126 -0.00904826 -0.03729067 ... -0.00118204 -0.02188188
  0.02789061]",1
Meanness,Manipulative,Deceptive,Manipulate,Manipulation,"[ 0.00859256  0.00925512 -0.0291526  ... -0.026668   -0.03591622
  0.01759923]",3
Meanness,Manipulative,Calculating,Scheme,Deception,"[ 0.02471162  0.00166159 -0.012795   ... -0.0247409  -0.01584003
  0.01136032]",3
Meanness,Manipulative,Scheming,Deceive,Machiavellianism,"[ 0.00982879  0.00400981 -0.0203681  ... -0.03084163 -0.03899939
  0.0242891 ]",3
Meanness,Manipulative,Crafty,Exploit,Craftiness,"[ 0.03843687  0.03436109  0.01289956 ... -0.04834327 -0.03922938
  0.01808627]",3
Meanness,Manipulative,Machiavellian,Control,Scheming,"[ 0.01325199  0.00890009 -0.00669706 ... -0.03465281 -0.02750567
  0.01997951]",3
Meanness,Manipulative,Cunning,Orchestrate,Exploitation,"[ 0.02363392  0.00407076 -0.00994363 ... -0.02827808 -0.05581537
  0.00122604]",3
Meanness,Unempathetic,Apathetic,Ignore,Apathy,"[ 0.02957074 -0.01057085 -0.02383623 ... -0.02271696 -0.01435701
  0.03819323]",1
Meanness,Unempathetic,Unsympathetic,Disregard,Unsympathy,"[ 0.02959241  0.00277516  0.00082065 ... -0.008273   -0.00418549
  0.01870173]",1
Meanness,Unempathetic,Inconsiderate,Overlook,Inconsideration,"[ 0.04507711 -0.00454808 -0.00921726 ... -0.02287495 -0.00726616
  0.03886051]",1
Meanness,Unempathetic,Uncompassionate,Neglect,Lack of compassion,"[ 0.01987329  0.00453397  0.01315085 ... -0.01634502 -0.01451405
  0.02496524]",1
Meanness,Unempathetic,Cold-hearted,Dismiss,Cold-heartedness,"[ 0.03107693 -0.00250128 -0.01690521 ... -0.01823215  0.00523478
  0.02123104]",1
Meanness,Unempathetic,Detached,Distance,Indifference,"[ 0.01932574  0.00399035  0.01308866 ... -0.01712894 -0.00645216
  0.01237431]",1
Meanness,Exploitative,Predatory,Exploit,Exploitation,"[ 0.01978808  0.02819469  0.03833294 ... -0.03199838 -0.04383867
  0.01934407]",3
Meanness,Exploitative,Opportunistic,Abuse,Abuse,"[ 0.00976194  0.01750987  0.04469901 ... -0.01645777 -0.04079123
  0.02648273]",3
Meanness,Exploitative,Parasitic,Use,Manipulation,"[ 0.02411515  0.03859617  0.02939454 ... -0.01556971 -0.06150333
  0.02232553]",3
Meanness,Exploitative,Self-serving,Manipulate,Usury,"[-0.00891336  0.01683887  0.01978719 ... -0.01882975 -0.03939202
  0.01075986]",3
Meanness,Exploitative,Abusive,Take advantage,Opportunism,"[ 0.00998314  0.01678429  0.03044393 ... -0.0151933  -0.05022388
  0.02002362]",3
Meanness,Exploitative,Deceitful,Coerce,Deception,"[ 0.01457877  0.0085268  -0.0145361  ... -0.0115919  -0.04659517
  0.02796279]",3
Meanness,Cruel,Savage,Torture,Cruelty,"[ 0.03114208  0.03639074  0.03050057 ...  0.01723311 -0.03679897
  0.00568241]",1
Meanness,Cruel,Sadistic,Harm,Brutality,"[ 0.02475681  0.04999187  0.03195878 ...  0.00244403 -0.03389994
  0.0109999 ]",1
Meanness,Cruel,Malicious,Injure,Savagery,"[ 0.03681023  0.0327899   0.01243878 ...  0.01224632 -0.02152728
  0.02829911]",1
Meanness,Cruel,Vicious,Abuse,Malice,"[ 0.02303561  0.03108593  0.01883172 ...  0.00867946 -0.03454627
  0.02988481]",1
Meanness,Cruel,Brutal,Hurt,Viciousness,"[ 0.00661201  0.03083996  0.01470405 ...  0.00221662 -0.02439661
  0.01131028]",1
Meanness,Cruel,Harsh,Punish,Harshness,"[ 0.01236572  0.02226844  0.01143123 ... -0.01456793 -0.03540928
 -0.0089972 ]",1
Meanness,Vindictive,Revengeful,Seek revenge,Vindictiveness,"[ 0.00798062  0.00906402  0.03764182 ...  0.0051304  -0.00712398
  0.01096627]",4
Meanness,Vindictive,Spiteful,Retaliate,Spite,"[-0.00107622  0.01883255  0.02335456 ... -0.00924394 -0.01100174
  0.00567665]",4
Meanness,Vindictive,Resentful,Punish,Resentment,"[ 0.01261627  0.02593078  0.02446584 ...  0.01243144 -0.01989304
  0.00354255]",4
Meanness,Vindictive,Bitter,Hold a grudge,Bitterness,"[-0.01210146 -0.00742251 -0.00579551 ... -0.00196197  0.00141609
  0.00167662]",4
Meanness,Vindictive,Hostile,Blame,Hostility,"[-0.00241378 -0.00018281  0.02352941 ... -0.01429908 -0.0373821
  0.01543667]",4
Meanness,Vindictive,Retaliatory,Revenge,Retaliation,"[ 0.00840931  0.0361775   0.03695911 ... -0.00734158 -0.00217909
  0.00101802]",4
