Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Exploitativeness,Exploitative,Selfish,Take advantage,Utilization,"[ 0.03267564  0.01701916  0.0284136  ... -0.01741058 -0.01601889
  0.01759903]",0
Exploitativeness,Exploitative,Opportunistic,Leverage,Selfishness,"[ 0.00915242  0.01007049  0.01516929 ... -0.02837532 -0.03022558
  0.01380631]",0
Exploitativeness,Exploitative,Unscrupulous,Use,Opportunism,"[ 0.00448076  0.02824672  0.03025411 ... -0.03131515 -0.03601816
  0.01570059]",0
Exploitativeness,Cunning,Crafty,Scheme,Cunning,"[ 0.03154047  0.02634823  0.01928548 ... -0.04402121 -0.03599097
  0.01673773]",0
Exploitativeness,Cunning,Sly,Deceive,Craftiness,"[ 0.04561863  0.02083442 -0.00254965 ... -0.03256319 -0.03343758
  0.02805561]",0
Exploitativeness,Cunning,Astute,Plot,Scheming,"[ 0.0111479   0.00683753 -0.00402999 ... -0.04510003 -0.02470333
  0.01298719]",0
Exploitativeness,Cunning,Shrewd,Connive,Deceit,"[ 0.01828138  0.00696434  0.006634   ... -0.03447968 -0.03727785
  0.02282064]",0
Exploitativeness,Scheming,Calculating,Plot,Scheme,"[ 0.01768823  0.02782906  0.01601103 ... -0.04742743 -0.00740762
  0.00662338]",0
Exploitativeness,Scheming,Conniving,Conspire,Plot,"[ 0.01454108  0.00765087  0.0135958  ... -0.04945    -0.03674779
  0.00613325]",0
Exploitativeness,Scheming,Intriguing,Scheme,Intrigue,"[ 0.0107742   0.01690487  0.00572854 ... -0.04928817 -0.03544864
  0.01550119]",0
Exploitativeness,Scheming,Plotting,Devise,Strategy,"[ 0.02835829  0.02716329  0.02420643 ... -0.04421504 -0.02750034
 -0.00231723]",0
Exploitativeness,Self-centered,Egotistical,Prioritize oneself,Egotism,"[ 0.04003681 -0.01240882  0.03453139 ... -0.00069223  0.01752511
  0.00157362]",0
Exploitativeness,Self-centered,Selfish,Focus on self,Self-interest,"[ 0.03292245  0.00030262  0.04293658 ... -0.01775593 -0.00196352
  0.00431678]",0
Exploitativeness,Self-centered,Egocentric,Self-promote,Narcissism,"[ 0.05415242  0.01202355  0.02311837 ... -0.02946234  0.00842292
  0.00211109]",0
Exploitativeness,Self-centered,Narcissistic,Self-serve,Selfishness,"[ 0.02881159  0.00856678  0.01339283 ... -0.0252228   0.00072445
  0.00234248]",0
Grandiose Fantasy,Grandiose,Imposing,Exaggerate,Grandeur,"[ 0.0015173  -0.01411671  0.0119518  ... -0.00275653  0.00393043
 -0.00795045]",3
Grandiose Fantasy,Grandiose,Magnificent,Flaunt,Magnificence,"[ 0.0273056  -0.00580781 -0.00372248 ... -0.00664491  0.00931916
  0.00585596]",3
Grandiose Fantasy,Grandiose,Impressive,Idealize,Splendor,"[ 0.01795943 -0.01753037 -0.00920191 ...  0.00419105  0.01350788
 -0.00454349]",3
Grandiose Fantasy,Grandiose,Majestic,Boast,Impressiveness,"[ 0.03368885 -0.02473799  0.00013137 ...  0.01893006  0.00972574
  0.01794518]",3
Grandiose Fantasy,Fantasizing,Dreamy,Fantasize,Fantasy,"[ 0.01160068 -0.01979406  0.00392705 ... -0.01466146 -0.00109997
  0.0182781 ]",3
Grandiose Fantasy,Fantasizing,Visionary,Dream,Dream,"[ 0.01473281 -0.01543648  0.00159161 ... -0.00195919 -0.00050832
  0.00847377]",3
Grandiose Fantasy,Fantasizing,Idealistic,Envision,Vision,"[ 0.01067255 -0.00837123  0.01151431 ... -0.00105413  0.00202138
  0.00382459]",3
Grandiose Fantasy,Fantasizing,Imaginative,Imagine,Idealization,"[ 0.00903012 -0.02213294  0.00684123 ... -0.00976229  0.00627685
  0.01311807]",3
Grandiose Fantasy,Unrealistic,Impractical,Idealize,Fantasy,"[ 0.00221395  0.00964332  0.00094242 ... -0.01292467 -0.00194565
  0.01822116]",3
Grandiose Fantasy,Unrealistic,Unrealistic,Imagine,Delusion,"[ 0.01594186 -0.01316504  0.00586345 ... -0.00243832 -0.00523618
  0.01669152]",3
Grandiose Fantasy,Unrealistic,Unrealistic,Dream,Daydream,"[-0.00268552 -0.0194204   0.00100498 ... -0.01851471 -0.00929447
  0.02549299]",3
Grandiose Fantasy,Unrealistic,Illusory,Romanticize,Idealization,"[-0.00499888 -0.01823615 -0.00307888 ... -0.01477098  0.00421864
  0.00796302]",3
Self-Sacrificing Self-Enhancement,Ingratiating,Flattering,Flatter,Ingratiation,"[ 0.01883067 -0.00773215  0.00912979 ... -0.03183029  0.0045123
  0.02638998]",1
Self-Sacrificing Self-Enhancement,Ingratiating,Obsequious,Curry favor,Flattery,"[ 0.0219596  -0.02098534  0.00658788 ... -0.03365077 -0.00103902
  0.00895395]",1
Self-Sacrificing Self-Enhancement,Ingratiating,Fawning,Appease,Fawning,"[ 0.02939432 -0.00599479  0.01825896 ... -0.01406412 -0.00290015
  0.03914158]",1
Self-Sacrificing Self-Enhancement,Ingratiating,Servile,Charm,Adulation,"[ 0.04064584 -0.00591145  0.01719289 ... -0.02257772  0.00608575
  0.02337877]",1
Self-Sacrificing Self-Enhancement,Patronizing,Condescending,Patronize,Patronization,"[ 0.05472102 -0.01253771  0.01286307 ... -0.03840762  0.01678252
  0.01708519]",1
Self-Sacrificing Self-Enhancement,Patronizing,Superior,Belittle,Condescension,"[ 0.05243547 -0.01614805  0.00912517 ... -0.02303383  0.01093802
  0.00772364]",1
Self-Sacrificing Self-Enhancement,Patronizing,Pompous,Condescend,Superiority,"[ 0.05401902 -0.02007692  0.02082846 ... -0.01213971  0.01792965
  0.00543334]",1
Self-Sacrificing Self-Enhancement,Patronizing,Dismissive,Dismiss,Dismissiveness,"[ 0.04964292  0.00874535  0.01983529 ... -0.02078876  0.00717056
  0.01833474]",1
Contingent Self-Esteem,Insecure,Fragile,Doubt,Insecurity,"[ 0.07129068 -0.0104139  -0.00659569 ... -0.04110923 -0.02242794
  0.01299624]",1
Contingent Self-Esteem,Insecure,Self-conscious,Worry,Self-doubt,"[ 0.05034323 -0.01728201 -0.00757221 ... -0.04567942  0.00070848
  0.00534395]",1
Contingent Self-Esteem,Insecure,Uncertain,Fear,Uncertainty,"[ 0.02971791 -0.02311832 -0.00405065 ... -0.03933407 -0.01373926
  0.00536793]",1
Contingent Self-Esteem,Insecure,Anxious,Question,Anxiety,"[ 0.02531062 -0.02591734 -0.0136775  ... -0.04355169 -0.0037689
  0.00412831]",1
Contingent Self-Esteem,Sensitive,Reactive,React,Sensitivity,"[ 0.06927574 -0.00674273 -0.01242101 ... -0.01667163 -0.01490234
  0.00539059]",1
Contingent Self-Esteem,Sensitive,Delicate,Feel hurt,Vulnerability,"[ 0.07156714 -0.0043975  -0.00080028 ... -0.03825537  0.01013868
 -0.0090896 ]",1
Contingent Self-Esteem,Sensitive,Easily hurt,Overreact,Reactivity,"[ 0.04184835 -0.01060866 -0.03699071 ... -0.03383603  0.00563934
  0.00239742]",1
Contingent Self-Esteem,Sensitive,Vulnerable,Internalize,Fragility,"[ 0.0525884   0.00688179  0.00582975 ... -0.0317621  -0.0123832
  0.0139378 ]",1
Hiding the Self,Secretive,Reserved,Hide,Secrecy,"[ 0.02399034 -0.02053282 -0.0011781  ... -0.03126933 -0.01204066
 -0.00610374]",4
Hiding the Self,Secretive,Private,Conceal,Privacy,"[ 0.0380313  -0.04023121 -0.00040683 ... -0.02606741 -0.0150754
 -0.01353848]",4
Hiding the Self,Secretive,Covert,Cover up,Concealment,"[ 0.02260804 -0.02297025 -0.0096967  ... -0.03268959 -0.02508315
  0.00109418]",4
Hiding the Self,Secretive,Clandestine,Mask,Mask,"[ 0.00616199 -0.00767081  0.00330943 ... -0.02449439 -0.04223171
 -0.01784482]",4
Devaluing,Dismissive,Scornful,Devalue,Devaluation,"[ 0.02476474  0.0106689  -0.01981472 ...  0.00669278  0.01345146
  0.03544096]",1
Devaluing,Dismissive,Contemptuous,Belittle,Contempt,"[ 0.04690153  0.00280221 -0.0251332  ... -0.00688101  0.00128673
  0.03119881]",1
Devaluing,Dismissive,Derogatory,Scorn,Scorn,[0.04210747 0.01894242 0.00225629 ... 0.02053334 0.01791649 0.0202211 ],1
Devaluing,Dismissive,Belittling,Dismiss,Dismissal,"[ 0.01377815  0.01208466 -0.02171823 ...  0.01697944 -0.00535157
  0.03541468]",1
