Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Not Being Able to Stop or Control Worrying,Overthinking,Ruminating,Overthink,Overthinking,"[ 0.03368412  0.00678746  0.00596766 ... -0.01258634  0.0477895
  0.04863341]",0
Not Being Able to Stop or Control Worrying,Overthinking,Obsessing,Obsess,Obsession,"[ 0.04266641  0.00873278  0.0259964  ... -0.02602088  0.0422258
  0.06295928]",0
Not Being Able to Stop or Control Worrying,Overthinking,Dwelling,Dwell,Rumination,"[ 0.04424634  0.0059144   0.04384387 ... -0.03420979  0.03476319
  0.05408166]",0
Not Being Able to Stop or Control Worrying,Overthinking,Fixating,Fixate,Fixation,"[ 0.02836525  0.00195382  0.03064238 ... -0.02376146  0.03433036
  0.04576556]",0
Not Being Able to Stop or Control Worrying,Overthinking,Brooding,Brood,Brooding,"[ 0.03529334  0.00991991  0.02384583 ... -0.02915757  0.04013604
  0.0603435 ]",0
Not Being Able to Stop or Control Worrying,Overthinking,Mulling,Ruminate,Mental looping,"[ 0.03002756  0.00735356  0.00515899 ... -0.03713196  0.01699432
  0.04525857]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Compulsive,Worry endlessly,Worry,"[ 0.05044622 -0.02586167  0.0307491  ... -0.02772823  0.03200166
  0.03428574]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Incessant,Obsess continuously,Compulsion,"[ 0.04326375 -0.00243825  0.01909572 ... -0.02199241  0.02374534
  0.04040436]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Persistent,Panic repeatedly,Incessancy,"[ 0.02966758 -0.01353888  0.03751398 ... -0.03343693  0.03548828
  0.04597578]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Unmanageable,Fret constantly,Persistence,"[ 0.04398448  0.00229986  0.03855396 ... -0.02693644  0.03004345
  0.04120167]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Ceaseless,Stress non-stop,Panic,"[ 0.03856365 -0.01324459  0.00512543 ... -0.03716949  0.02202037
  0.03926074]",0
Not Being Able to Stop or Control Worrying,Uncontrollable Worry,Irrepressible,Persist in anxiety,Unmanageability,"[ 0.03319762  0.00883856  0.01825869 ... -0.02452262  0.01300038
  0.03520887]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Obsessive,Obsess,Obsession,"[ 0.06002354  0.00576575  0.01252151 ... -0.02714758  0.04724675
  0.04938867]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Relentless,Persevere,Perseverance,"[ 0.04990922 -0.00374584  0.01588503 ... -0.04137003  0.02077783
  0.04176781]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Unyielding,Persist,Persistence,"[ 0.05103364  0.00100426  0.0208737  ... -0.03424804  0.02747965
  0.03912128]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Unstoppable,Continue,Endurance,"[ 0.05841193  0.01284172  0.01951563 ... -0.03684486  0.01358401
  0.04094774]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Uncontainable,Endure,Continuation,"[ 0.06909794  0.00487758  0.01477248 ... -0.03021038  0.02454095
  0.03659848]",0
Not Being Able to Stop or Control Worrying,Can't Stop Worrying,Irrepressible,Spiral,Spiral,"[ 0.0388986  -0.00823261  0.02153551 ... -0.02247299  0.01703299
  0.03327375]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Overbearing,Intrude,Intrusion,"[ 0.03715315 -0.01076431  0.02490618 ... -0.02747259  0.0102989
  0.05050382]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Invasive,Invade,Invasion,"[ 3.93872634e-02 -9.73247457e-03  3.44638564e-02 ... -3.09394486e-02
  2.70089622e-05  5.01757152e-02]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Unwanted,Overwhelm,Domination,"[ 0.03567604 -0.01732536  0.02863022 ... -0.02794667  0.00858381
  0.04663913]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Domineering,Dominate,Overwhelm,"[ 0.04949564 -0.00764499  0.02023179 ... -0.02548329  0.01596092
  0.04910855]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Overpowering,Engulf,Engulfment,"[ 0.03909753 -0.01890975  0.02046165 ... -0.03518517  0.01594939
  0.04394886]",0
Not Being Able to Stop or Control Worrying,Intrusive Thoughts,Forced,Push in,Forced entry,"[ 0.02436528  0.00861288  0.01391987 ... -0.03550704 -0.00297786
  0.03160742]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Constant unease,Maintain worry,Ongoing worry,"[ 0.02492384  0.00548398  0.01032858 ... -0.02840359  0.01337797
  0.03543685]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Ceaseless worry,Sustain anxiety,Ceaseless anxiety,"[ 0.04143371 -0.00462397  0.01273365 ... -0.03452398  0.02001354
  0.03519027]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Ever-present dread,Keep fretting,Ever-present dread,"[ 0.01163919  0.00813311  0.02441179 ... -0.01320229  0.03482417
  0.04154987]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Continuous tension,Continue fearing,Continuous tension,"[ 0.0239367  -0.00566296  0.03003972 ... -0.02132846  0.02041622
  0.0344082 ]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Chronic fear,Persist in dread,Chronic fear,"[ 0.0318162  -0.00017665  0.03191061 ... -0.02700128  0.02539631
  0.02962116]",0
Not Being Able to Stop or Control Worrying,Ongoing Anxiety,Steady apprehension,Repeat concerns,Steady apprehension,"[ 0.01913384  0.00396655  0.00809648 ... -0.04078498  0.00851402
  0.03720268]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Tireless worry,Worry doggedly,Relentlessness,"[ 0.05981342 -0.00621382  0.01526153 ... -0.03389963  0.02674453
  0.03631146]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Dogged anxiety,Fear unrelentingly,Dogged worry,"[ 0.04720474 -0.00592266  0.01560883 ... -0.03197415  0.0315707
  0.03989204]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Persistent tension,Maintain tension,Persistent tension,"[ 0.0292487   0.01405922  0.0176843  ... -0.02674009  0.02853196
  0.03178487]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Incessant fear,Continue distress,Incessant fear,"[ 0.04830738 -0.00245107  0.01803144 ... -0.0196955   0.03089685
  0.059012  ]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Unrelenting dread,Harp on anxieties,Unrelenting dread,"[ 0.03113979  0.00299434  0.04353706 ... -0.02988674  0.02935352
  0.02740728]",0
Not Being Able to Stop or Control Worrying,Relentless Concern,Tenacious apprehension,Cling to fear,Tenacious apprehension,"[ 0.02430354  0.02152486  0.01655247 ... -0.02600532  0.03712007
  0.02318675]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Diverse concerns,Worry diversely,Variety of worries,"[ 0.02552397 -0.0372408   0.04705982 ... -0.02196217 -0.02483637
  0.02406625]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Varied anxieties,Fear in multiple directions,Multiplicity,"[ 0.01053801 -0.02058975  0.05648983 ... -0.032788   -0.03081516
  0.01928379]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Multiple fears,Stress over many areas,Assortment of concerns,"[ 0.02889975 -0.04117296  0.05528191 ... -0.01960305 -0.04686375
  0.02577899]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Assorted worries,Scatter anxieties,Diversity of fears,"[ 0.02631051 -0.0335445   0.06954688 ... -0.02066855 -0.02949458
  0.01533383]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Heterogeneous stressors,Broaden concerns,Mixture of stressors,"[ 0.02935955 -0.03736179  0.04563437 ... -0.02518271 -0.06569403
  0.02556119]",0
Worrying Too Much About Different Things,Wide-Ranging Worries,Mixed troubles,Expand fretfulness,Heterogeneous anxieties,"[ 0.02223998 -0.03856069  0.0472404  ... -0.02657984 -0.02888494
  0.01003859]",0
Worrying Too Much About Different Things,Excessive Concerns,Disproportionate,Worry excessively,Excess,"[ 0.04776805 -0.04830326  0.03460173 ... -0.03165804  0.00759338
  0.0263594 ]",0
Worrying Too Much About Different Things,Excessive Concerns,Inordinate,Stress unduly,Inordinateness,"[ 0.03812981 -0.02906981  0.02073239 ... -0.03718491  0.00071433
  0.0320157 ]",0
Worrying Too Much About Different Things,Excessive Concerns,Extreme,Overreact to threats,Overreaction,"[ 0.03710475 -0.01863211  0.00895059 ... -0.0295828  -0.00558498
  0.00831933]",0
Worrying Too Much About Different Things,Excessive Concerns,Unreasonable,Magnify issues,Unreasonableness,"[ 0.02308106 -0.03391841  0.01872406 ... -0.03593145 -0.01089939
  0.01963407]",0
Worrying Too Much About Different Things,Excessive Concerns,Heightened,Fret disproportionately,Heightened anxiety,"[ 0.01343714 -0.04193687  0.03340321 ... -0.02308154  0.00679646
  0.01630878]",0
Worrying Too Much About Different Things,Excessive Concerns,Overblown,Lose perspective,Overblown fear,"[ 0.02113271 -0.02973339  0.01640972 ... -0.02654     0.00705095
  0.02679494]",0
Worrying Too Much About Different Things,Too Many Thoughts,Countless ideas,Think endlessly,Flood of ideas,"[ 0.04084859 -0.03129056  0.01509796 ... -0.02928817 -0.00927103
  0.02728579]",0
Worrying Too Much About Different Things,Too Many Thoughts,Innumerable worries,Ruminate non-stop,Innumerable worries,"[ 0.01732425 -0.01636682  0.0162245  ... -0.04103997 -0.00246149
  0.03229374]",0
Worrying Too Much About Different Things,Too Many Thoughts,Myriad concerns,Crowd mind,Myriad ruminations,"[ 0.03832968 -0.03561895  0.02876081 ... -0.02472183 -0.01154092
  0.03678456]",0
Worrying Too Much About Different Things,Too Many Thoughts,Limitless anxieties,Overflow mentally,Limitless concerns,"[ 0.04865817 -0.05458129  0.0476064  ... -0.04196006 -0.01682831
  0.03589854]",0
Worrying Too Much About Different Things,Too Many Thoughts,Endless ruminations,Spiral cognitively,Boundless thoughts,"[ 0.04444077 -0.02264015  0.04138056 ... -0.03293112  0.0024915
  0.03599133]",0
Worrying Too Much About Different Things,Too Many Thoughts,Boundless preoccupations,Flood thoughts,Endless stream,"[ 0.0732652  -0.02615266  0.02802745 ... -0.02332024 -0.00087164
  0.0331258 ]",0
Worrying Too Much About Different Things,Overwhelming Worries,Burdensome,Overwhelm,Overwhelm,"[ 0.03360619 -0.03552969 -0.00023185 ... -0.04204209 -0.00135246
  0.01953721]",0
Worrying Too Much About Different Things,Overwhelming Worries,Overpowering,Crush,Crushing weight,"[ 0.02427134 -0.02991989  0.01054576 ... -0.02189653 -0.02020599
  0.03461584]",0
Worrying Too Much About Different Things,Overwhelming Worries,Crushing,Oppress,Oppression,"[ 0.02463191 -0.02603129  0.03475598 ... -0.01876309 -0.03664086
  0.01787777]",0
Worrying Too Much About Different Things,Overwhelming Worries,Crippling,Stifle,Burden,"[ 0.04542579 -0.02855376  0.01307476 ... -0.03787368 -0.01733873
  0.04443581]",0
Worrying Too Much About Different Things,Overwhelming Worries,Oppressive,Engulf,Engulfment,"[ 0.03684719 -0.03579441  0.02075079 ... -0.03792768 -0.01171214
  0.01579165]",0
Worrying Too Much About Different Things,Overwhelming Worries,Stifling,Suffocate,Stifling feeling,"[ 0.04016187 -0.03171097 -0.00030412 ... -0.0259429  -0.02266986
  0.03007445]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Many stressors,React to triggers,Diversity of triggers,"[ 0.02225091 -0.03233457  0.0446819  ... -0.03693909 -0.05509996
  0.02726702]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Varying triggers,Stress in many ways,Varied stressors,"[-0.00088317 -0.02968848  0.02647753 ... -0.04762898 -0.06350531
  0.03305232]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Different catalysts,Identify multiple worries,Assorted reasons,"[ 0.01024783 -0.03722855  0.04489661 ... -0.02167865 -0.04911546
  0.02289014]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Assorted reasons,Juggle anxieties,Multiple catalysts,"[-0.00386218 -0.03405421  0.03844019 ... -0.04036779 -0.04279823
  0.01649632]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Multiple causes,Spread concern,Scattered issues,"[ 0.02026319 -0.0395542   0.04341518 ... -0.01758273 -0.03630431
  0.01655499]",0
Worrying Too Much About Different Things,Diverse Anxiety Triggers,Scattered issues,Generalize fear,Widespread anxiety,"[ 0.00706322 -0.04522609  0.04302387 ... -0.01397873 -0.0359875
  0.02588952]",0
Worrying Too Much About Different Things,Multi-Focal Fear,All-over worry,Fear everything,Multi-focal fear,"[ 0.01885527 -0.00967026  0.02599532 ... -0.01605471 -0.00323209
  0.00892853]",0
Worrying Too Much About Different Things,Multi-Focal Fear,Pan-anxiety,Panic about all angles,Pan-anxiety,"[-0.00805153 -0.01895507  0.01716584 ... -0.01512101  0.00689459
  0.01380263]",0
Worrying Too Much About Different Things,Multi-Focal Fear,Omnidirectional stress,Extend worry widely,All-over dread,"[ 0.03433682 -0.00474949  0.04285516 ... -0.03193646 -0.01039179
  0.01342883]",0
Worrying Too Much About Different Things,Multi-Focal Fear,Multi-angled dread,Spread stress thoroughly,Omnidirectional worry,"[ 0.02267516 -0.01034684  0.03819915 ... -0.02096186 -0.01833976
  0.02114064]",0
Worrying Too Much About Different Things,Multi-Focal Fear,Comprehensive fret,Find no safe area,Comprehensive stress,"[ 0.03157956 -0.00804658  0.03666465 ... -0.01424403 -0.02370634
  0.02692786]",0
Worrying Too Much About Different Things,Multi-Focal Fear,Total coverage fear,Overwhelm every domain,Total coverage panic,"[ 0.02581484 -0.01739533  0.02160509 ... -0.01507244 -0.00844959
  0.03232494]",0
Trouble Relaxing,Restless,Uneasy,Fidget,Restlessness,"[ 0.0135233  -0.01634784 -0.01020429 ... -0.00512087 -0.0041469
  0.03110734]",3
Trouble Relaxing,Restless,Agitated,Squirm,Agitation,"[ 0.00714072 -0.00497664 -0.01738808 ... -0.01246422 -0.02141463
  0.02655716]",3
Trouble Relaxing,Restless,Disquiet,Shift,Unease,"[ 0.01649108  0.00064785 -0.00483451 ... -0.0165668  -0.0105019
 -0.00257058]",3
Trouble Relaxing,Restless,Turbulent,Pace,Disquietude,"[ 0.00456668 -0.00011     0.00400861 ... -0.0063722  -0.00130307
 -0.00084668]",3
Trouble Relaxing,Restless,Restiveness,Toss,Turbulence,"[-0.01096981  0.00074832 -0.00133434 ...  0.0035355  -0.01395755
  0.0099075 ]",3
Trouble Relaxing,Restless,Fidgety,Turn,Fidgetiness,"[ 0.01774142 -0.00046659 -0.00461381 ... -0.00997119  0.00332931
  0.03417418]",3
Trouble Relaxing,Can't Sit Still,Fidgety,Fidget,Restlessness,"[ 0.01482042 -0.01599487  0.01535172 ... -0.01091957  0.00476421
  0.03534531]",3
Trouble Relaxing,Can't Sit Still,Jumpy,Squirm,Jitteriness,"[-0.0112949   0.00203316 -0.00378083 ... -0.02633769 -0.00127461
  0.02412703]",3
Trouble Relaxing,Can't Sit Still,Antsy,Shift around,Antsiness,"[ 0.00287981 -0.0138171   0.01028773 ... -0.00868074 -0.02834008
  0.01540907]",3
Trouble Relaxing,Can't Sit Still,On edge,Stir restlessly,Edginess,"[ 0.0076207  -0.01541794  0.01713921 ... -0.01971377 -0.02152332
  0.00463421]",3
Trouble Relaxing,Can't Sit Still,Restive,Toss limbs,Shifting,"[ 0.01899822  0.00648625  0.00719992 ... -0.00873974 -0.01711387
  0.01466702]",3
Trouble Relaxing,Can't Sit Still,Shifty,Wriggle,Wriggling,"[ 0.00153397  0.00580162 -0.01305921 ... -0.03029321 -0.0139432
  0.01356435]",3
Trouble Relaxing,Unable to Wind Down,Stressed,Struggle to relax,Struggle,"[ 0.00768232  0.00531176  0.00939095 ... -0.01342124  0.0087388
  0.0155342 ]",3
Trouble Relaxing,Unable to Wind Down,Tense,Fail to calm,Tension,"[ 0.01021501  0.01100951 -0.01809325 ...  0.00190446  0.01669119
  0.00627589]",3
Trouble Relaxing,Unable to Wind Down,On edge,Resist settling,Keyed-up feeling,"[ 0.01238914  0.01208809 -0.00082208 ... -0.00844468  0.00813592
  0.002418  ]",3
Trouble Relaxing,Unable to Wind Down,Keyed-up,Fend off rest,High strung state,"[ 0.00413363  0.00905713 -0.01481187 ... -0.00607069  0.00880137
 -0.00586382]",3
Trouble Relaxing,Unable to Wind Down,High-strung,Fight ease,Wound-up stress,"[-0.00386693  0.0222249  -0.0175513  ... -0.00568645  0.01503364
  0.00957146]",3
Trouble Relaxing,Unable to Wind Down,Wound-up,Stay wound,Reluctance to relax,"[ 0.00866776  0.03757877 -0.01703091 ... -0.00468004  0.029271
  0.01138163]",3
Trouble Relaxing,Hyperactive Mind,Overactive thoughts,Race mentally,Mental overactivity,"[ 0.06026923  0.00613748 -0.00209071 ... -0.0034355  -0.01333095
  0.00727852]",3
Trouble Relaxing,Hyperactive Mind,Racing ideas,Brainstorm incessantly,Racing thoughts,"[ 0.02435552 -0.00443498  0.00742324 ... -0.00829408  0.00353956
  0.00809042]",3
Trouble Relaxing,Hyperactive Mind,Non-stop brainstorming,Cycle thoughts,Non-stop chatter,"[ 0.03024753  0.00349919  0.00131606 ... -0.01902104 -0.0088125
  0.01902104]",3
Trouble Relaxing,Hyperactive Mind,Unceasing mental chatter,Loop ideas,Endless loops,"[ 0.02839775 -0.00174096  0.0039094  ... -0.02975361 -0.00687346
  0.01744541]",3
Trouble Relaxing,Hyperactive Mind,Constant inner dialogue,Spiral cognitively,Unceasing cognition,"[ 0.0296878   0.0100035   0.00977403 ... -0.02501233 -0.00167352
  0.00845457]",3
Trouble Relaxing,Hyperactive Mind,Hyper cognition,Fail to quiet mind,Inner noise,"[ 0.02941184 -0.00512296 -0.02626361 ... -0.012756   -0.00750895
  0.00526123]",3
Trouble Relaxing,Can't Decompress,Unable to unwind,Resist unwinding,Inability to decompress,"[ 0.01877583  0.03168255  0.00990578 ... -0.01966549 -0.00256109
 -0.00938791]",3
Trouble Relaxing,Can't Decompress,Failing to calm down,Hold tension,Continued stress,"[ 0.02903705  0.0009242   0.00715182 ... -0.02914449 -0.00787707
  0.00512715]",3
Trouble Relaxing,Can't Decompress,Struggling to ease off,Fail to exhale,Locked tension,"[ 0.04061206  0.00870845  0.00547017 ... -0.01845754 -0.01884093
 -0.00080615]",3
Trouble Relaxing,Can't Decompress,No relief in sight,Clamp emotions,Clamped state,"[ 0.00030318  0.0341677  -0.01537398 ... -0.01641477 -0.00030434
 -0.02395307]",3
Trouble Relaxing,Can't Decompress,Tightly wound,Preserve stress,Blocked relief,"[ 0.02868924  0.00859763 -0.0075496  ... -0.01304888 -0.01934466
 -0.00525919]",3
Trouble Relaxing,Can't Decompress,Constantly tense,Block relaxation,Persistent strain,"[ 0.01430241  0.01757194 -0.00237293 ... -0.0378805  -0.0200349
  0.00654987]",3
Trouble Relaxing,Agitated Body,Shaky limbs,Tremble physically,Physical agitation,"[ 0.00883051  0.01855438 -0.026842   ... -0.02131692 -0.01734491
  0.01370962]",3
Trouble Relaxing,Agitated Body,Tremoring stance,Shake limbs,Tremors,"[ 0.00963091  0.00741383 -0.01810386 ... -0.00689839 -0.0049249
  0.02633673]",3
Trouble Relaxing,Agitated Body,Fidgety torso,Fidget arms,Fidgeting,"[ 0.02319358  0.01257313  0.00605552 ... -0.0034973   0.00561207
  0.01896031]",3
Trouble Relaxing,Agitated Body,Jittery movement,Tap feet,Jittery stance,"[-0.00506622  0.02174626 -0.00540061 ... -0.01924371 -0.00477497
  0.02037992]",3
Trouble Relaxing,Agitated Body,Unsettled posture,Shift posture,Unsettled posture,"[ 0.01042511  0.00100498 -0.00742947 ... -0.00674194 -0.01066364
 -0.01483087]",3
Trouble Relaxing,Agitated Body,Restless figure,Move incessantly,Incessant movement,"[ 0.03821923  0.0254653  -0.00319558 ... -0.00026246 -0.01535011
  0.02061342]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Squirmy,Fidget,Fidgetiness,"[ 0.0341612  -0.01224133 -0.00982518 ... -0.02402177 -0.00323316
  0.0580433 ]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Jumpy,Squirm,Squirming,"[ 0.02003998 -0.0041767  -0.02289503 ... -0.03543538 -0.01946624
  0.04426007]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Twitchy,Jiggle,Twitchiness,"[ 0.03003087 -0.01264916 -0.03504495 ... -0.02197348 -0.02163831
  0.06188504]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Antsy,Bounce leg,Antsiness,"[ 1.90715306e-02  9.70850815e-05 -3.06607736e-03 ... -1.77143272e-02
 -2.78226640e-02  4.65973057e-02]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Restless,Shift seat,Restlessness,"[ 0.02203892 -0.02238194 -0.00079814 ... -0.01745105 -0.01589318
  0.01985218]",3
Being So Restless That It’s Hard to Sit Still,Fidgety,Edgy,Twitch,Edginess,"[ 0.03637687 -0.00947225 -0.03021421 ... -0.02821704 -0.02079901
  0.05355247]",3
Being So Restless That It’s Hard to Sit Still,On-the-move,Unable to stay put,Pace,Movement,"[ 0.04522727  0.00776401 -0.00733915 ... -0.01391766 -0.02520392
  0.01713154]",3
