Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Influencing,Significance,Notable,Promote,Notability,"[ 0.03497993 -0.02624238 -0.01217759 ... -0.02004585  0.01561763
  0.05723989]",0
Influencing,Woo,Charming,Charm,Charm,"[ 0.03600135 -0.05700453 -0.01942291 ... -0.06631374  0.00662635
  0.01876207]",0
Influencing,Woo,Sociable,Socialize,Sociability,"[ 0.00233506 -0.07391524 -0.06389087 ... -0.01963103  0.02808549
  0.04217144]",0
Influencing,Woo,Outgoing,Engage,Outgoingness,"[-0.00943369 -0.02930498 -0.0033494  ... -0.0305008   0.01539803
  0.02859635]",0
Influencing,Woo,Influential,Influence,Influence,"[-0.00570711 -0.071656   -0.03773037 ... -0.05842587  0.0277141
  0.04020922]",0
Relationship Building,Adaptability,Flexible,Adapt,Adaptability,"[ 0.01296859  0.01929929  0.04861552 ... -0.03405758 -0.00351928
  0.01674831]",1
Relationship Building,Adaptability,Adjustable,Adjust,Flexibility,"[ 0.01068506  0.0214252   0.0338452  ... -0.03136671 -0.01369368
  0.01604136]",1
Relationship Building,Adaptability,Versatile,Modify,Versatility,"[ 0.01858786  0.02171223  0.04610249 ... -0.03228039 -0.00850924
  0.01572265]",1
Relationship Building,Adaptability,Accommodating,Accommodate,Accommodation,"[ 0.00215033  0.00243613  0.0453412  ... -0.03377176  0.00719647
  0.01301562]",1
Relationship Building,Connectedness,Interconnected,Connect,Connectedness,"[-0.01767932 -0.03112632  0.02341171 ... -0.03136741  0.0069177
  0.02350546]",1
Relationship Building,Connectedness,Unified,Unify,Unity,"[-0.00951952 -0.0335143   0.03242236 ... -0.01146542 -0.01215138
  0.02522672]",1
Relationship Building,Connectedness,Relational,Relate,Relationship,"[ 0.00312003 -0.02268428  0.02326271 ... -0.01922631  0.02380341
  0.02483451]",1
Relationship Building,Connectedness,Compassionate,Empathize,Compassion,"[ 0.0061409  -0.04942232  0.02776987 ... -0.02964802  0.00901515
 -0.01501183]",1
Relationship Building,Developer,Encouraging,Develop,Development,"[ 0.01715145 -0.04754746  0.02878894 ... -0.03089477 -0.0218203
  0.02545008]",1
Relationship Building,Developer,Supportive,Support,Support,"[-0.00820138 -0.03454763  0.04950308 ... -0.00976259 -0.00337536
  0.01939116]",1
Relationship Building,Developer,Nurturing,Nurture,Nurturing,"[-0.01479966 -0.0160969   0.04438503 ... -0.04681211  0.00201909
  0.01436725]",1
Relationship Building,Developer,Motivating,Encourage,Encouragement,"[ 0.00516582 -0.05532109  0.01316625 ... -0.02420476 -0.03435791
  0.02014921]",1
Relationship Building,Empathy,Understanding,Empathize,Empathy,"[-0.01216662 -0.02454565  0.01340785 ... -0.01934181  0.01518671
  0.02015159]",1
Relationship Building,Empathy,Compassionate,Understand,Understanding,"[ 0.00889214 -0.02230345  0.01117166 ... -0.01382335  0.01052702
  0.00581511]",1
Relationship Building,Empathy,Sensitive,Comfort,Sensitivity,"[ 0.03848542 -0.02383347  0.02211537 ... -0.04664982  0.01168994
 -0.00164422]",1
Relationship Building,Empathy,Caring,Care,Care,"[ 0.04720865 -0.02173183  0.03165467 ... -0.04461177  0.01052422
 -0.00992284]",1
Relationship Building,Harmony,Peaceful,Harmonize,Harmony,"[ 0.01384017 -0.01935763  0.02450282 ... -0.01522286 -0.00214383
  0.01320201]",1
Relationship Building,Harmony,Mediating,Mediate,Mediation,"[-0.03385     0.00301336  0.05291373 ... -0.02096482 -0.01903733
  0.00149678]",1
Relationship Building,Harmony,Balancing,Balance,Balance,"[ 0.02380766  0.01550723  0.03193984 ... -0.03210809  0.00055471
  0.01690933]",1
Relationship Building,Harmony,Agreeable,Agree,Agreement,"[ 0.0202537  -0.00152381  0.00845954 ... -0.00631732 -0.00967585
  0.01495111]",1
Relationship Building,Includer,Inclusive,Include,Inclusion,"[ 0.0156413  -0.04011979  0.02233697 ... -0.01233413 -0.00664484
  0.03326147]",1
Relationship Building,Includer,Welcoming,Welcome,Welcoming,"[-0.02300798 -0.03741135  0.02493611 ... -0.01263353 -0.00278787
  0.008878  ]",1
Relationship Building,Includer,Accepting,Accept,Acceptance,"[ 0.00134905 -0.03431062  0.02062855 ... -0.01074316  0.0036455
  0.04007592]",1
Relationship Building,Includer,Open,Embrace,Openness,"[-0.00072865 -0.01469588  0.03315568 ... -0.01278625 -0.01529091
 -0.00582923]",1
Relationship Building,Individualization,Unique,Individualize,Individuality,"[ 0.01731108 -0.03157587  0.00058628 ... -0.03424137 -0.01859989
  0.02888109]",1
Relationship Building,Individualization,Personalized,Personalize,Personalization,"[ 0.01898342 -0.03527334 -0.006132   ... -0.03114713  0.00732832
  0.01863957]",1
Relationship Building,Individualization,Customized,Customize,Customization,"[ 0.01676228 -0.02280746  0.00289517 ... -0.02913578 -0.01076665
  0.01151699]",1
Relationship Building,Individualization,Tailored,Tailor,Tailoring,"[ 0.01717547  0.00502302  0.03915301 ... -0.02446695 -0.00231817
 -0.00768919]",1
Relationship Building,Positivity,Optimistic,Energize,Optimism,"[-0.01347071 -0.03198864  0.00044223 ... -0.02087651 -0.00059222
  0.02607501]",1
Relationship Building,Positivity,Cheerful,Cheer,Cheerfulness,"[-0.00050822 -0.05271264  0.0218781  ... -0.017081    0.00103463
  0.03940277]",1
Relationship Building,Positivity,Uplifting,Motivate,Uplift,"[-0.01774918 -0.02452262  0.00890915 ... -0.00220828 -0.02370705
  0.01409982]",1
Relationship Building,Positivity,Energetic,Uplift,Energy,"[-0.02088094 -0.01608525  0.02290518 ... -0.01296058  0.01111295
  0.02146512]",1
Relationship Building,Relator,Genuine,Relate,Relatability,"[-0.00564806  0.01315197 -0.00584415 ... -0.01316598  0.00601223
  0.01456661]",1
Relationship Building,Relator,Trustworthy,Connect,Trustworthiness,"[-0.00559873 -0.0174497  -0.01094817 ... -0.03883401  0.00505974
  0.0091493 ]",1
Relationship Building,Relator,Loyal,Bond,Loyalty,"[ 4.25103557e-04  7.91112034e-05  9.78055876e-03 ... -1.08514726e-02
  5.42234723e-03  2.36414354e-02]",1
Relationship Building,Relator,Close,Trust,Closeness,"[ 0.0129625   0.0118276   0.01489047 ... -0.02491316  0.00236552
  0.01212842]",1
Strategic Thinking,Analytical,Logical,Analyze,Analysis,"[ 0.00971586  0.01719802 -0.00523135 ... -0.00470376 -0.0012693
  0.04445449]",3
Strategic Thinking,Analytical,Reasoning,Reason,Reasoning,"[ 0.01853348  0.02087831  0.00499768 ... -0.00924687 -0.01585745
  0.03192686]",3
Strategic Thinking,Analytical,Inquisitive,Investigate,Inquisitiveness,"[ 0.00077526  0.01795182  0.00028374 ... -0.02036202 -0.01504296
  0.03728882]",3
Strategic Thinking,Analytical,Rational,Assess,Rationality,"[-0.00245053  0.01788737  0.01031568 ...  0.00865021 -0.00175444
  0.01700694]",3
Strategic Thinking,Context,Historical,Contextualize,Context,"[-0.0265152   0.00803183  0.0054325  ... -0.03361845 -0.02069975
  0.00955008]",3
Strategic Thinking,Context,Cultural,Refer,Culture,"[ 0.02227942  0.01262322 -0.01376593 ... -0.02455146 -0.00220522
  0.003378  ]",3
Strategic Thinking,Context,Foundational,Relate,Foundation,"[-0.02466873  0.00352801  0.02217998 ... -0.02409441 -0.0114592
  0.04222675]",3
Strategic Thinking,Context,Ancestral,Analyze,Ancestry,"[ 0.01199617  0.05436089  0.00649854 ... -0.00879324 -0.01086921
  0.0193214 ]",3
Strategic Thinking,Futuristic,Visionary,Forecast,Futurism,"[-0.00678228 -0.01564474  0.00680756 ... -0.01104377  0.01116656
  0.01710376]",3
Strategic Thinking,Futuristic,Progressive,Envision,Progressiveness,"[ 0.03652381 -0.0325705   0.01832091 ... -0.01359317 -0.00100861
  0.01553294]",3
Strategic Thinking,Futuristic,Pioneering,Innovate,Pioneering,"[ 1.77625498e-05 -3.24397683e-02  4.64290753e-02 ... -2.74140816e-02
 -3.56272911e-04  2.95482781e-02]",3
Strategic Thinking,Futuristic,Innovative,Pioneer,Innovation,"[ 0.01907853 -0.03894437  0.03855072 ... -0.02820304  0.00306845
  0.03815705]",3
Strategic Thinking,Ideation,Creative,Ideate,Ideation,"[ 0.05548574  0.00752498  0.02041431 ... -0.01817917 -0.02275782
  0.02637469]",3
Strategic Thinking,Ideation,Inventive,Create,Creativity,"[ 0.06962159  0.01585975  0.02110153 ... -0.02561752 -0.01537589
  0.01934082]",3
Strategic Thinking,Ideation,Original,Invent,Invention,"[ 0.06703353  0.00060298  0.00698387 ... -0.01951279 -0.01209764
  0.01114084]",3
Strategic Thinking,Ideation,Innovative,Innovate,Innovation,"[ 0.03764312  0.00276619  0.02214301 ... -0.03075718 -0.0176334
  0.03000108]",3
Strategic Thinking,Input,Curious,Collect,Collection,"[ 0.03371688 -0.01055862 -0.01304962 ... -0.00955419 -0.01636024
  0.01001221]",3
Strategic Thinking,Input,Collective,Gather,Gathering,"[ 0.02636794  0.01449354  0.01673011 ...  0.01040298 -0.00673177
  0.01725982]",3
Strategic Thinking,Input,Resourceful,Amass,Resourcefulness,"[ 0.02934026  0.01719029  0.03044884 ... -0.01458145 -0.01079012
  0.02864556]",3
Strategic Thinking,Input,Inquisitive,Research,Curiosity,"[ 0.03686261  0.00650274 -0.00315381 ... -0.00517818 -0.01816114
  0.005302  ]",3
Strategic Thinking,Intellection,Thoughtful,Reflect,Reflection,"[ 0.04002443 -0.00995654 -0.00662825 ... -0.00359561  0.00503492
  0.02370874]",3
Strategic Thinking,Intellection,Philosophical,Philosophize,Philosophy,"[ 0.04641772 -0.00840018 -0.04005947 ... -0.01117091  0.02144966
  0.027921  ]",3
Strategic Thinking,Intellection,Reflective,Ponder,Contemplation,"[ 0.04213636  0.00128781  0.01611875 ... -0.01889784  0.01168543
  0.01482184]",3
Strategic Thinking,Intellection,Contemplative,Consider,Intellection,"[ 0.05728608 -0.00634152  0.01043097 ... -0.01964826  0.01935158
  0.01774682]",3
Strategic Thinking,Learner,Studious,Learn,Learning,"[-0.00107438 -0.03236894 -0.03274439 ... -0.00102661 -0.00489087
  0.03059898]",3
Strategic Thinking,Learner,Educational,Study,Education,"[ 0.0099744  -0.0175838  -0.00822403 ...  0.0034406  -0.01374903
  0.03535466]",3
Strategic Thinking,Learner,Inquisitive,Explore,Exploration,"[ 0.00329666 -0.01472313  0.00747766 ... -0.02642788 -0.0235051
  0.01879316]",3
Strategic Thinking,Learner,Knowledgeable,Absorb,Knowledge,"[ 0.00594529  0.0034063  -0.05488171 ... -0.00274817  0.00494534
  0.02674701]",3
Strategic Thinking,Strategic,Tactical,Strategize,Strategy,"[ 0.00058855  0.02096742  0.03287603 ... -0.01014641 -0.01291362
  0.04540417]",3
Strategic Thinking,Strategic,Planned,Plan,Planning,"[ 0.01033634  0.01087064  0.01730859 ... -0.0227439  -0.00721631
  0.02114761]",3
Strategic Thinking,Strategic,Methodical,Scheme,Methodology,"[ 0.00347129  0.01437554  0.02367902 ... -0.02782635 -0.02076467
  0.01778028]",3
Strategic Thinking,Strategic,Calculated,Design,Calculation,"[ 0.06411202  0.00495689  0.03365736 ... -0.02540315  0.00934603
  0.02659688]",3
