Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Psychopathy,Remorseless,Ruthless,Violate,Cruelty,"[ 0.03088633  0.04245456  0.00311833 ... -0.00315722 -0.00328097
  0.00501691]",3
Psychopathy,Thrill-Seeking,Adventurous,Seek thrills,Thrill,"[ 0.01604592  0.01238103 -0.01755581 ... -0.0041659  -0.0378843
 -0.01552433]",3
Psychopathy,Thrill-Seeking,Risk-taking,Risk,Excitement,"[ 0.02334369  0.01511782 -0.00207384 ... -0.01750777 -0.02492773
  0.00084586]",3
Psychopathy,Thrill-Seeking,Excitement-seeking,Adventure,Adventure,"[ 0.00153049  0.01844692 -0.00895993 ... -0.00665238 -0.02710954
  0.00035496]",3
Psychopathy,Thrill-Seeking,Dangerous,Endanger,Risk,"[ 0.04659146  0.0158594   0.0044904  ... -0.01553049 -0.03020294
  0.00592761]",3
Psychopathy,Deceptive,Dishonest,Lie,Deception,"[ 0.01518326 -0.0267541  -0.03139074 ...  0.00028979 -0.02435966
  0.024069  ]",3
Psychopathy,Deceptive,Duplicitous,Mislead,Dishonesty,"[ 0.01822256 -0.01445423 -0.00977747 ... -0.00669551 -0.0367412
  0.0231483 ]",3
Psychopathy,Deceptive,Misleading,Deceive,Fraud,"[ 0.01015256 -0.01085297 -0.02970872 ...  0.00457697 -0.02832175
  0.03719831]",3
Psychopathy,Deceptive,Fraudulent,Cheat,Duplicity,"[ 0.02242296 -0.01046019 -0.00591275 ... -0.02034247 -0.02157054
  0.03424124]",3
Sadism,Cruel,Brutal,Harm,Cruelty,"[ 0.0361168   0.05354182  0.03499079 ...  0.02471594 -0.03727096
 -0.00691441]",1
Sadism,Cruel,Vicious,Torment,Brutality,"[ 0.02985437  0.0455527   0.01973308 ...  0.03285633 -0.03731797
 -0.01030031]",1
Sadism,Cruel,Merciless,Abuse,Mercilessness,"[ 0.02296747  0.0311264   0.03118335 ...  0.01345583 -0.03747698
 -0.00209669]",1
Sadism,Cruel,Pitiless,Punish,Torture,"[ 0.03760839  0.02117266  0.01357921 ...  0.01934966 -0.03594328
 -0.00937339]",1
Sadism,Vindictive,Revengeful,Seek revenge,Vindictiveness,"[ 0.02966377  0.03002966  0.03967365 ...  0.01757611 -0.01166949
 -0.01578583]",1
Sadism,Vindictive,Spiteful,Retaliate,Revenge,"[ 0.01468756  0.04251232  0.02250732 ...  0.00716698 -0.01404838
 -0.02403048]",1
Sadism,Vindictive,Malicious,Punish,Spite,"[ 0.02329793  0.03200158  0.03052544 ...  0.01469176 -0.02587421
 -0.01630716]",1
Sadism,Vindictive,Vengeful,Hurt,Retaliation,"[ 0.01108355  0.05162934  0.025195   ...  0.01061176 -0.00403486
 -0.02481475]",1
Sadism,Enjoys Pain,Pain-inflicting,Inflict pain,Pain,[0.03877754 0.01508477 0.04926768 ... 0.01536155 0.00071921 0.00699919],1
Sadism,Enjoys Pain,Malicious,Torture,Torment,"[ 0.05323774  0.01221977  0.02994446 ...  0.02053375 -0.02460936
 -0.00156816]",1
Sadism,Enjoys Pain,Brutal,Torment,Torture,"[ 0.04135322  0.02937978  0.02703256 ...  0.02777101 -0.02439524
 -0.01081962]",1
Sadism,Enjoys Pain,Hurtful,Abuse,Abuse,"[ 0.03259825  0.01899109  0.04341969 ...  0.00701117 -0.02046431
 -0.00756697]",1
Sadism,Ruthless,Merciless,Dominate,Ruthlessness,"[ 0.0524806   0.03592105  0.02706688 ...  0.00870007 -0.00537975
 -0.01465422]",1
Sadism,Ruthless,Uncompassionate,Punish,Mercilessness,"[ 0.0430799   0.0382623   0.03497631 ...  0.00218602 -0.01932608
 -0.01318573]",1
Sadism,Ruthless,Hard-hearted,Exploit,Domination,"[ 0.06963051  0.0331128   0.0419372  ...  0.00490521 -0.01777649
 -0.02189077]",1
Sadism,Ruthless,Harsh,Oppress,Oppression,"[ 0.03873917  0.02802105  0.02722289 ...  0.01760224 -0.02760772
 -0.02718013]",1
Sadism,Abusive,Violent,Abuse,Abuse,"[ 0.0284816   0.0503548   0.02409876 ...  0.02104033 -0.03954108
 -0.00690535]",1
Sadism,Abusive,Aggressive,Exploit,Violence,"[ 0.03445902  0.05204305  0.02678728 ...  0.01125236 -0.03837289
 -0.01299658]",1
Sadism,Abusive,Harmful,Hurt,Aggression,"[ 0.03097726  0.04835339  0.03711164 ...  0.01351785 -0.02933957
 -0.00613785]",1
Sadism,Abusive,Exploitative,Violate,Violation,"[ 0.03032733  0.05368718  0.0256438  ...  0.01413011 -0.03584928
 -0.01186785]",1
Sadism,Malevolent,Malicious,Harm,Malevolence,"[ 0.04727205  0.02917788  0.04059411 ...  0.02050487 -0.02815264
 -0.01422872]",1
Sadism,Malevolent,Hostile,Destroy,Malice,"[ 0.04447508  0.01356054  0.01796445 ...  0.01588603 -0.04543435
 -0.00676574]",1
Sadism,Malevolent,Wicked,Inflict,Hostility,"[ 0.02248606  0.01368963  0.04613177 ...  0.02631859 -0.06256498
 -0.01422703]",1
Sadism,Malevolent,Sinister,Plot,Wickedness,"[ 0.01627909  0.00762907  0.02427878 ...  0.01395051 -0.04844567
 -0.01304844]",1
