Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Exploitativeness,Calculating,Cold,Calculate,Planning,"[ 0.00077969  0.01508469  0.04602844 ... -0.0568696   0.01480592
  0.0155648 ]",2
Exploitativeness,Calculating,Deliberate,Engineer,Scheming,"[ 0.05582525  0.01395631  0.00413025 ... -0.0461644   0.0021792
  0.02240562]",2
Exploitativeness,Selfish,Self-centered,Prioritize oneself,Selfishness,"[ 0.04361035 -0.0228771   0.03410408 ... -0.0165725   0.01090964
  0.00159731]",2
Exploitativeness,Selfish,Egocentric,Focus inward,Egoism,"[ 0.03953091  0.00383419  0.0455403  ... -0.01476713  0.00593462
  0.00447144]",2
Exploitativeness,Selfish,Self-interested,Claim resources,Greed,"[ 0.02739849  0.01296833  0.0362129  ... -0.02048011  0.0083006
  0.00526115]",2
Exploitativeness,Selfish,Greedy,Take,Self-interest,"[ 0.02477342 -0.00179177  0.0266152  ... -0.00920134  0.00615939
  0.0056612 ]",2
Exploitativeness,Coercive,Forceful,Coerce,Coercion,"[ 0.02008306  0.03360839  0.00011015 ... -0.00077361 -0.02496038
 -0.00027772]",2
Exploitativeness,Coercive,Dominating,Intimidate,Intimidation,"[ 0.01107784  0.02133511  0.01979472 ... -0.00729525 -0.03789069
 -0.00815542]",2
Exploitativeness,Coercive,Intimidating,Pressure,Pressure,"[ 0.00317287  0.00772459  0.01154118 ... -0.01835924 -0.03812018
 -0.01106887]",2
Exploitativeness,Coercive,Aggressive,Force,Force,"[ 0.00797171  0.04674586  0.02672867 ...  0.00402249 -0.03200406
  0.00507757]",2
Grandiose Fantasy,Fantasizing,Imaginative,Fantasize,Fantasy,"[ 0.0123278  -0.01164615  0.01641773 ... -0.01480787  0.00071021
  0.0224511 ]",0
Grandiose Fantasy,Fantasizing,Dreamy,Dream,Dream,"[ 0.01744069 -0.02868345  0.00057115 ... -0.00781948  0.00139183
  0.01509124]",0
Grandiose Fantasy,Fantasizing,Visionary,Imagine,Vision,"[ 0.01120574 -0.01808062  0.00348476 ... -0.00367215 -0.00847245
  0.01094832]",0
Grandiose Fantasy,Fantasizing,Idealistic,Envision,Imagination,"[ 0.01358807 -0.0154162   0.01717519 ... -0.01028515  0.00012626
 -0.00012446]",0
Grandiose Fantasy,Grandiose,Extravagant,Exaggerate,Grandiosity,"[ 0.01143184 -0.00576771  0.00432856 ... -0.00385501  0.00721797
 -0.00438405]",0
Grandiose Fantasy,Grandiose,Magnificent,Magnify,Extravagance,"[ 0.0156649  -0.00644846  0.00465765 ... -0.01015177  0.00406831
  0.00052898]",0
Grandiose Fantasy,Grandiose,Exaggerated,Amplify,Magnificence,"[ 0.01719471 -0.00233319  0.00248292 ... -0.01661852  0.01068225
  0.00266677]",0
Grandiose Fantasy,Grandiose,Majestic,Idealize,Majesty,"[ 0.02998085 -0.00938779  0.01691305 ...  0.00651513  0.01128037
 -0.00294964]",0
Grandiose Fantasy,Ambitious,Aspiring,Aspire,Ambition,"[ 0.00853839 -0.03593549  0.02059608 ...  0.01323079  0.00657085
  0.00274342]",0
Grandiose Fantasy,Ambitious,Driven,Strive,Drive,"[ 0.01587109  0.00771741  0.01809756 ...  0.00662299 -0.02435574
 -0.01546491]",0
Grandiose Fantasy,Ambitious,Determined,Pursue,Aspiration,"[ 0.01314858 -0.01323137  0.02641759 ...  0.00299174 -0.01365285
 -0.00130677]",0
Grandiose Fantasy,Ambitious,Goal-oriented,Aim high,Determination,"[ 0.02682849 -0.0030785   0.03710231 ...  0.02289384 -0.01404088
 -0.00855422]",0
Grandiose Fantasy,Visionary,Inventive,Foresee,Vision,"[ 0.0351967  -0.00310237  0.00439568 ... -0.01033082 -0.00410263
 -0.00863507]",0
Grandiose Fantasy,Visionary,Forward-thinking,Innovate,Innovation,"[ 0.01999174 -0.02909861  0.02288281 ... -0.02111926 -0.00306634
 -0.00624471]",0
Grandiose Fantasy,Visionary,Innovative,Predict,Insight,"[ 0.03570297 -0.02943692  0.01622862 ... -0.0230206  -0.00755457
  0.00128477]",0
Grandiose Fantasy,Visionary,Inspired,Conceptualize,Concept,"[-0.00135791 -0.02162261  0.00057785 ...  0.00510884 -0.0057173
  0.00372497]",0
Grandiose Fantasy,Idealistic,Romantic,Idealize,Idealism,"[-0.01457091  0.00350046 -0.01436874 ... -0.00606872  0.02469417
 -0.00918731]",0
Grandiose Fantasy,Idealistic,Optimistic,Romanticize,Optimism,"[ 0.00281057 -0.0115279  -0.00763888 ... -0.00423324  0.02038987
 -0.00229789]",0
Grandiose Fantasy,Idealistic,Utopian,Dream,Utopia,"[-0.01358877  0.00465191  0.01755495 ...  0.00505594  0.00426271
 -0.02624346]",0
Grandiose Fantasy,Idealistic,Quixotic,Envision,Romanticism,"[ 0.00102046  0.00622548  0.00481009 ... -0.01578964  0.02787461
 -0.00611718]",0
Grandiose Fantasy,Pretentious,Showy,Show off,Pretension,"[ 0.02050207  0.00241923 -0.03065491 ... -0.00126249  0.01692139
 -0.01439073]",0
Grandiose Fantasy,Pretentious,Ostentatious,Pretend,Ostentation,"[ 0.01348078  0.00411412 -0.01409696 ...  0.00035623  0.01833507
 -0.01241374]",0
Grandiose Fantasy,Pretentious,Affected,Exhibit,Pomposity,"[ 0.00308947 -0.00049604 -0.02231543 ...  0.01173844  0.0221296
 -0.00494006]",0
Grandiose Fantasy,Pretentious,Pompous,Boast,Showiness,"[ 1.27305295e-02  1.14262640e-03 -1.67956781e-02 ...  3.66940978e-03
  3.05294897e-02  9.79476972e-05]",0
Self-Sacrificing Self-Enhancement,Heroic,Valiant,Sacrifice,Heroism,"[ 0.02773485  0.01146817  0.01628178 ... -0.01991839  0.02504889
  0.00596043]",0
Self-Sacrificing Self-Enhancement,Heroic,Courageous,Rescue,Courage,"[ 0.03217725 -0.00567452  0.04023683 ... -0.02297285  0.01294417
 -0.00571268]",0
Self-Sacrificing Self-Enhancement,Heroic,Noble,Defend,Bravery,"[ 0.02362219  0.01076417  0.01741436 ... -0.03320673  0.01695725
 -0.00544844]",0
Self-Sacrificing Self-Enhancement,Heroic,Gallant,Save,Sacrifice,"[ 0.02433385  0.01080665  0.01465321 ... -0.01759292  0.04640057
  0.00319098]",0
Self-Sacrificing Self-Enhancement,Altruistic,Selfless,Give,Altruism,"[ 0.05954237 -0.02261278  0.02866136 ... -0.03665213  0.0272047
  0.02540123]",0
Self-Sacrificing Self-Enhancement,Altruistic,Generous,Support,Generosity,"[ 0.02791934 -0.03194465  0.06068051 ... -0.0479313   0.04010988
  0.0233067 ]",0
Self-Sacrificing Self-Enhancement,Altruistic,Giving,Donate,Benevolence,"[ 0.03096091 -0.02045998  0.04671963 ... -0.0303165   0.04165224
  0.02116297]",0
Self-Sacrificing Self-Enhancement,Altruistic,Benevolent,Sacrifice,Selflessness,"[ 0.04719127 -0.01850831  0.04224448 ... -0.01096867  0.02917483
  0.02147357]",0
Self-Sacrificing Self-Enhancement,Martyr-like,Self-denying,Martyr oneself,Martyrdom,"[ 0.04084808  0.00787433  0.01134106 ... -0.00025014  0.01267998
  0.00228703]",0
Self-Sacrificing Self-Enhancement,Martyr-like,Sacrificial,Endure,Sacrifice,[0.07604253 0.0193117  0.01290314 ... 0.00384585 0.00688526 0.00793543],0
Self-Sacrificing Self-Enhancement,Martyr-like,Self-immolating,Suffer,Suffering,"[ 5.04706465e-02  1.05441296e-02  1.97500233e-02 ...  5.10662328e-03
 -5.32514387e-05  3.80882784e-03]",0
Self-Sacrificing Self-Enhancement,Martyr-like,Victimized,Sacrifice,Endurance,"[ 0.0652303   0.03160704  0.01598142 ... -0.00517765  0.01448409
  0.00770903]",0
Self-Sacrificing Self-Enhancement,Self-Enhancing,Self-promoting,Promote oneself,Self-enhancement,"[ 0.06926909 -0.0147117   0.03925055 ... -0.02460417  0.00966748
  0.00372329]",0
Self-Sacrificing Self-Enhancement,Self-Enhancing,Self-exalting,Exalt,Self-promotion,"[ 0.06651203 -0.0180334   0.03807873 ... -0.01466786  0.01384681
  0.00104018]",0
Self-Sacrificing Self-Enhancement,Self-Enhancing,Boastful,Enhance reputation,Boasting,"[ 0.07695751 -0.00625965  0.02213137 ... -0.02363825  0.02773271
  0.01482528]",0
Self-Sacrificing Self-Enhancement,Self-Enhancing,Self-glorifying,Elevate,Glory,"[ 0.04912218 -0.00469595  0.04349612 ... -0.00509295  0.00551641
  0.00240469]",0
Self-Sacrificing Self-Enhancement,Virtuous,Righteous,Act morally,Virtue,"[ 0.04683554  0.01582816  0.02511062 ... -0.00922604 -0.00509619
  0.00292017]",0
Self-Sacrificing Self-Enhancement,Virtuous,Ethical,Do good,Righteousness,"[ 0.04292459 -0.00278644  0.03291729 ... -0.00426927  0.00254751
 -0.00348569]",0
Self-Sacrificing Self-Enhancement,Virtuous,Moral,Exemplify,Morality,"[ 0.04732255  0.00084332 -0.00235753 ... -0.02400523 -0.01195962
  0.00683612]",0
Self-Sacrificing Self-Enhancement,Virtuous,Honorable,Demonstrate virtue,Honor,"[ 0.03433962 -0.01099321  0.01756647 ... -0.00989531  0.0022507
 -0.01575316]",0
Self-Sacrificing Self-Enhancement,Self-Righteous,Sanctimonious,Judge,Self-righteousness,"[ 0.05776388 -0.00969036  0.00916656 ... -0.01019962  0.00714773
 -0.02672853]",0
Self-Sacrificing Self-Enhancement,Self-Righteous,Holier-than-thou,Lecture,Sanctimony,"[ 0.04052734 -0.01051668 -0.00811879 ... -0.00621306 -0.00670892
 -0.02393452]",0
Self-Sacrificing Self-Enhancement,Self-Righteous,Judgmental,Criticize,Superiority,"[ 0.04316297 -0.02190735  0.00174785 ... -0.01298296  0.00885774
 -0.02411438]",0
Self-Sacrificing Self-Enhancement,Self-Righteous,Superior,Preach,Judgment,"[ 0.05865082 -0.01054114 -0.00613046 ... -0.00156412  0.00293551
 -0.01749443]",0
Contingent Self-Esteem,Insecure,Fragile,Doubt,Insecurity,"[ 0.07129068 -0.0104139  -0.00659569 ... -0.04110923 -0.02242794
  0.01299624]",0
Contingent Self-Esteem,Insecure,Uncertain,Hesitate,Self-doubt,"[ 0.04818843 -0.03738336 -0.00230592 ... -0.04419761 -0.0208907
 -0.00176125]",0
Contingent Self-Esteem,Insecure,Vulnerable,Waver,Fragility,"[ 0.05961278  0.01167461  0.00327996 ... -0.02988594 -0.01828426
  0.01192653]",0
Contingent Self-Esteem,Insecure,Self-conscious,Question,Uncertainty,"[ 0.05049727 -0.03320107 -0.01443169 ... -0.03538356  0.00449456
  0.00780239]",0
Contingent Self-Esteem,Sensitive,Reactive,React,Sensitivity,"[ 0.06928351 -0.00674709 -0.01246556 ... -0.01664473 -0.01488962
  0.00543076]",0
Contingent Self-Esteem,Sensitive,Easily hurt,Feel hurt,Reactivity,"[ 0.03727425  0.00020947 -0.02653839 ... -0.04434019  0.00231423
  0.00664144]",0
Contingent Self-Esteem,Sensitive,Thin-skinned,Take offense,Vulnerability,"[ 0.03198646 -0.00359312 -0.02204781 ... -0.04055426 -0.00848926
 -0.01121668]",0
Contingent Self-Esteem,Sensitive,Touchy,Overreact,Touchiness,"[ 0.05886861 -0.02199613 -0.02345772 ... -0.0201583   0.00563651
 -0.01068694]",0
Contingent Self-Esteem,Dependent,Reliant,Depend,Dependency,"[ 0.02992686  0.0049046   0.02967372 ... -0.01842302 -0.01757922
  0.02288111]",0
Contingent Self-Esteem,Dependent,Needy,Rely,Neediness,"[ 1.67601202e-02  3.83804254e-05 -4.73113824e-03 ... -2.53608953e-02
 -6.74160547e-04  6.45058136e-03]",0
Contingent Self-Esteem,Dependent,Clingy,Need,Reliance,"[ 0.00860821  0.01587754 -0.00119245 ... -0.01590664 -0.02370715
  0.01017268]",0
Contingent Self-Esteem,Dependent,Conditional,Lean on,Attachment,"[ 0.00718583  0.00823607  0.00162372 ... -0.02179241 -0.02071453
  0.00754512]",0
Contingent Self-Esteem,Self-Doubting,Unsure,Question oneself,Self-doubt,"[ 0.03905195 -0.05073678 -0.0113424  ... -0.03586518 -0.00596472
  0.02039255]",0
Contingent Self-Esteem,Self-Doubting,Timid,Second-guess,Apprehension,"[ 0.0375702  -0.02114576 -0.01915709 ... -0.04097527 -0.01532281
  0.01771208]",0
Contingent Self-Esteem,Self-Doubting,Apprehensive,Doubt oneself,Uncertainty,"[ 0.03810875 -0.02715568 -0.00312666 ... -0.04148547 -0.01580534
  0.01316639]",0
Contingent Self-Esteem,Self-Doubting,Hesitant,Worry,Timidity,"[ 0.03438306 -0.01904206  0.00050369 ... -0.03336598 -0.00927382
  0.01283361]",0
Contingent Self-Esteem,Approval-Seeking,Validation-hungry,Seek approval,Approval,"[ 0.01269512 -0.01703069 -0.00610368 ... -0.01620422  0.00688612
 -0.02047206]",0
Contingent Self-Esteem,Approval-Seeking,Attention-needy,Desire validation,Validation,"[ 0.02230127 -0.0092028  -0.00524009 ... -0.02108741  0.00799599
 -0.01012732]",0
Contingent Self-Esteem,Approval-Seeking,Recognition-seeking,Crave affirmation,Recognition,"[ 0.03057175 -0.00189699 -0.02328621 ... -0.01343012  0.00279393
  0.00191933]",0
Contingent Self-Esteem,Approval-Seeking,Affirmation-dependent,Need recognition,Affirmation,"[ 0.03059093  0.01417726 -0.01248664 ...  0.00102585 -0.00839986
  0.00466252]",0
Contingent Self-Esteem,Fragile,Breakable,Break down,Fragility,"[ 0.06290165  0.01043867 -0.00136693 ... -0.04209528 -0.02566024
  0.02002577]",0
Contingent Self-Esteem,Fragile,Delicate,Crumble,Delicacy,"[ 0.08684409  0.00504484 -0.01259537 ... -0.04374919 -0.01219386
  0.00829034]",0
Contingent Self-Esteem,Fragile,Weak,Collapse,Weakness,"[ 0.05700762  0.01538278  0.02251598 ... -0.03433216 -0.03470911
  0.00846705]",0
Contingent Self-Esteem,Fragile,Brittle,Give way,Instability,"[ 0.06542242  0.01769392  0.00556457 ... -0.04392487 -0.016581
  0.01175603]",0
Hiding the Self,Guarded,Defensive,Guard,Guardedness,"[ 0.00939305 -0.0165023   0.0054406  ... -0.01986169  0.01053495
  0.00387141]",4
Hiding the Self,Guarded,Cautious,Protect,Caution,"[ 0.04528372 -0.02137784  0.01230845 ... -0.03965881 -0.001108
 -0.00634383]",4
Hiding the Self,Guarded,Careful,Shield,Protection,"[ 0.03696119 -0.02473072  0.0125752  ... -0.03072605 -0.00038665
  0.01100142]",4
Hiding the Self,Guarded,Suspicious,Defend,Defense,"[-0.00193576 -0.02597032 -0.01473504 ... -0.0155912   0.00131898
  0.00284074]",4
Hiding the Self,Secretive,Hidden,Hide,Secrecy,"[ 0.01486604 -0.04725168 -0.00903119 ... -0.03603431 -0.01109676
 -0.00072229]",4
Hiding the Self,Secretive,Private,Conceal,Privacy,"[ 0.03803388 -0.04023394 -0.00040686 ... -0.02606918 -0.01507643
 -0.0135168 ]",4
Hiding the Self,Secretive,Concealed,Keep secret,Concealment,"[ 0.02200661 -0.03923547 -0.00846241 ... -0.04103075 -0.0131171
 -0.00205407]",4
Hiding the Self,Secretive,Covert,Suppress,Suppression,"[ 0.01332409 -0.02445435  0.00313542 ... -0.01217348 -0.02181561
  0.01673758]",4
Hiding the Self,Inhibited,Restrained,Inhibit,Inhibition,"[ 0.01757599 -0.00716389 -0.03182961 ... -0.0295158   0.00047926
  0.02322701]",4
Hiding the Self,Inhibited,Suppressed,Restrain,Restraint,"[ 0.01318057  0.00062719 -0.01077155 ... -0.02086796 -0.01443111
  0.01818274]",4
Hiding the Self,Inhibited,Constrained,Suppress,Suppression,"[ 0.00640519 -0.01866354  0.00060261 ... -0.01960125 -0.02014573
  0.02743571]",4
Hiding the Self,Inhibited,Reserved,Control,Constraint,"[ 2.10705753e-02  1.52327418e-02 -5.48665691e-03 ... -3.58879492e-02
  9.59362587e-05  1.40772592e-02]",4
Hiding the Self,Reserved,Withdrawn,Withdraw,Reserve,"[-0.01272869 -0.01541542  0.00713198 ... -0.0302042   0.00048638
  0.00788395]",4
Hiding the Self,Reserved,Quiet,Restrain,Reticence,"[ 0.01509687 -0.00892163 -0.00868317 ... -0.0199976   0.00054732
 -0.00064805]",4
Hiding the Self,Reserved,Restrained,Hold back,Withdrawal,"[-0.00235643 -0.01458742 -0.00505751 ... -0.03077785 -0.00530197
  0.00422394]",4
Hiding the Self,Reserved,Reticent,Refrain,Restraint,"[ 1.48548456e-02 -1.10143346e-05  2.72588921e-03 ... -2.18237843e-02
  1.25207510e-02 -9.16965771e-04]",4
Hiding the Self,Withdrawn,Isolated,Withdraw,Withdrawal,"[-0.01995634 -0.04922168 -0.00910824 ... -0.0286259  -0.02007531
  0.01625356]",4
Hiding the Self,Withdrawn,Detached,Retreat,Isolation,"[-0.03278168 -0.01265391  0.02179875 ... -0.0299562  -0.01833526
 -0.01424135]",4
Hiding the Self,Withdrawn,Distant,Distance oneself,Detachment,"[-0.01459397 -0.01525414  0.02493196 ... -0.02448248  0.00531648
 -0.01498727]",4
Hiding the Self,Withdrawn,Reclusive,Isolate,Reclusion,"[ 0.00661294 -0.04367869  0.00682189 ... -0.02086424 -0.01625182
  0.02561596]",4
Hiding the Self,Masked,Veiled,Mask,Masking,"[-0.00590725 -0.01799026  0.02180909 ... -0.02680639 -0.02752242
 -0.02519532]",4
Hiding the Self,Masked,Covered,Veil,Veil,"[ 0.01021466 -0.01927181 -0.00876401 ... -0.0283515  -0.02066984
 -0.01409307]",4
Hiding the Self,Masked,Camouflaged,Cover,Covering,"[ 0.01738433 -0.01336018  0.0087075  ... -0.02189138 -0.03061421
 -0.00457603]",4
Hiding the Self,Masked,Disguised,Disguise,Disguise,"[ 0.00047937 -0.01589199 -0.01241515 ... -0.02169667 -0.02199511
 -0.00864733]",4
Devaluing,Dismissive,Contemptuous,Dismiss,Dismissal,"[ 0.02971377  0.00906636 -0.0172522  ...  0.00975286 -0.00355006
  0.03080323]",3
Devaluing,Dismissive,Neglectful,Ignore,Contempt,"[ 0.03669374  0.02911893 -0.01807794 ... -0.0093079  -0.00387705
  0.02689281]",3
Devaluing,Dismissive,Disregarding,Disregard,Neglect,[0.03440641 0.0291667  0.00055038 ... 0.00115944 0.00053713 0.04409836],3
Devaluing,Dismissive,Scornful,Overlook,Disregard,"[ 0.05558544  0.00905672 -0.02771861 ...  0.00775973  0.00465065
  0.03557468]",3
Devaluing,Belittling,Degrading,Belittle,Belittlement,"[ 0.01467993 -0.00938004 -0.01390956 ... -0.00282649  0.00496108
  0.0460228 ]",3
Devaluing,Belittling,Demeaning,Degrade,Degradation,"[ 0.02819031  0.01306223  0.01641207 ...  0.01136937 -0.01257445
  0.03856262]",3
Devaluing,Belittling,Undermining,Demean,Condescension,"[ 2.16946453e-02 -1.54069727e-02  1.13120005e-02 ... -5.03158942e-03
 -7.98664987e-05  2.44827121e-02]",3
Devaluing,Belittling,Condescending,Undermine,Humiliation,"[ 0.01200786 -0.01246282  0.00224122 ... -0.01241061 -0.00291806
  0.02980336]",3
Devaluing,Critical,Fault-finding,Criticize,Criticism,"[ 0.0254261   0.00865904 -0.0073287  ... -0.02144294  0.0057071
  0.02570948]",3
Devaluing,Critical,Judgmental,Judge,Judgment,"[ 0.01115742 -0.00271438 -0.02377584 ... -0.03875493  0.02477547
  0.01683994]",3
Devaluing,Critical,Nitpicking,Scrutinize,Scrutiny,"[ 0.02075348  0.02738394  0.00687733 ... -0.025597   -0.00190155
  0.02774446]",3
Devaluing,Critical,Censorious,Rebuke,Reproach,"[ 0.05683038 -0.01106501 -0.01887104 ... -0.01876241 -0.00692921
  0.02906699]",3
Devaluing,Derogatory,Insulting,Degrade,Derogation,"[ 0.04290421  0.00728803  0.00157227 ...  0.03176253 -0.02375627
  0.02674586]",3
Devaluing,Derogatory,Demeaning,Insult,Degradation,"[ 0.04322565  0.00162562  0.01000897 ...  0.03422279 -0.02191094
  0.02317789]",3
Devaluing,Derogatory,Pejorative,Put down,Insult,"[ 3.43790092e-02  6.30726013e-03 -7.18080113e-03 ...  1.94695946e-02
  6.70308364e-05  2.97596082e-02]",3
Devaluing,Derogatory,Degrading,Belittle,Belittlement,"[ 0.04158318  0.00116372  0.00184435 ...  0.01335425 -0.0079017
  0.0370294 ]",3
Devaluing,Condescending,Patronizing,Patronize,Condescension,"[ 0.03550149 -0.02346524  0.00314725 ... -0.02221957  0.00363968
  0.0354392 ]",3
Devaluing,Condescending,Superior,Talk down,Patronization,"[ 0.03537002 -0.01601485 -0.00542413 ... -0.01023171 -0.00881909
  0.02822109]",3
Devaluing,Condescending,Supercilious,Belittle,Superiority,"[ 0.04442293 -0.04625193  0.00331312 ... -0.00503362 -0.00316393
  0.02737296]",3
Devaluing,Condescending,Haughty,Treat lightly,Disdain,"[ 0.05508582 -0.01914341  0.00871002 ... -0.01145034  0.00877988
  0.00375144]",3
Devaluing,Degrading,Humiliating,Humiliate,Degradation,"[ 0.02215693  0.01320662  0.01356131 ...  0.00467514 -0.01193878
  0.03139402]",3
Devaluing,Degrading,Belittling,Debase,Humiliation,"[ 0.01341863  0.01338138  0.00887373 ...  0.0064858  -0.01130265
  0.03346835]",3
Devaluing,Degrading,Debasing,Lower,Debasement,"[ 0.02161956  0.03080824  0.04258171 ...  0.01182576 -0.03514112
  0.03044966]",3
Devaluing,Degrading,Disparaging,Disparage,Disparagement,"[ 0.04497983  0.01586748  0.00950144 ...  0.01668796 -0.01160392
  0.03498757]",3
Entitlement Rage,Hostile,Aggressive,Attack,Hostility,"[ 0.00851562  0.01274995  0.00892262 ...  0.01631118 -0.04069967
  0.00285485]",1
Entitlement Rage,Hostile,Unfriendly,Confront,Aggression,"[-0.00021097 -0.00852967  0.00673172 ...  0.0192865  -0.04642989
  0.00944219]",1
Entitlement Rage,Hostile,Belligerent,Threaten,Belligerence,"[ 0.01591719  0.01789027 -0.01794917 ...  0.00795859 -0.0486792
  0.00468607]",1
Entitlement Rage,Hostile,Antagonistic,Provoke,Antagonism,"[ 0.00244412 -0.00630057 -0.00732139 ...  0.02082627 -0.04583828
  0.00244778]",1
Entitlement Rage,Resentful,Bitter,Resent,Resentment,"[ 0.02082301  0.023731   -0.02159144 ...  0.02954698 -0.01089366
 -0.00365005]",1
Entitlement Rage,Resentful,Grudging,Grudge,Bitterness,"[ 0.00018531  0.02719676 -0.00547472 ...  0.02147746 -0.00944436
 -0.00406371]",1
Entitlement Rage,Resentful,Envious,Envy,Grudge,"[ 0.01514317  0.01101791 -0.02427926 ...  0.01360819 -0.00576356
 -0.00446473]",1
Entitlement Rage,Resentful,Aggrieved,Harbor bitterness,Envy,"[ 0.01357942  0.00427335 -0.01113751 ...  0.01494183 -0.0130285
 -0.00946241]",1
Entitlement Rage,Irritable,Cranky,Snap,Irritability,"[-0.02019808  0.01938352 -0.04211579 ...  0.01209019 -0.02971637
 -0.00474406]",1
Entitlement Rage,Irritable,Testy,Annoy,Annoyance,"[ 0.0123764  -0.00724661 -0.04236594 ...  0.00409719 -0.01944231
  0.00550595]",1
Entitlement Rage,Irritable,Short-tempered,Aggravate,Petulance,"[ 0.00025526 -0.00639248 -0.02799668 ...  0.01380597 -0.01830439
 -0.00079536]",1
Entitlement Rage,Irritable,Petulant,Frustrate,Temper,"[-0.00239556  0.00453073 -0.02145588 ...  0.01876274 -0.01279616
  0.00733175]",1
Entitlement Rage,Vindictive,Revengeful,Retaliate,Vindictiveness,"[ 0.00784264  0.02571872  0.00289014 ...  0.01302349 -0.00913429
 -0.01191739]",1
Entitlement Rage,Vindictive,Spiteful,Punish,Revenge,"[ 0.01473165  0.03302025  0.00744734 ...  0.0105152  -0.01809593
 -0.02024491]",1
Entitlement Rage,Vindictive,Unforgiving,Seek revenge,Spite,"[ 0.01531427  0.01813339  0.01240706 ...  0.02115807 -0.02040924
 -0.01393408]",1
Entitlement Rage,Vindictive,Malicious,Strike back,Vengeance,"[ 0.01394171  0.0617054   0.00258459 ...  0.02944538 -0.01323805
 -0.0028475 ]",1
Entitlement Rage,Angry,Furious,Rage,Anger,"[ 0.00304214  0.00400455 -0.02450753 ...  0.02872121 -0.01840388
  0.00290272]",1
Entitlement Rage,Angry,Irate,Yell,Rage,"[ 0.00630172  0.01859396 -0.03001485 ...  0.02707405 -0.02220383
 -0.00831671]",1
Entitlement Rage,Angry,Incensed,Explode,Fury,"[ 0.00275318  0.01933867 -0.03800944 ...  0.02601765 -0.02243529
  0.00137469]",1
Entitlement Rage,Angry,Enraged,Lash out,Outburst,"[ 0.01392433 -0.01135299 -0.02906666 ...  0.04147225 -0.01864597
 -0.00949591]",1
Entitlement Rage,Explosive,Volatile,Explode,Explosion,"[ 0.0153751   0.02835781 -0.02709782 ...  0.00408102 -0.02563049
 -0.00911501]",1
Entitlement Rage,Explosive,Temperamental,Erupt,Outburst,"[ 0.00502528  0.01194088 -0.00839362 ...  0.02389731 -0.01874756
 -0.00327304]",1
Entitlement Rage,Explosive,Outburst-prone,Detonate,Volatility,"[ 0.01659178  0.02791229 -0.00460839 ...  0.01216201 -0.02368893
 -0.00874839]",1
Entitlement Rage,Explosive,Erratic,Burst out,Tantrum,"[ 0.00673557  0.02249689  0.00313758 ...  0.02063935 -0.02046471
  0.00262159]",1
