Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Neurodevelopmental Disorders,Provisional Tic Disorder,Tic Disorder,Exhibit,Tics,"[-0.00601314 -0.03178323 -0.01501723 ...  0.00354612 -0.00965294
  0.01562791]",2
Neurodevelopmental Disorders,Provisional Tic Disorder,Transient Tic Disorder,Show,Movements,"[-0.02102686 -0.00102996  0.00617978 ...  0.00990258  0.00233651
  0.01426677]",2
Neurodevelopmental Disorders,Provisional Tic Disorder,Motor Tics,Have,Vocalizations,"[-0.00824488 -0.0064101   0.01855432 ...  0.02223055 -0.01614346
  0.02320289]",2
Neurodevelopmental Disorders,Provisional Tic Disorder,Vocal Tics,Experience,Behaviors,"[-0.01267313 -0.03425938  0.02371147 ...  0.0035059  -0.02346981
  0.01088197]",2
Neurodevelopmental Disorders,Other Specified Tic Disorder,Tic Disorder,Exhibit,Tics,"[-0.01873023 -0.01642103 -0.02063431 ...  0.00469944  0.00336422
  0.01760939]",2
Neurodevelopmental Disorders,Other Specified Tic Disorder,Atypical Tic Disorder,Show,Movements,"[-0.01012777  0.00322786 -0.01717576 ...  0.02237455  0.00328708
  0.009779  ]",2
Neurodevelopmental Disorders,Other Specified Tic Disorder,Motor Tics,Have,Vocalizations,"[-0.01774262  0.00544821  0.01672353 ...  0.02473253 -0.0033937
  0.02686216]",2
Neurodevelopmental Disorders,Other Specified Tic Disorder,Vocal Tics,Experience,Behaviors,"[-0.02393093 -0.02505806  0.01436405 ...  0.00663908 -0.00974556
  0.0163709 ]",2
Neurodevelopmental Disorders,Unspecified Tic Disorder,Tic Disorder,Exhibit,Tics,"[-0.01536657 -0.02531122 -0.02070796 ...  0.0065526   0.00035418
  0.03003526]",2
Neurodevelopmental Disorders,Unspecified Tic Disorder,Unspecified Tics,Show,Movements,"[-0.00368325 -0.00234983  0.00062268 ...  0.01535024 -0.00685326
  0.03507475]",2
Neurodevelopmental Disorders,Unspecified Tic Disorder,Motor Tics,Have,Vocalizations,"[-0.01430496  0.00093683  0.01785818 ...  0.02417499 -0.00987003
  0.03640067]",2
Neurodevelopmental Disorders,Unspecified Tic Disorder,Vocal Tics,Experience,Behaviors,"[-0.01932809 -0.02759968  0.02076903 ...  0.00497404 -0.01629378
  0.02543826]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizotypal (Personality) Disorder,Eccentric Personality,Exhibit,Eccentricity,"[ 0.01447746 -0.02994928 -0.00209971 ... -0.00522041  0.00482089
 -0.00575606]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizotypal (Personality) Disorder,Odd Personality,Show,Oddity,"[ 0.01301615 -0.02194255 -0.00745704 ... -0.00581012 -0.01181616
 -0.00324179]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizotypal (Personality) Disorder,Schizotypy,Have,Peculiarity,"[ 0.01543474 -0.0068632   0.00501748 ... -0.01108625 -0.00484725
 -0.00081161]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Delusional Disorder,Delusions,Experience,Delusions,"[-0.00687418 -0.02475413  0.00819227 ...  0.02220069 -0.02577077
 -0.01763761]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Delusional Disorder,Fixed Beliefs,Have,Beliefs,"[ 0.0020015  -0.03333843  0.0001882  ...  0.02815245 -0.02162816
 -0.01016882]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Delusional Disorder,False Beliefs,Hold,Ideas,"[ 0.00413177 -0.04412037  0.00048189 ...  0.02173542 -0.0178382
 -0.00591499]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Brief Psychotic Disorder,Brief Psychosis,Experience,Psychosis,"[-0.01347348 -0.01137089 -0.00801158 ...  0.02032501 -0.02817951
 -0.00135792]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Brief Psychotic Disorder,Psychotic Episode,Have,Symptoms,"[ 0.00602173 -0.01571906 -0.03385127 ...  0.02147266 -0.02777369
 -0.00558043]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Brief Psychotic Disorder,Transient Psychosis,Show,Episode,"[-0.01838129 -0.00493265 -0.03821373 ...  0.02785198 -0.01722291
 -0.01326406]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophreniform Disorder,Schizophrenia-like Psychosis,Experience,Psychosis,"[-0.02960799 -0.01592636 -0.0164651  ...  0.03192006 -0.0274755
 -0.01126293]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophreniform Disorder,Short-term Schizophrenia,Have,Symptoms,"[-0.05618647 -0.01941133 -0.00506159 ...  0.03193661  0.0001731
 -0.00950549]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophreniform Disorder,Psychotic Episode,Show,Episode,"[-0.00872955 -0.00841963 -0.05078179 ...  0.01868733 -0.0150371
 -0.01065798]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophrenia,Psychosis,Experience,Delusions,"[-0.00723558 -0.01826912  0.0009309  ...  0.02234164 -0.02676878
 -0.03642385]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophrenia,Schizophrenia Spectrum Disorder,Have,Hallucinations,"[-0.00218904 -0.00314098 -0.00721262 ... -0.00045398 -0.01977086
 -0.03602337]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizophrenia,Thought Disorder,Show,Disorganized Thinking,"[ 0.02256246 -0.02010797 -0.01851491 ...  0.03053956 -0.02211404
 -0.00972947]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Schizophrenia and Mood Disorder,Experience,Psychosis,"[ 0.0023107  -0.01316914 -0.00082241 ...  0.02072468 -0.03327834
 -0.00649437]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Psychotic and Affective Symptoms,Have,Mood Episodes,"[ 0.02388178 -0.02471754 -0.02152076 ...  0.02455039 -0.02344301
 -0.0044478 ]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Mixed Psychosis,Show,Symptoms,"[ 0.00741362 -0.02220686  0.00153317 ...  0.03498232 -0.04060489
 -0.01447583]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Atypical Psychosis,Experience,Symptoms,"[-0.02279967 -0.0091295  -0.00792508 ...  0.02765348 -0.0249074
 -0.02120983]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Subthreshold Psychosis,Have,Psychosis,"[-0.010996    0.01191337 -0.00243288 ...  0.02657883 -0.03823186
  0.00125286]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Unspecified Psychotic Symptoms,Show,Delusions,"[ 0.0023887  -0.01917143 -0.0124843  ...  0.01770051 -0.0150924
 -0.02516636]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Unspecified Psychosis,Experience,Symptoms,"[-0.02589377 -0.00821652 -0.00097222 ...  0.01878921 -0.02928376
 -0.01181088]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Psychotic Symptoms,Have,Psychosis,"[ 0.00113169 -0.01311159 -0.00820189 ...  0.0190901  -0.03754006
 -0.01085392]",2
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Undifferentiated Psychosis,Show,Delusions,"[-0.00472524 -0.0179559  -0.00495511 ...  0.02638471 -0.01946287
 -0.02043346]",2
Bipolar and Related Disorders,Bipolar I Disorder,Bipolar Disorder,Experience,Mania,"[-0.04298388  0.0015952   0.00161066 ...  0.01445574 -0.01128389
  0.00509166]",0
Bipolar and Related Disorders,Bipolar I Disorder,Mania,Have,Depression,"[-0.03131959  0.00865952  0.02802534 ...  0.03822298 -0.0085929
  0.01729481]",0
Bipolar and Related Disorders,Bipolar I Disorder,Manic-Depressive Illness,Show,Mood Episodes,"[-0.01455376  0.00422133 -0.00304788 ...  0.00870649 -0.0107742
  0.0248003 ]",0
Bipolar and Related Disorders,Bipolar II Disorder,Bipolar Disorder,Experience,Hypomania,"[-0.04435401 -0.0129771   0.0123725  ...  0.00291548 -0.02182796
  0.02817315]",0
Bipolar and Related Disorders,Bipolar II Disorder,Hypomania,Have,Depression,"[-0.02329471  0.00599194  0.03569612 ...  0.02343181 -0.02159964
  0.02682194]",0
Bipolar and Related Disorders,Bipolar II Disorder,Recurrent Depression,Show,Mood Episodes,"[-0.02435015  0.00769995  0.03211199 ...  0.01296116 -0.00990966
  0.03666759]",0
Bipolar and Related Disorders,Cyclothymic Disorder,Cyclothymia,Experience,Mood Swings,"[-0.03610582  0.00268376 -0.00382657 ... -0.00922633 -0.02958098
  0.03174733]",0
Bipolar and Related Disorders,Cyclothymic Disorder,Mood Instability,Have,Hypomanic Symptoms,"[-0.01727743  0.00573737  0.00552281 ... -0.00870713 -0.0319676
  0.03239051]",0
Bipolar and Related Disorders,Cyclothymic Disorder,Mild Bipolar Disorder,Show,Depressive Symptoms,"[-0.02701095  0.00654997 -0.00123657 ...  0.00541325 -0.01890029
  0.0396685 ]",0
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Substance-Induced Mood Disorder,Experience,Mood Episodes,"[-0.02697862 -0.00248668 -0.03947625 ...  0.01849553 -0.04447052
  0.02516252]",0
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Medication-Induced Mood Disorder,Have,Mania,"[-0.03375863  0.00804792 -0.03269863 ...  0.02744473 -0.01758214
  0.01977126]",0
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Secondary Bipolar Disorder,Show,Depression,"[-0.0405252   0.00197769 -0.00929281 ...  0.03467311 -0.02380162
  0.0205633 ]",0
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Secondary Bipolar Disorder,Experience,Mood Episodes,"[-0.01624213 -0.02855319  0.00901556 ...  0.01359396 -0.01392351
  0.03349645]",0
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Medical Condition-Induced Mood Disorder,Have,Mania,"[-0.02158295  0.00823196  0.00666973 ...  0.02801633 -0.00635844
  0.02621775]",0
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Mood Disorder Due to Illness,Show,Depression,"[-0.03168124 -0.01594081  0.01919131 ...  0.02816357 -0.01685362
  0.03588908]",0
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Atypical Bipolar Disorder,Experience,Mood Episodes,"[-0.02816807 -0.01772602 -0.00079151 ...  0.01557394 -0.009678
  0.02242494]",0
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Subthreshold Bipolar Disorder,Have,Mania,"[-0.03453392  0.02024756  0.01163978 ...  0.02198197 -0.00714318
  0.02352366]",0
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Unspecified Mood Disorder,Show,Depression,"[-0.03518346 -0.00212231  0.02520319 ...  0.0125054  -0.01385213
  0.03006105]",0
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Unspecified Mood Disorder,Experience,Mood Episodes,"[-0.02065152 -0.02101225 -0.01104721 ...  0.0043899  -0.02288029
  0.03764426]",0
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Bipolar Symptoms,Have,Mania,"[-0.0312851   0.00276991  0.00107019 ...  0.02444072 -0.01643135
  0.01480521]",0
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Mood Disturbance,Show,Depression,"[-0.02786295 -0.00661196  0.00949707 ...  0.01940891 -0.01192471
  0.04133086]",0
Depressive Disorders,Disruptive Mood Dysregulation Disorder,DMDD,Exhibit,Temper Outbursts,"[ 0.01496202  0.02883638  0.01603642 ... -0.00114238  0.01460389
  0.02195226]",2
Depressive Disorders,Disruptive Mood Dysregulation Disorder,Childhood Mood Disorder,Show,Irritability,"[ 0.01388089  0.02312667 -0.01681606 ...  0.00790049  0.00359252
  0.01373413]",2
Depressive Disorders,Disruptive Mood Dysregulation Disorder,Temper Dysregulation,Have,Mood Dysregulation,"[ 0.0115091   0.03788857 -0.0065919  ...  0.00472419  0.00817158
  0.01780406]",2
Depressive Disorders,Major Depressive Disorder,MDD,Experience,Depressed Mood,"[ 0.0102649   0.01621672 -0.01195846 ...  0.00325918 -0.01488868
  0.03053275]",0
Depressive Disorders,Major Depressive Disorder,Clinical Depression,Have,Anhedonia,"[-0.0228901   0.01468897  0.02447741 ...  0.02698436  0.00603747
  0.0189848 ]",0
Depressive Disorders,Major Depressive Disorder,Unipolar Depression,Show,Sleep Disturbance,"[-0.02407298  0.01808149  0.00911801 ...  0.02057794 -0.01382562
  0.01258928]",0
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Dysthymia,Experience,Depressed Mood,"[ 0.00178151  0.00825004  0.00385245 ...  0.00416436 -0.00407444
  0.03886736]",0
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Chronic Depression,Have,Low Self-Esteem,"[ 0.00362612 -0.01577375  0.04073251 ...  0.00416556 -0.00100677
  0.02988589]",0
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Persistent Low Mood,Show,Fatigue,"[ 0.00327246 -0.00870638  0.02081539 ...  0.01269024  0.00320283
  0.03296072]",0
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),PMDD,Experience,Mood Lability,"[ 0.01212661  0.03354989 -0.00874272 ...  0.02112222  0.00267038
 -0.01063938]",0
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),Premenstrual Mood Disorder,Have,Irritability,"[ 0.02149106  0.03850942 -0.00847232 ...  0.02203172  0.0135041
 -0.00542806]",0
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),Severe PMS,Show,Depressed Mood,"[ 0.00878077  0.03732707 -0.01162368 ...  0.03038686  0.01655334
  0.00435522]",0
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Substance-Induced Depression,Experience,Depressed Mood,"[-0.04265089  0.00816579 -0.04680846 ...  0.01194105 -0.03964024
  0.02590116]",0
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Medication-Induced Depression,Have,Anhedonia,"[-0.04837264 -0.00838045 -0.02193004 ...  0.02184648 -0.01757269
  0.01224835]",0
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Secondary Depression,Show,Symptoms,"[-0.03617811 -0.00281235 -0.0306602  ...  0.02673533 -0.02608887
  0.00759002]",0
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Secondary Depression,Experience,Depressed Mood,"[-0.02294833 -0.017117    0.00361071 ...  0.01641018 -0.01481981
  0.03343293]",0
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Medical Condition-Induced Depression,Have,Anhedonia,"[-0.02873405 -0.02170733  0.02195124 ...  0.02048782  0.0040302
  0.01968643]",0
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Depression Due to Illness,Show,Symptoms,"[-0.02118835 -0.03809218  0.01030966 ...  0.03429858 -0.01640173
  0.01689266]",0
Depressive Disorders,Other Specified Depressive Disorder,Atypical Depression,Experience,Depressed Mood,"[-0.02595469  0.0075266  -0.00924588 ...  0.01869553 -0.00625625
  0.01320658]",0
Depressive Disorders,Other Specified Depressive Disorder,Subthreshold Depression,Have,Anhedonia,"[-0.03905725  0.01363221  0.01896768 ...  0.02139409  0.00680958
  0.01712831]",0
Depressive Disorders,Other Specified Depressive Disorder,Unspecified Depressive Symptoms,Show,Symptoms,"[-0.02522837 -0.00909409  0.01048443 ...  0.00877179  0.00171897
  0.01542014]",0
Depressive Disorders,Unspecified Depressive Disorder,Unspecified Depression,Experience,Depressed Mood,"[-0.03572769  0.00562545 -0.00863249 ...  0.00145892 -0.01163953
  0.04441752]",0
Depressive Disorders,Unspecified Depressive Disorder,Depressive Symptoms,Have,Anhedonia,"[-0.02147306 -0.01665869  0.00754491 ...  0.02249102  0.0024985
  0.02029941]",0
Depressive Disorders,Unspecified Depressive Disorder,Mood Disturbance,Show,Symptoms,"[-0.01388971 -0.00213368 -0.00776443 ...  0.01438269 -0.0045385
  0.03031826]",0
Anxiety Disorders,Separation Anxiety Disorder,Separation Anxiety,Experience,Anxiety,"[-0.03110125  0.0020345   0.01309459 ... -0.00815072 -0.02687637
 -0.01198111]",0
Anxiety Disorders,Separation Anxiety Disorder,Fear of Separation,Have,Fear,"[-0.00937282 -0.00938417  0.03569731 ...  0.0157595  -0.0127166
 -0.01499878]",0
Anxiety Disorders,Separation Anxiety Disorder,Attachment Anxiety,Show,Distress,"[-0.01001144  0.01136782  0.01658669 ... -0.00197484 -0.01076714
 -0.01053461]",0
Anxiety Disorders,Selective Mutism,Situational Mutism,Exhibit,Mutism,"[-0.02755233 -0.00031484  0.01966052 ... -0.00226623 -0.01767816
  0.0232363 ]",0
Anxiety Disorders,Selective Mutism,Social Mutism,Show,Silence,"[ 0.00038778 -0.00753694  0.01410608 ...  0.01418563 -0.01002937
  0.00406677]",0
Anxiety Disorders,Selective Mutism,Non-speaking in Specific Situations,Have,Anxiety,"[-0.02069495  0.00734762  0.03310733 ... -0.0076803  -0.01456906
  0.01148317]",0
Anxiety Disorders,Specific Phobia,Phobia,Experience,Fear,"[-0.02549855 -0.0015846  -0.02210599 ... -0.0023754   0.01888245
  0.00887379]",0
Anxiety Disorders,Specific Phobia,Irrational Fear,Have,Anxiety,"[-0.00075456 -0.0104346  -0.0073011  ... -0.00196388  0.0143904
 -0.01183626]",0
Anxiety Disorders,Specific Phobia,Specific Fear,Show,Avoidance,"[-0.00620984  0.0139913   0.00227119 ...  0.00574027  0.02053335
 -0.00890588]",0
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Social Phobia,Experience,Anxiety,"[-0.0137573   0.01394291 -0.0435211  ... -0.01350617  0.03268996
  0.01615936]",0
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Social Fear,Have,Fear,"[-0.00450875 -0.00342923 -0.01746569 ...  0.00572522  0.03723006
  0.01759459]",0
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Performance Anxiety,Show,Avoidance,"[ 0.00146503  0.00698861  0.00394398 ... -0.02230627  0.03831133
 -0.00206794]",0
Anxiety Disorders,Panic Disorder,Panic Attacks,Experience,Panic Attacks,"[-0.0354771  -0.01069818 -0.00738902 ... -0.01471688 -0.00567022
  0.01222125]",0
Anxiety Disorders,Panic Disorder,Anxiety Disorder,Have,Palpitations,"[-0.01717552 -0.02958572  0.0011332  ... -0.00443085  0.02999345
  0.00206571]",0
