Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Novelty Seeking,Easily Bored,Restive,Get restless,Boredom,"[ 0.03702847 -0.01315642 -0.01450331 ...  0.00504156 -0.03175995
 -0.0055699 ]",2
Novelty Seeking,Easily Bored,Uneasy,Lose interest,Unease,"[ 0.01694091 -0.01024971 -0.04397945 ... -0.00205298 -0.03306063
 -0.01227988]",2
Novelty Seeking,Quick-Tempered,Irritable,Snap,Irritability,"[-0.01051897  0.0063808  -0.0531212  ...  0.00148555 -0.01990901
 -0.00679271]",2
Novelty Seeking,Quick-Tempered,Hot-headed,Explode,Hotheadedness,"[ 0.02110355 -0.00187638 -0.04299716 ... -0.01314984 -0.00632803
 -0.00904004]",2
Novelty Seeking,Quick-Tempered,Easily provoked,Lose temper,Temper,"[ 0.00940327 -0.01099404 -0.03815039 ... -0.00905683 -0.01491796
  0.00116569]",2
Novelty Seeking,Quick-Tempered,Short-fused,React angrily,Anger,"[ 0.00827131  0.0031426  -0.05016789 ...  0.00364534 -0.01361497
 -0.00640245]",2
Harm Avoidance,Fearful,Anxious,Fear,Fear,"[ 0.01577535  0.011034    0.00824455 ... -0.02026178  0.00406401
  0.02112119]",0
Harm Avoidance,Fearful,Afraid,Worry,Anxiety,"[ 0.00873993  0.01156568  0.01336904 ... -0.0209588  -0.00036564
  0.00795185]",0
Harm Avoidance,Fearful,Nervous,Dread,Nervousness,"[ 0.00885042  0.02455975  0.00729387 ... -0.02046166  0.01192039
  0.01006547]",0
Harm Avoidance,Fearful,Apprehensive,Anticipate with anxiety,Apprehension,"[ 0.01510474  0.0071065  -0.01827385 ... -0.0179446   0.00193268
  0.01557119]",0
Harm Avoidance,Fatigable,Weary,Tire,Fatigue,"[ 0.02827035 -0.00462437 -0.00832951 ... -0.00464856  0.00195034
  0.01549789]",0
Harm Avoidance,Fatigable,Tired,Weary,Tiredness,"[ 0.01352461  0.0059887  -0.00091938 ... -0.0047263   0.01383251
  0.01249314]",0
Harm Avoidance,Fatigable,Exhausted,Exhaust,Exhaustion,"[ 0.02602121  0.008989   -0.00225959 ... -0.01820827  0.00784584
  0.00852844]",0
Harm Avoidance,Fatigable,Drained,Deplete,Drain,"[ 0.01425087  0.03494492 -0.00498579 ... -0.01394406 -0.00441252
  0.01581726]",0
Harm Avoidance,Shy,Timid,Withdraw,Shyness,"[ 0.01620959  0.01008804  0.00086498 ... -0.03167457 -0.00058978
  0.03230463]",0
Harm Avoidance,Shy,Bashful,Hesitate,Timidity,"[ 0.0314978   0.00769501  0.00423053 ... -0.02069027 -0.02060745
  0.01654946]",0
Harm Avoidance,Shy,Reserved,Recoil,Introversion,"[ 0.02479117  0.02822788  0.01013048 ... -0.04099056  0.00017733
  0.01180978]",0
Harm Avoidance,Shy,Introverted,Shrink back,Reservation,"[-0.00718432  0.02394503  0.01509719 ... -0.05096617 -0.00914736
 -0.00408191]",0
Harm Avoidance,Frigid,Cold,Distance,Coldness,"[ 0.0062857   0.0148278   0.00419047 ... -0.03220212  0.0210168
  0.01561755]",0
Harm Avoidance,Frigid,Aloof,Detach,Aloofness,"[ 0.01303238  0.0122472  -0.00518062 ... -0.02666518  0.01262439
  0.01492604]",0
Harm Avoidance,Frigid,Reserved,Isolate,Reserve,"[ 0.01052041  0.01815606  0.00153609 ... -0.03075448 -0.00928991
  0.01123753]",0
Harm Avoidance,Frigid,Unemotional,Cool off,Emotional detachment,"[ 0.02485157  0.03270651 -0.00963541 ... -0.0352201   0.02746988
  0.01018899]",0
Harm Avoidance,Pessimistic,Negative,Despair,Pessimism,"[ 0.01021218  0.02073835  0.0195721  ... -0.02042436  0.00214187
  0.0120737 ]",0
Harm Avoidance,Pessimistic,Gloomy,Deprecate,Gloom,"[ 0.01349454  0.03027701  0.0091392  ... -0.00421899  0.00060529
  0.03315979]",0
Harm Avoidance,Pessimistic,Dismal,Lament,Despair,"[ 0.02437294  0.01116443  0.01678955 ... -0.0014726  -0.01390287
  0.01504194]",0
Harm Avoidance,Pessimistic,Hopeless,Complain,Hopelessness,"[ 0.01334398  0.00302107  0.02327842 ... -0.01879774 -0.02508879
  0.00502757]",0
Harm Avoidance,Rigid,Inflexible,Resist,Rigidity,"[ 0.02245705  0.06409851  0.01358224 ... -0.02711612 -0.01633899
  0.00079952]",0
Harm Avoidance,Rigid,Stubborn,Oppose,Stubbornness,"[ 0.01888329  0.03214496  0.01901785 ... -0.02109606 -0.00577488
  0.00397327]",0
Harm Avoidance,Rigid,Unyielding,Refuse to change,Inflexibility,"[ 0.01375328  0.04386066  0.02714635 ... -0.02511469 -0.01445932
  0.00096179]",0
Harm Avoidance,Rigid,Obstinate,Persist,Obstinacy,"[ 0.02812107  0.04817689  0.03008372 ... -0.02447177 -0.00271781
 -0.00542795]",0
Reward Dependence,Sentimental,Emotional,Cherish,Sentimentality,"[ 0.06181573 -0.03318182 -0.0197176  ... -0.01876015  0.03060866
  0.00182047]",0
Reward Dependence,Sentimental,Romantic,Reminisce,Romance,"[ 0.01885813 -0.02649477 -0.02821189 ... -0.01735189  0.01147755
 -0.01243402]",0
Reward Dependence,Sentimental,Tender,Feel deeply,Tenderness,"[ 0.04263961 -0.02341027 -0.00770953 ... -0.0205192   0.02047472
 -0.00378249]",0
Reward Dependence,Sentimental,Affectionate,Show affection,Affection,"[ 0.0413415  -0.03632433 -0.01486517 ... -0.01113096  0.01602628
  0.00530387]",0
Reward Dependence,Dependent,Reliant,Rely,Dependence,"[-0.00213513  0.00270998  0.03619016 ... -0.0260215  -0.00398106
  0.0314486 ]",0
Reward Dependence,Dependent,Submissive,Depend,Reliance,"[ 0.001703    0.01974191  0.03584097 ... -0.01759733 -0.01595217
  0.02489772]",0
Reward Dependence,Dependent,Compliant,Submit,Submissiveness,"[-0.00755894  0.0166737   0.02656637 ... -0.01830291 -0.01789194
  0.01370884]",0
Reward Dependence,Dependent,Obedient,Comply,Compliance,"[-0.00556509  0.02113525  0.02133464 ... -0.02123495 -0.0035534
  0.01383618]",0
Reward Dependence,Warm,Affable,Welcome,Warmth,"[ 0.00979881 -0.04450717 -0.01617157 ... -0.02703119  0.01443497
 -0.00709962]",0
Reward Dependence,Warm,Friendly,Embrace,Friendliness,"[ 0.00402349 -0.03788982 -0.00441435 ... -0.03448709 -0.00371119
  0.01604799]",0
Reward Dependence,Warm,Amiable,Be friendly,Amiability,"[ 0.01928127 -0.03556623 -0.01261448 ... -0.02907922  0.01635987
  0.02269707]",0
Reward Dependence,Warm,Cordial,Show warmth,Cordiality,"[ 0.01985312 -0.02987034 -0.02480885 ... -0.03934364  0.02669747
  0.00727495]",0
Reward Dependence,Sensitive,Responsive,Feel,Sensitivity,"[ 0.03184478 -0.01424751 -0.0033516  ... -0.01016731  0.01063214
  0.01287515]",0
Reward Dependence,Sensitive,Empathetic,React sensitively,Responsiveness,"[ 0.02852874  0.0047747  -0.00075231 ... -0.02011066  0.02082739
 -0.00220817]",0
Reward Dependence,Sensitive,Delicate,Empathize,Empathy,"[ 0.04638603 -0.01089819 -0.00269855 ... -0.02971559  0.02025117
  0.01266627]",0
Reward Dependence,Sensitive,Tenderhearted,Perceive,Tenderness,"[ 0.03187319 -0.01912097  0.00175343 ... -0.03349486  0.03364229
 -0.00211739]",0
Reward Dependence,Open,Approachable,Open up,Openness,"[-0.0091776  -0.01581979  0.03364362 ... -0.01242658 -0.017338
  0.01252526]",0
Reward Dependence,Open,Receptive,Receive,Receptiveness,"[ 0.01567825  0.00075786  0.01450646 ... -0.01992042  0.00315382
  0.01867447]",0
Reward Dependence,Open,Accepting,Welcome,Acceptance,"[ 0.01794334 -0.01575532  0.02813842 ... -0.01390452 -0.00219586
  0.01706499]",0
Reward Dependence,Open,Accessible,Accept,Accessibility,"[ 0.02929871 -0.00134234  0.02558826 ... -0.00473044 -0.00333132
  0.01653537]",0
Reward Dependence,Sociable,Outgoing,Socialize,Sociability,"[ 0.0222184  -0.03138049 -0.01395554 ... -0.00198075  0.0188198
  0.03780952]",0
Reward Dependence,Sociable,Gregarious,Interact,Outgoingness,"[-0.00640478 -0.02330465 -0.00867556 ... -0.00697975  0.02535709
  0.04215507]",0
Reward Dependence,Sociable,Friendly,Mingle,Friendliness,"[ 0.02000945 -0.02377825 -0.00812789 ... -0.02191655  0.00862737
  0.03889886]",0
Reward Dependence,Sociable,Extroverted,Engage,Extroversion,"[ 0.00691503 -0.02744468 -0.00254197 ... -0.02599418  0.01026842
  0.04549699]",0
Persistence,Hardworking,Diligent,Work hard,Diligence,"[ 0.02349082  0.00960702  0.02772042 ... -0.02812923  0.00790496
 -0.01029885]",1
Persistence,Hardworking,Industrious,Persevere,Persistence,"[ 0.02442173 -0.00865002  0.04458935 ... -0.0357345  -0.01258901
  0.01235267]",1
Persistence,Hardworking,Persistent,Persist,Industriousness,"[ 0.01273653  0.01923573  0.02394944 ... -0.04808933  0.00786808
  0.01577584]",1
Persistence,Hardworking,Tenacious,Strive,Tenacity,"[ 0.02056711  0.02751826  0.03753936 ... -0.03235384 -0.00340996
 -0.0114845 ]",1
Persistence,Perfectionist,Meticulous,Perfect,Perfectionism,"[ 0.03080521 -0.01175162  0.03495821 ... -0.05391293 -0.00991852
 -0.01458874]",1
Persistence,Perfectionist,Precise,Refine,Precision,"[ 0.0215373   0.03365786  0.03219718 ... -0.05671801 -0.00767635
 -0.01609859]",1
Persistence,Perfectionist,Detail-oriented,Optimize,Exactitude,"[ 0.01376345  0.01741379  0.01910417 ... -0.04744712  0.00671779
 -0.01067414]",1
Persistence,Perfectionist,Exacting,Fine-tune,Meticulousness,"[ 0.02668069  0.00818156  0.02555486 ... -0.05626078 -0.0020666
 -0.01676411]",1
Persistence,Ambitious,Driven,Aspire,Ambition,"[ 0.02313828 -0.02973813  0.01048211 ... -0.01518741 -0.00913885
 -0.00359109]",1
Persistence,Ambitious,Aspiring,Strive,Aspiration,"[ 0.02702423 -0.01879482  0.01422971 ... -0.01384801 -0.02433708
 -0.00371965]",1
Persistence,Ambitious,Goal-oriented,Pursue,Motivation,"[ 0.01339105  0.00201401 -0.00555282 ... -0.01339819 -0.04396549
 -0.00063518]",1
Persistence,Ambitious,Motivated,Achieve,Drive,"[ 0.03209832  0.00683292 -0.01217899 ... -0.01699666 -0.02514514
  0.00468647]",1
Persistence,Workaholic,Obsessed with work,Overwork,Workaholism,"[ 0.00575912  0.00899539  0.01287616 ... -0.02089963  0.02489758
 -0.01424098]",0
Persistence,Workaholic,Addicted to work,Toil,Overworking,"[ 0.01239971  0.00425347 -0.00390705 ... -0.01922813  0.02058524
 -0.00794982]",0
Persistence,Workaholic,Compulsive worker,Labor,Toil,"[ 0.02009327  0.02105157  0.0126974  ... -0.01762025 -0.00484943
  0.00344677]",0
Persistence,Workaholic,Overworked,Exert,Laboriousness,"[ 0.00860263  0.00966945 -0.00585993 ... -0.03462237  0.00930628
  0.00546649]",0
Persistence,Urgent,Hasty,Rush,Urgency,"[-0.01149775  0.04069174  0.01954296 ... -0.03203632 -0.0210685
  0.00266769]",2
Persistence,Urgent,Rushed,Hurry,Haste,"[ 0.00364382  0.04181384  0.00764811 ... -0.02706615 -0.01417564
 -0.0111117 ]",2
Persistence,Urgent,Impatient,Expedite,Impatience,"[-0.01796903  0.00970009  0.01532933 ... -0.0248386  -0.02458417
 -0.01012149]",0
Persistence,Urgent,Pressed for time,Accelerate,Rush,"[-0.0090538   0.04132162  0.00013175 ... -0.04115365 -0.0142778
 -0.01480691]",2
Persistence,Intolerant,Impatient,Reject,Intolerance,"[ 0.00598201  0.02835624  0.02797668 ... -0.01011367 -0.04020165
 -0.01295246]",0
Persistence,Intolerant,Short-tempered,Dismiss,Impatience,"[-0.00809226  0.00647995 -0.0026795  ... -0.00159216 -0.01983908
 -0.00760472]",0
Persistence,Intolerant,Frustrated,Disapprove,Frustration,"[-0.00403181  0.04332396  0.00254532 ... -0.00907928 -0.03144852
  0.0049015 ]",0
Persistence,Intolerant,Tense,Resist,Tension,"[ 0.00223181  0.01974079  0.00623201 ... -0.01263475  0.00212205
  0.00470754]",0
Self-Directedness,Responsible,Accountable,Account,Responsibility,"[ 0.06659014  0.01325289  0.01049518 ... -0.00130466 -0.0110308
 -0.00216056]",1
Self-Directedness,Responsible,Reliable,Ensure,Accountability,"[ 0.05163291 -0.00459092 -0.00152596 ... -0.01345973 -0.03398471
 -0.02681513]",1
Self-Directedness,Responsible,Trustworthy,Uphold,Reliability,"[ 0.02817267  0.00226681 -0.00332525 ... -0.02256098 -0.02436015
 -0.01716348]",1
Self-Directedness,Responsible,Dependable,Secure,Dependability,"[ 0.0356559   0.00596534  0.00584353 ... -0.01668146 -0.02421964
 -0.02128176]",1
Self-Directedness,Purposeful,Determined,Focus,Purposefulness,"[ 0.02839494  0.00329876 -0.00887171 ... -0.01227447 -0.03611422
  0.00219747]",1
Self-Directedness,Purposeful,Decisive,Aim,Determination,"[ 0.04794796  0.01045747 -0.00946086 ...  0.00280123 -0.04221746
 -0.00373382]",1
Self-Directedness,Purposeful,Resolute,Resolve,Resolution,"[ 0.02922712  0.01783658  0.00350172 ...  0.01448464 -0.04553182
 -0.0063285 ]",1
Self-Directedness,Purposeful,Goal-oriented,Target,Decisiveness,"[ 0.03845412  0.02777847 -0.00855822 ... -0.0074144  -0.02471467
  0.01298371]",1
Self-Directedness,Resourceful,Inventive,Utilize,Resourcefulness,"[ 0.03127245  0.02834896  0.02089259 ... -0.0338711  -0.03053419
  0.00816509]",1
Self-Directedness,Resourceful,Clever,Innovate,Inventiveness,"[ 0.03370998  0.01372995  0.00444523 ... -0.0473676  -0.03310234
  0.00195135]",1
Self-Directedness,Resourceful,Adaptable,Adapt,Adaptability,"[ 0.02361602  0.02441414  0.03372088 ... -0.02220504 -0.02231906
  0.01163698]",1
Self-Directedness,Resourceful,Resourceful,Manage,Ingenuity,"[ 0.030767    0.02826306  0.00616614 ... -0.04126256 -0.02779825
  0.01607321]",1
Self-Directedness,Self-Accepting,Confident,Accept,Self-acceptance,"[ 0.04294671 -0.03503771  0.0181992  ... -0.01980084 -0.02212535
  0.01029729]",1
Self-Directedness,Self-Accepting,Content,Embrace,Confidence,"[ 0.04687658 -0.036819    0.0166156  ... -0.01433647 -0.0292464
  0.0120794 ]",1
Self-Directedness,Self-Accepting,Self-assured,Affirm,Contentment,"[ 0.04899078 -0.01469287  0.00998446 ... -0.00601105 -0.02787206
  0.00333664]",1
Self-Directedness,Self-Accepting,Self-accepting,Acknowledge,Self-assurance,"[ 0.03768276 -0.03472782  0.01610587 ... -0.01973371 -0.01623753
  0.01242683]",1
Self-Directedness,Conscientious,Conscientious,Attend,Conscientiousness,"[ 0.03789336 -0.00284871  0.0102151  ... -0.02351027 -0.00720567
 -0.00343329]",1
Self-Directedness,Conscientious,Thorough,Focus,Thoroughness,"[ 0.03718345  0.00503864 -0.00014444 ... -0.02134878 -0.01539236
 -0.00815323]",1
Self-Directedness,Conscientious,Attentive,Dedicate,Attentiveness,"[ 0.06264555  0.00288946 -0.01808219 ... -0.01411149 -0.00457221
 -0.01626659]",1
Self-Directedness,Conscientious,Diligent,Commit,Diligence,"[ 0.05156142  0.00631767  0.00352978 ... -0.01659981 -0.03261229
 -0.00847765]",1
Self-Directedness,Individualistic,Independent,Stand alone,Individualism,"[ 3.00870184e-02  1.29557215e-02 -5.83377823e-06 ... -3.28612030e-02
 -2.03058776e-02  9.67389159e-03]",1
Self-Directedness,Individualistic,Autonomous,Self-govern,Independence,"[ 0.05243363  0.00905038  0.01328272 ... -0.01082838 -0.03252001
  0.00109382]",1
Self-Directedness,Individualistic,Self-reliant,Assert,Autonomy,"[ 0.03230572  0.01027649  0.01709881 ... -0.00985368 -0.03995934
  0.0056578 ]",1
Self-Directedness,Individualistic,Assertive,Independ,Self-reliance,"[ 0.04088716  0.00687147  0.00315509 ... -0.00988711 -0.04083138
  0.00401969]",1
Cooperativeness,Helpful,Assisting,Assist,Helpfulness,"[-0.00720843 -0.03280978  0.03808172 ... -0.01276754  0.0101242
  0.03946598]",4
Cooperativeness,Helpful,Supportive,Support,Assistance,"[ 0.00394761 -0.03198101  0.03946897 ... -0.01670501 -0.00601966
  0.04329869]",4
Cooperativeness,Helpful,Generous,Aid,Support,"[ 0.00650466 -0.0375706   0.04883262 ... -0.03549521  0.00572257
  0.03848621]",4
Cooperativeness,Helpful,Kind,Contribute,Generosity,"[ 0.00758169 -0.03497626  0.02272257 ... -0.03302647  0.02086277
  0.03146664]",4
Cooperativeness,Friendly,Amicable,Befriend,Friendliness,"[-0.00649748 -0.03361911  0.02477717 ... -0.02955774  0.01466605
  0.04882104]",4
Cooperativeness,Friendly,Cordial,Greet,Amiability,"[ 0.00835003 -0.02227177  0.00809404 ... -0.02413905 -0.00250539
  0.03674316]",4
Cooperativeness,Friendly,Affable,Welcome,Cordiality,"[ 0.01285583 -0.03767091 -0.0081729  ... -0.02775673  0.00317691
  0.02504478]",4
Cooperativeness,Friendly,Warm,Engage,Warmth,"[ 0.00744564 -0.02517263  0.00641068 ... -0.03684909  0.01191151
  0.01299575]",4
Cooperativeness,Tolerant,Accepting,Tolerate,Tolerance,"[ 0.02349185 -0.00159438  0.03618012 ... -0.00992801  0.010811
  0.03514131]",4
Cooperativeness,Tolerant,Patient,Accept,Patience,"[ 0.01154903 -0.0300682   0.0074567  ... -0.00460151  0.00754722
  0.01988454]",4
Cooperativeness,Tolerant,Understanding,Endure,Understanding,"[ 0.02665959 -0.0044027   0.01108191 ... -0.00769577  0.00962866
  0.03794195]",4
Cooperativeness,Tolerant,Forgiving,Forgive,Forgiveness,"[ 0.03171637  0.00080509  0.00878058 ... -0.00758168  0.01547672
  0.03831033]",4
Cooperativeness,Empathic,Compassionate,Empathize,Empathy,"[ 0.0172283  -0.02988936  0.0194252  ... -0.03165266  0.01500249
  0.00966201]",4
Cooperativeness,Empathic,Caring,Sympathize,Compassion,"[ 0.0255263  -0.03331305  0.0140518  ... -0.03139379  0.00721783
  0.0052917 ]",4
Cooperativeness,Empathic,Sympathetic,Care,Sympathy,"[ 0.02960702 -0.02342219  0.01121717 ... -0.02012934  0.00862584
  0.00753061]",4
Cooperativeness,Empathic,Understanding,Understand,Understanding,"[ 0.00558369 -0.02484623 -0.00930726 ... -0.00826641  0.00488866
  0.02946629]",4
Cooperativeness,Flexible,Adaptable,Adapt,Flexibility,"[ 0.02323977  0.00954971  0.0569438  ... -0.01987929 -0.01554044
  0.02579203]",4
Cooperativeness,Flexible,Versatile,Adjust,Adaptability,"[ 0.02172665  0.00332831  0.05287161 ... -0.0265385  -0.0183965
  0.03071952]",4
Cooperativeness,Flexible,Adjustable,Accommodate,Versatility,"[ 0.03679544 -0.00482712  0.02676287 ... -0.00907976 -0.01744491
  0.01659018]",4
Cooperativeness,Flexible,Open-minded,Modify,Open-mindedness,"[ 0.01988472  0.00416055  0.01987086 ... -0.01884545 -0.02785247
  0.00842502]",4
Cooperativeness,Peaceful,Tranquil,Calm,Peacefulness,"[ 0.04269144 -0.02238631  0.01910025 ... -0.00614083  0.0122132
  0.02142787]",4
Cooperativeness,Peaceful,Serene,Soothe,Tranquility,"[ 0.02277704 -0.04951411 -0.01078086 ...  0.00057438 -0.00856187
  0.02576754]",4
Cooperativeness,Peaceful,Calm,Pacify,Serenity,"[ 0.03231949 -0.02661118 -0.01016189 ... -0.00014736  0.01325044
  0.02385355]",4
Cooperativeness,Peaceful,Peace-loving,Harmonize,Calmness,"[ 0.05977138 -0.02723606  0.01616679 ... -0.00020616  0.00556154
  0.0143914 ]",4
Self-Transcendence,Spiritual,Religious,Believe,Spirituality,"[ 0.02753809 -0.01073733 -0.01824083 ...  0.02103253 -0.0341826
  0.01414801]",3
Self-Transcendence,Spiritual,Faithful,Worship,Faith,"[ 0.026934   -0.01881977  0.01646403 ...  0.02614875 -0.03117434
  0.0045708 ]",3
Self-Transcendence,Spiritual,Devout,Pray,Devotion,"[ 0.01845889 -0.01040888 -0.0179047  ...  0.01658316 -0.01682473
  0.00508721]",3
Self-Transcendence,Spiritual,Spiritual,Devote,Religiosity,"[ 0.02113172 -0.00383029 -0.01580082 ...  0.0277782  -0.02218693
  0.015376  ]",3
Self-Transcendence,Transpersonal,Connected,Transcend,Transcendence,"[ 0.0083628  -0.02498079  0.01495302 ... -0.00411176  0.00309569
  0.03641397]",3
Self-Transcendence,Transpersonal,Transcendent,Connect,Connection,"[-0.00474578 -0.03899166  0.00784171 ... -0.01148321 -0.01190389
  0.02250631]",3
Self-Transcendence,Transpersonal,Mystical,Unify,Unity,"[ 0.00062103 -0.02688913  0.00253102 ...  0.00958629 -0.02007305
  0.02067336]",3
Self-Transcendence,Transpersonal,Enlightened,Elevate,Enlightenment,"[ 0.01489692 -0.04414     0.00479954 ...  0.01150709 -0.01226111
  0.02534837]",3
Self-Transcendence,Altruistic,Selfless,Give,Altruism,"[ 0.03528846 -0.03268909  0.0018002  ... -0.02452338  0.02072935
  0.04093357]",3
Self-Transcendence,Altruistic,Philanthropic,Share,Generosity,"[ 0.01895496 -0.03681774  0.0310982  ... -0.02474635  0.03589801
  0.0299198 ]",3
Self-Transcendence,Altruistic,Generous,Donate,Charity,"[ 0.01719512 -0.04280782  0.01076426 ... -0.03541475  0.02995993
  0.02471279]",3
Self-Transcendence,Altruistic,Charitable,Serve,Philanthropy,"[ 0.02214056 -0.03312239 -0.00023517 ... -0.01352656  0.03021023
  0.03478259]",3
Self-Transcendence,Forgiving,Merciful,Forgive,Forgiveness,"[ 0.02471744 -0.01261482 -0.00360846 ... -0.01271989 -0.00935112
  0.02863125]",3
Self-Transcendence,Forgiving,Understanding,Pardon,Mercy,"[ 0.01433815  0.00165618 -0.00419394 ...  0.00263619 -0.00470064
  0.02419819]",3
Self-Transcendence,Forgiving,Lenient,Excuse,Leniency,"[ 0.0302764  -0.00939899 -0.02068837 ... -0.01240092 -0.01101716
  0.04500628]",3
Self-Transcendence,Forgiving,Forgiving,Overlook,Understanding,"[ 0.03370339 -0.00492578 -0.00301695 ...  0.00461834 -0.00801368
  0.02978439]",3
Self-Transcendence,Humane,Compassionate,Care,Humaneness,"[ 0.05451907 -0.03438291  0.01424675 ...  0.00108411  0.00152669
  0.00803483]",3
Self-Transcendence,Humane,Kind-hearted,Nurture,Compassion,"[ 0.04546481 -0.02535538  0.00750808 ... -0.01444715 -0.00662682
  0.00193947]",3
Self-Transcendence,Humane,Benevolent,Aid,Kindness,"[ 0.0007315  -0.02739726  0.02812386 ... -0.00067095 -0.00197679
  0.02977653]",3
Self-Transcendence,Humane,Empathetic,Protect,Benevolence,"[ 0.02223762 -0.02819288  0.02533436 ... -0.01513335  0.0185804
  0.01622632]",3
Self-Transcendence,Intuitive,Insightful,Sense,Intuition,"[ 0.02228744 -0.01012889 -0.0195209  ... -0.00519696 -0.02116273
  0.0331209 ]",3
Self-Transcendence,Intuitive,Perceptive,Intuit,Perception,"[ 0.02394924 -0.01461123 -0.01010015 ... -0.01499574  0.00572296
  0.0206672 ]",3
Self-Transcendence,Intuitive,Instinctive,Perceive,Insight,"[ 0.01902028 -0.0042395  -0.01811456 ... -0.01677687 -0.00842327
  0.02190468]",3
Self-Transcendence,Intuitive,Intuitive,Discern,Instinct,"[ 0.01827929  0.01013078 -0.01083165 ... -0.01565987 -0.01544749
  0.02476412]",3
