Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Self-Sufficiency,Independent,Self-sustaining,Manage,Self-reliance,"[ 0.05578845  0.00324402  0.01921954 ... -0.00444883 -0.0453443
  0.01641429]",4
Self-Sufficiency,Self-Assured,Confident,Believe in oneself,Self-confidence,"[ 0.04204956 -0.05267861  0.01178269 ... -0.00288896 -0.0259634
  0.01011704]",4
Self-Sufficiency,Self-Assured,Composed,Trust oneself,Assurance,"[ 0.04574363 -0.04303002  0.0231551  ... -0.00958708 -0.0209037
  0.00410768]",4
Self-Sufficiency,Self-Assured,Secure,Rely on oneself,Self-trust,"[ 0.03477602 -0.03291151  0.03655579 ...  0.00181155 -0.0281796
 -0.00095433]",4
Self-Sufficiency,Self-Assured,Steady,Manage,Steadiness,"[ 0.04227349 -0.00109716 -0.00459672 ... -0.02553652 -0.01856526
  0.01773287]",4
Self-Sufficiency,Unyielding,Determined,Persist,Determination,"[ 0.04084999 -0.01856118  0.04423875 ... -0.00412813 -0.03493506
  0.01720567]",4
Self-Sufficiency,Unyielding,Uncompromising,Stand firm,Perseverance,"[ 0.03031095 -0.02012143  0.0653732  ... -0.00159658 -0.03360251
  0.00637203]",4
Self-Sufficiency,Unyielding,Strong-willed,Resist,Strength,"[ 0.03925109  0.00667238  0.04514797 ...  0.00558591 -0.0399882
  0.01669246]",4
Self-Sufficiency,Unyielding,Resolute,Hold ground,Willpower,"[ 0.03976802  0.00714003  0.06397464 ... -0.00434577 -0.03235783
  0.00720178]",4
Self-Sufficiency,Self-Sustaining,Self-supporting,Sustain oneself,Self-sufficiency,"[ 4.42898907e-02 -1.19316038e-02  3.38153727e-02 ... -4.89972808e-05
 -2.40693986e-02  1.90383308e-02]",4
Self-Sufficiency,Self-Sustaining,Self-maintaining,Manage alone,Resilience,"[ 0.05979989  0.03691993  0.07256875 ... -0.01545553 -0.03244216
  0.01531108]",4
Self-Sufficiency,Self-Sustaining,Self-sufficient,Endure,Self-maintenance,"[ 0.07488872  0.00449678  0.04352655 ... -0.00703703 -0.03141982
  0.01777094]",4
Self-Sufficiency,Self-Sustaining,Resilient,Thrive independently,Survival,"[ 0.03533603  0.03486567  0.0599419  ... -0.00058106 -0.0356594
  0.00900304]",4
Self-Sufficiency,Resourceful,Inventive,Find solutions,Resourcefulness,"[ 0.03806929  0.00850469  0.05383121 ... -0.02518385 -0.04361678
  0.0207077 ]",4
Self-Sufficiency,Resourceful,Adaptive,Adapt quickly,Ingenuity,"[ 0.03201142  0.01251192  0.03305656 ... -0.03577395 -0.03693854
  0.0109442 ]",4
Self-Sufficiency,Resourceful,Capable,Utilize resources,Adaptability,"[ 0.02988977  0.01054437  0.05781126 ... -0.01374283 -0.04276796
  0.02159487]",4
Self-Sufficiency,Resourceful,Practical,Solve problems,Capability,"[ 0.03875595 -0.00802761  0.02871607 ... -0.00943119 -0.04070378
  0.01783118]",4
Self-Sufficiency,Self-Reliant,Self-sustaining,Depend on oneself,Self-reliance,"[ 0.04050377 -0.02230118  0.06434528 ...  0.00969063 -0.04837951
  0.00613785]",4
Self-Sufficiency,Self-Reliant,Self-supporting,Manage alone,Autonomy,"[ 0.05382906 -0.00608551  0.06943008 ... -0.01148639 -0.04146442
  0.00664911]",4
Self-Sufficiency,Self-Reliant,Independent,Thrive independently,Self-sufficiency,"[ 0.03768268 -0.00263097  0.03022163 ...  0.00017555 -0.04740818
  0.01020452]",4
Self-Sufficiency,Self-Reliant,Autonomous,Endure,Survival,"[ 0.06694559  0.01104542  0.04890797 ...  0.0123616  -0.05252746
  0.0178731 ]",4
Superiority,Arrogant,Haughty,Look down on,Arrogance,"[ 0.02336294 -0.06635751  0.00595449 ...  0.01008884  0.01495124
 -0.01600433]",0
Superiority,Arrogant,Pompous,Disdain,Haughtiness,"[ 0.01553233 -0.03917314  0.01543835 ...  0.0032924   0.02086192
 -0.01707616]",0
Superiority,Arrogant,Overbearing,Belittle,Ego,"[ 0.0220759  -0.04643788 -0.00820788 ...  0.00830428  0.01160947
 -0.00396967]",0
Superiority,Arrogant,Conceited,Scoff,Superiority,"[ 0.02600568 -0.06359372 -0.00230486 ...  0.00423753  0.03507489
 -0.00287681]",0
Superiority,Self-Important,Grandiose,Exaggerate worth,Self-importance,"[ 0.0519103  -0.04946066  0.01812457 ...  0.00680531  0.02620286
  0.00142351]",0
Superiority,Self-Important,Pretentious,Boast,Inflation,"[ 0.03930135 -0.05065839 -0.01888856 ... -0.00788268  0.02870642
  0.00194265]",0
Superiority,Self-Important,Self-inflated,Flaunt,Pretentiousness,"[ 0.03748291 -0.04140455 -0.02156902 ... -0.01236169  0.02452445
 -0.00090493]",0
Superiority,Self-Important,Egocentric,Elevate oneself,Grandiosity,"[ 0.03551472 -0.06137168  0.03644119 ...  0.00923663  0.02842581
 -0.00419719]",0
Superiority,Competitive,Driven,Compete,Competitiveness,"[ 0.05118006 -0.02662022  0.03159263 ... -0.0051132   0.01129093
  0.00551841]",0
Superiority,Competitive,Ambitious,Dominate,Ambition,"[ 0.04240251 -0.04009997  0.02882653 ...  0.01467492  0.00547226
 -0.00721785]",0
Superiority,Competitive,Achievement-focused,Outperform,Achievement,"[ 0.05154423 -0.02997441  0.0326486  ... -0.00284316  0.00501778
  0.02869609]",0
Superiority,Competitive,Aggressive,Surpass,Dominance,"[ 0.05678549 -0.0275629   0.03449808 ...  0.00483462 -0.00278407
  0.01655256]",0
Superiority,Egotistical,Self-centered,Talk about oneself,Egotism,"[ 0.04116636 -0.06672317  0.01165615 ...  0.0134033   0.02627097
  0.0077155 ]",0
Superiority,Egotistical,Self-absorbed,Brag,Self-absorption,"[ 0.02972074 -0.04001508  0.00269811 ... -0.00605     0.03918489
 -0.00441383]",0
Superiority,Egotistical,Vain,Exaggerate achievements,Vanity,"[ 0.03679269 -0.03626229  0.03793722 ... -0.00537723  0.02837615
  0.00859799]",0
Superiority,Egotistical,Egoistic,Show off,Ego,"[ 0.03725818 -0.03956962 -0.0204865  ...  0.022908    0.03723066
 -0.00426515]",0
Superiority,Self-Righteous,Moralistic,Lecture others,Self-righteousness,"[ 0.03615686 -0.03996424 -0.02581301 ...  0.01031722 -0.01589517
 -0.03985774]",0
Superiority,Self-Righteous,Sanctimonious,Judge harshly,Sanctimony,"[ 0.03221943 -0.02516513 -0.00194173 ...  0.00577661  0.00843637
 -0.03616408]",0
Superiority,Self-Righteous,Judgmental,Criticize,Moral superiority,"[ 0.04361245 -0.03100194 -0.02804425 ... -0.00477263  0.00226028
 -0.02441437]",0
Superiority,Self-Righteous,Holier-than-thou,Preach,Judgmentalism,"[ 0.01374625 -0.03879847 -0.01640527 ... -0.00101251  0.007273
 -0.01717085]",0
Superiority,Condescending,Patronizing,Talk down to,Condescension,"[ 0.03750841 -0.03963517  0.00890065 ... -0.01011594 -0.00365279
  0.01825704]",0
Superiority,Condescending,Superior,Patronize,Patronization,"[ 0.03789803 -0.05571555  0.00413928 ... -0.01511052  0.00369527
  0.00873689]",0
Superiority,Condescending,Snobbish,Belittle,Superiority complex,"[ 0.01298337 -0.03734414  0.00265877 ... -0.01715889  0.02265487
  0.00520691]",0
Superiority,Condescending,Disdainful,Disregard,Snobbery,"[ 0.03290762 -0.02973776 -0.00541089 ... -0.00998876  0.02846981
  0.00227419]",0
Exhibitionism,Attention-Seeking,Showy,Attract attention,Exhibitionism,"[ 0.04629181 -0.02620347  0.00075701 ...  0.00853755  0.01232627
 -0.00900283]",3
Exhibitionism,Attention-Seeking,Flamboyant,Captivate,Showmanship,"[ 0.04869062 -0.0357205  -0.01102159 ... -0.00052757  0.00630074
 -0.01217266]",3
Exhibitionism,Attention-Seeking,Dramatic,Entertain,Flamboyance,"[ 0.03928348 -0.01185407 -0.01568038 ... -0.00678233  0.01060114
 -0.01188408]",3
Exhibitionism,Attention-Seeking,Sensational,Show off,Spectacle,"[ 0.05235129 -0.02304074 -0.01868586 ...  0.01159759  0.00571386
 -0.01468616]",3
Exhibitionism,Self-Promoting,Egotistical,Promote oneself,Self-promotion,"[ 0.03414674 -0.04863942  0.00495726 ...  0.00298164  0.01608192
  0.0073885 ]",3
Exhibitionism,Self-Promoting,Braggart,Advertise,Publicity,"[ 0.0337504  -0.04874342 -0.01217781 ... -0.00650717  0.00877542
 -0.00157451]",3
Exhibitionism,Self-Promoting,Self-glorifying,Flaunt,Recognition,"[ 2.94004753e-02 -2.61631552e-02 -3.43503270e-05 ...  1.56321353e-03
  9.75087285e-03  8.22559651e-03]",3
Exhibitionism,Self-Promoting,Image-conscious,Seek approval,Validation,"[ 0.04362459 -0.01898824  0.00975156 ... -0.00514492 -0.00851896
 -0.016211  ]",3
Exhibitionism,Show-Off,Boastful,Brag,Boasting,"[ 0.04084245 -0.02999839 -0.01101751 ... -0.00618745  0.00189941
  0.01032373]",3
Exhibitionism,Show-Off,Ostentatious,Exaggerate,Flashiness,"[ 0.03497221 -0.03354223 -0.03211226 ... -0.01683329 -0.00623671
 -0.00308338]",3
Exhibitionism,Show-Off,Theatrical,Put on a show,Ostentation,"[ 0.02298079 -0.0259927  -0.02198687 ...  0.00679936 -0.01389992
 -0.01713771]",3
Exhibitionism,Show-Off,Loud,Flash,Bravado,"[ 0.0357482  -0.01446951 -0.02104656 ... -0.01103397 -0.01050007
 -0.00509915]",3
Exhibitionism,Dramatic,Melodramatic,Exaggerate,Drama,"[ 0.01774147  0.00723289 -0.03804325 ... -0.00297825 -0.00743997
 -0.00395343]",3
Exhibitionism,Dramatic,Exaggerated,Overact,Histrionics,"[ 0.00785179 -0.00592898 -0.04044554 ... -0.00917935 -0.01948654
 -0.00854494]",3
Exhibitionism,Dramatic,Over-the-top,Perform,Exaggeration,"[ 0.02815191 -0.00893981 -0.03504857 ... -0.01197627 -0.00678763
 -0.00228139]",3
Exhibitionism,Dramatic,Histrionic,Seek attention,Overstatement,"[ 0.02373897 -0.0297147  -0.02049032 ... -0.0019708  -0.00512631
 -0.0006515 ]",3
Exhibitionism,Flashy,Gaudy,Flaunt,Flashiness,"[ 0.01126284 -0.02638589 -0.0372379  ... -0.02812221  0.01004586
  0.01228603]",3
Exhibitionism,Flashy,Extravagant,Dazzle,Extravagance,"[ 0.01571994 -0.03789381 -0.02415615 ... -0.03137841  0.00575092
  0.00335182]",3
Exhibitionism,Flashy,Eye-catching,Display,Dazzle,"[ 0.02428465 -0.03530626 -0.0392017  ... -0.0148243  -0.01004775
 -0.00441715]",3
Exhibitionism,Flashy,Lurid,Showcase,Opulence,"[ 0.0112766  -0.03914217 -0.0439005  ... -0.01247433 -0.02292799
 -0.01670305]",3
Exhibitionism,Theatrical,Expressive,Perform,Theatrics,"[-0.00632164 -0.01585942 -0.01273917 ...  0.0060192  -0.01027543
 -0.0167741 ]",3
Exhibitionism,Theatrical,Animated,Gesture dramatically,Expressiveness,"[ 0.04265349  0.00023151 -0.01798877 ...  0.01679556 -0.01588933
 -0.01724868]",3
Exhibitionism,Theatrical,Overacted,Express emotions,Stage presence,"[ 0.01320185 -0.00264831 -0.02386314 ...  0.00130809 -0.01141741
 -0.02781009]",3
Exhibitionism,Theatrical,Demonstrative,Command attention,Dramatic flair,"[ 0.02770236 -0.0114073  -0.02859104 ... -0.00275798  0.00327893
 -0.01742123]",3
Exploitativeness,Manipulative,Scheming,Manipulate,Manipulation,"[ 0.01383705  0.02734154 -0.00391833 ... -0.04224854 -0.03091286
  0.00746073]",1
Exploitativeness,Manipulative,Deceptive,Control,Exploitation,"[ 0.0203207   0.04025518  0.00762026 ... -0.03639306 -0.02274195
 -0.00245096]",1
Exploitativeness,Manipulative,Machiavellian,Use,Deception,"[ 0.02504638  0.03144796 -0.00189172 ... -0.02869362 -0.04397872
  0.01351445]",1
Exploitativeness,Manipulative,Calculating,Exploit,Machiavellianism,"[ 0.03112085  0.03364416  0.0267268  ... -0.04353438 -0.0218832
  0.00562307]",1
Exploitativeness,Opportunistic,Cunning,Capitalize,Opportunism,"[ 0.027342    0.01574327  0.0259108  ... -0.01982817 -0.03742008
  0.02122956]",1
Exploitativeness,Opportunistic,Astute,Seize advantage,Cunning,"[ 0.0064765   0.00492214  0.0153455  ... -0.03194059 -0.04245538
  0.00911282]",1
Exploitativeness,Opportunistic,Resourceful,Leverage,Advantage,"[ 0.01827399  0.02917633  0.04154119 ... -0.0258229  -0.03873435
  0.01746148]",1
Exploitativeness,Opportunistic,Pragmatic,Exploit,Resourcefulness,"[ 0.01810287  0.04452757  0.03551226 ... -0.03661028 -0.03216041
  0.01954763]",1
Exploitativeness,Self-Serving,Egotistical,Prioritize oneself,Self-interest,"[ 0.02241662 -0.00620607  0.03938984 ...  0.00617616  0.00978017
 -0.00016099]",1
Exploitativeness,Self-Serving,Selfish,Use others,Egoism,"[ 0.03739572  0.00369561  0.01862917 ... -0.0074393  -0.03181796
  0.00228056]",1
Exploitativeness,Self-Serving,Self-centered,Self-justify,Narcissism,"[ 0.02492193  0.01302545  0.01488824 ... -0.01615833 -0.00849547
 -0.01028065]",1
Exploitativeness,Self-Serving,Unethical,Rationalize,Utilitarianism,"[ 0.014416    0.01326626 -0.00019957 ... -0.0136495  -0.01386324
  0.00720431]",1
Exploitativeness,Deceptive,Misleading,Deceive,Deception,"[ 0.03048103 -0.00742011 -0.0230535  ...  0.00163172 -0.02388372
  0.02487702]",1
Exploitativeness,Deceptive,Dishonest,Mislead,Dishonesty,"[ 0.02411995 -0.00993218 -0.0200705  ... -0.00176243 -0.02569555
  0.02024721]",1
Exploitativeness,Deceptive,Duplicitous,Trick,Fraudulence,"[ 0.02601483  0.00113777 -0.01196501 ... -0.03115133 -0.01847627
  0.02303869]",1
Exploitativeness,Deceptive,Tricky,Con,Duplicity,"[ 0.04520937  0.00128282 -0.00967525 ... -0.03898673 -0.03160528
  0.02114427]",1
Exploitativeness,Predatory,Exploitative,Prey on,Predation,"[ 0.0437007   0.04111864  0.03748154 ... -0.01212597 -0.02575121
  0.00725337]",1
Exploitativeness,Predatory,Ruthless,Take advantage,Exploitation,"[ 0.03568237  0.04554307  0.04086341 ... -0.01511138 -0.00773675
  0.00613508]",1
Exploitativeness,Predatory,Aggressive,Dominate,Subjugation,"[ 0.03402977  0.0546175   0.05529106 ...  0.01386669 -0.02088058
  0.00855869]",1
Exploitativeness,Predatory,Unscrupulous,Subjugate,Aggression,"[ 0.02160377  0.05556929  0.04783587 ...  0.01179785 -0.03731959
  0.01056754]",1
Exploitativeness,Coercive,Forceful,Coerce,Coercion,"[ 0.02005439  0.03360613  0.00014867 ... -0.00079319 -0.02494504
 -0.00028752]",1
Exploitativeness,Coercive,Threatening,Pressurize,Force,"[-0.0030023   0.03987294  0.0057199  ... -0.016313   -0.04578881
 -0.01629821]",1
Exploitativeness,Coercive,Intimidating,Force,Intimidation,"[ 0.00121273  0.01776458 -0.00157544 ... -0.01085367 -0.04093385
 -0.00598429]",1
Exploitativeness,Coercive,Pressuring,Compel,Pressure,"[ 0.0167202   0.02429724  0.01783886 ... -0.00677534 -0.04361273
 -0.01401305]",1
Vanity,Self-Admiring,Self-loving,Admire oneself,Vanity,"[ 0.04492929 -0.0483665   0.02395138 ... -0.00072589  0.01467636
  0.0002777 ]",0
Vanity,Self-Admiring,Vain,Preen,Narcissism,"[ 0.03230515  0.0022661   0.02603351 ... -0.0126668   0.01517821
 -0.00315984]",0
Vanity,Self-Admiring,Self-glorifying,Flaunt,Self-adoration,"[ 0.0317683  -0.02139613  0.00486372 ...  0.00216795  0.01339029
  0.00188987]",0
Vanity,Self-Admiring,Image-focused,Self-exalt,Egotism,"[ 0.04977762 -0.02612699  0.01840575 ...  0.00922375  0.01622155
  0.003285  ]",0
Vanity,Appearance-Focused,Groomed,Groom,Self-image,"[ 0.04613851  0.00765175 -0.0056462  ...  0.00733115  0.01005272
 -0.00232616]",0
Vanity,Appearance-Focused,Polished,Dress up,Beauty,"[ 0.05685062  0.00245666 -0.00804569 ...  0.01075552  0.00291936
 -0.0033384 ]",0
Vanity,Appearance-Focused,Stylish,Enhance,Aesthetics,"[ 0.06896704 -0.00290057 -0.00635071 ... -0.00715174  0.00657342
  0.00050872]",0
Vanity,Appearance-Focused,Aesthetic-conscious,Beautify,Grooming,"[ 0.05401946  0.02046945 -0.00651467 ...  0.00634641  0.00448455
  0.00319149]",0
Vanity,Self-Obsessed,Self-involved,Obsess over,Obsession,"[ 0.04301368 -0.0107325  -0.01243408 ... -0.01394039  0.02019579
  0.00314862]",0
Vanity,Self-Obsessed,Egotistic,Self-admire,Self-focus,"[ 0.03246279 -0.03056488  0.02124528 ...  0.00701448  0.02892191
 -0.00120656]",0
Vanity,Self-Obsessed,Narcissistic,Self-check,Self-importance,"[ 0.03302828  0.00072371  0.01698677 ... -0.00503556  0.01980863
 -0.00295218]",0
Vanity,Self-Obsessed,Preoccupied,Analyze,Self-absorption,"[ 0.02996296  0.00049403 -0.01039429 ... -0.01729291  0.03681164
  0.01150007]",0
Vanity,Egotistical,Conceited,Brag,Egotism,"[ 0.03039231 -0.04825372  0.00957958 ... -0.01968942  0.03323897
  0.00639104]",0
Vanity,Egotistical,Self-important,Boast,Self-importance,"[ 0.04358029 -0.04693474  0.01236608 ... -0.00342662  0.02986006
  0.00766436]",0
Vanity,Egotistical,Self-inflated,Exaggerate,Boastfulness,"[ 0.04556138 -0.02651407  0.00800212 ... -0.01590563  0.02352737
  0.01293301]",0
Vanity,Egotistical,Overconfident,Self-promote,Grandiosity,"[ 0.04455227 -0.04087074  0.01688327 ... -0.0065793   0.02020527
  0.00719408]",0
Vanity,Showy,Flamboyant,Show off,Showiness,"[ 0.04720832 -0.02390352 -0.03203101 ... -0.01472828  0.02065551
 -0.00129658]",3
Vanity,Showy,Flashy,Display,Flamboyance,"[ 3.91279720e-02 -9.87567473e-03 -3.46624479e-02 ... -1.24597447e-02
  1.29515771e-02  8.31918296e-05]",3
Vanity,Showy,Ostentatious,Exaggerate,Spectacle,"[ 0.05062347 -0.01051548 -0.0219259  ... -0.00072527  0.00529876
 -0.02447646]",3
Vanity,Showy,Theatrical,Draw attention,Exaggeration,"[ 0.04533878 -0.01048441 -0.03930544 ...  0.00470615  0.01220716
 -0.01807045]",3
Vanity,Self-Indulgent,Luxury-seeking,Indulge,Self-indulgence,"[ 0.02899703 -0.02154641  0.01940327 ... -0.01402386  0.00401658
  0.00302052]",0
Vanity,Self-Indulgent,Materialistic,Spoil oneself,Luxury,"[ 0.03530831 -0.02626389 -0.00492536 ... -0.00874996  0.00583681
  0.00052715]",0
Vanity,Self-Indulgent,Hedonistic,Pamper,Materialism,"[ 0.02687918  0.01751921  0.00786267 ... -0.01799661  0.01873441
 -0.00595306]",0
Vanity,Self-Indulgent,Excessive,Satisfy desires,Excess,"[ 0.03606974 -0.03383534  0.01408838 ... -0.00446519 -0.00103559
  0.00689185]",0
Entitlement,Entitled,Deserving,Expect favors,Entitlement,"[ 0.0444862  -0.03093511  0.01108382 ...  0.0009903   0.02421993
  0.01459986]",4
Entitlement,Entitled,Privileged,Demand,Privilege,"[ 0.04124049 -0.01233985  0.02592523 ... -0.00282932  0.01064841
 -0.00522041]",4
Entitlement,Entitled,Expectant,Claim rights,Expectation,"[ 0.05629472  0.00357176  0.00464026 ... -0.00960054  0.01230291
  0.0071044 ]",4
Entitlement,Entitled,Superior,Assert privilege,Special treatment,"[ 0.05015605 -0.01576355  0.02207991 ... -0.00569174 -0.00234033
 -0.00125117]",4
Entitlement,Presumptuous,Bold,Overstep,Presumption,"[ 0.0409121  -0.03100322 -0.01319157 ... -0.00895142 -0.00535717
  0.00413376]",4
Entitlement,Presumptuous,Overconfident,Assume,Overconfidence,"[ 0.04770586 -0.0518858  -0.0179162  ... -0.02418611  0.00682648
  0.01186589]",4
Entitlement,Presumptuous,Immodest,Take liberties,Ego,"[ 0.06741284 -0.01955157 -0.00847286 ... -0.00279666 -0.01056217
  0.00221651]",4
Entitlement,Presumptuous,Assumptive,Demand,Entitlement,"[ 0.02223847 -0.0289715  -0.00851    ...  0.00359145  0.02651222
 -0.00406006]",4
Entitlement,Overbearing,Domineering,Dominate,Oppression,"[ 0.03278472 -0.00311953  0.01977807 ...  0.00639608 -0.01314453
  0.00120932]",4
Entitlement,Overbearing,Intimidating,Overwhelm,Overreach,"[ 0.03962093 -0.0100518  -0.02041218 ... -0.02314307 -0.01092353
  0.00071985]",4
Entitlement,Overbearing,Imperious,Suppress,Imperiousness,"[ 0.02331241 -0.00476225  0.00033667 ... -0.01052934 -0.00074197
  0.01527365]",4
Entitlement,Overbearing,Oppressive,Control,Domination,"[ 0.04174876  0.00230575  0.03577131 ...  0.00285252 -0.00714492
 -0.000646  ]",4
Entitlement,Self-Important,Egotistical,Self-assert,Self-importance,"[ 0.05154334 -0.04086799  0.00555947 ... -0.00094722  0.01632354
  0.0081322 ]",0
Entitlement,Self-Important,Self-inflated,Exalt oneself,Arrogance,"[ 0.04521029 -0.05816026  0.01949658 ... -0.0152993   0.00617774
  0.0029098 ]",0
Entitlement,Self-Important,Grandiose,Expect recognition,Egotism,"[ 0.04448031 -0.03578806  0.00383658 ...  0.01690491  0.02300447
 -0.00104344]",0
Entitlement,Self-Important,Self-promoting,Demand attention,Grandiosity,"[ 0.04598752 -0.02815138  0.01578498 ...  0.00046216  0.02122501
 -0.00542888]",0
Entitlement,Demanding,Insistent,Insist upon,Demands,"[ 0.00851757 -0.00960879  0.04158759 ...  0.00248556 -0.0119731
 -0.00248745]",4
Entitlement,Demanding,Pushy,Require,Expectations,"[ 0.02789102  0.00097514  0.01603653 ...  0.00818314 -0.01656733
 -0.0182884 ]",4
Entitlement,Demanding,Assertive,Enforce,Insistence,"[ 0.03021749  0.01434395  0.03391129 ...  0.00612242 -0.02110506
 -0.00142178]",4
Entitlement,Demanding,Imperative,Command,Commands,"[ 0.01713927  0.03190101  0.03587359 ...  0.00536449  0.00055723
 -0.0016891 ]",4
Entitlement,Superiority-Seeking,Self-aggrandizing,Assert dominance,Superiority,"[ 0.02966816 -0.03652785  0.04761768 ...  0.02473775  0.00055824
 -0.00474462]",0
Entitlement,Superiority-Seeking,Pretentious,Claim superiority,Self-aggrandizement,"[ 0.01939287 -0.04272381  0.01875541 ...  0.01136091  0.00523777
 -0.01163714]",0
Entitlement,Superiority-Seeking,Overestimating,Look down on others,Elitism,"[ 0.02918256 -0.05094904  0.0390074  ...  0.01115331 -0.00858396
 -0.01424821]",0
Entitlement,Superiority-Seeking,Self-exalting,Elevate oneself,Pretentiousness,"[ 0.01481619 -0.04728511  0.02198671 ...  0.01719197 -0.0021598
 -0.00410001]",0
