Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Psychoticism,Aggressive,Hostile,Confront,Fights,"[-0.00946324  0.00919588  0.0118484  ...  0.00361292 -0.04004815
  0.00506934]",3
Psychoticism,Aggressive,Forceful,Dominate,Arguments,"[ 0.01865257  0.03256615 -0.01657204 ...  0.00278488 -0.00369512
  0.0024291 ]",3
Psychoticism,Aggressive,Belligerent,Assert power,Conflicts,"[ 6.48408895e-03  3.50528732e-02  2.48141084e-02 ... -3.58148920e-03
 -2.01311558e-02  3.93727851e-06]",3
Psychoticism,Impersonal,Detached,Disengage,Distant relationships,"[ 0.00904027  0.01706253  0.00196972 ... -0.02223865  0.00065822
  0.01056013]",3
Psychoticism,Impersonal,Unemotional,Remain indifferent,Objective discussions,"[ 0.0306964   0.00724371 -0.0093446  ...  0.00475254  0.02906237
  0.03057969]",3
Psychoticism,Impersonal,Aloof,Avoid emotional involvement,Non-personal interactions,"[ 0.0085344  -0.00446817  0.00170236 ... -0.03068097  0.00248529
  0.02976992]",3
Psychoticism,Antisocial,Unfriendly,Avoid social norms,Isolated lifestyles,"[ 0.03497453 -0.00877869  0.02515811 ... -0.00308166 -0.03278688
  0.01799211]",3
Psychoticism,Antisocial,Withdrawn,Reject rules,Nonconformist behaviors,"[ 0.01769191  0.01465514  0.02121674 ... -0.00240807 -0.0142891
  0.00462294]",3
Psychoticism,Antisocial,Apathetic,Ignore social cues,Solitary habits,"[ 0.03645291 -0.01913229  0.01457568 ... -0.01981853 -0.02849256
  0.02852001]",3
Psychoticism,Unemotional,Cold,Suppress emotions,Lack of empathy,"[ 0.0018708   0.00516965 -0.01358202 ... -0.02454492  0.01159274
  0.01029565]",3
Psychoticism,Unemotional,Indifferent,Remain stoic,Emotionless responses,"[ 0.00278218  0.01004467 -0.00403091 ... -0.00878223  0.02898135
  0.02445302]",3
Psychoticism,Unemotional,Unfeeling,Detach emotionally,Indifferent attitudes,"[ 0.01287642  0.02154432 -0.00987332 ... -0.00780389  0.0292646
 -0.01236081]",3
Psychoticism,Creative,Inventive,Innovate,Artistic endeavors,"[ 0.04621003  0.00123167  0.00641524 ... -0.04043015 -0.01416653
 -0.00164284]",3
Psychoticism,Creative,Imaginative,Experiment,Unique solutions,"[ 0.03768393 -0.00828985  0.00417979 ... -0.03802482 -0.02000409
  0.00713934]",3
Psychoticism,Creative,Original,Think outside the box,Groundbreaking ideas,"[ 0.04293938 -0.03643067  0.02064103 ... -0.03293525 -0.02315713
 -0.00510376]",3
Psychoticism,Rebellious,Defiant,Challenge authority,Protests,"[ 0.0235019   0.00599856  0.05050809 ...  0.0032726  -0.03153859
 -0.02754197]",3
Psychoticism,Rebellious,Resistant,Reject traditions,Revolutions,"[ 0.03043858  0.02743594  0.04957309 ...  0.01863407 -0.02421251
 -0.02173974]",3
Psychoticism,Rebellious,Nonconformist,Defy expectations,Countercultural movements,"[ 0.04377467 -0.00167865  0.01684417 ...  0.00079475 -0.03550388
  0.00230905]",3
