Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Authority,Confident,Self-confident,Secure,Self-belief,"[ 0.03478514 -0.02375923  0.0158009  ... -0.02643613 -0.01637969
 -0.00748083]",2
Authority,Confident,Sure,Embolden,Certainty,"[ 0.02345651 -0.05200535  0.00830685 ... -0.03303645 -0.03034706
 -0.01140999]",2
Authority,Decisive,Resolute,Decide,Decision,"[ 0.02893813 -0.01172898  0.02327292 ... -0.00194119 -0.0104052
  0.02873885]",2
Authority,Decisive,Determined,Resolve,Resolution,"[ 0.02954791 -0.00955873  0.02307021 ... -0.01236173 -0.01743417
  0.03210291]",2
Authority,Decisive,Unwavering,Determine,Determination,"[ 0.02195677 -0.01799114  0.02710334 ... -0.01699973 -0.00502265
  0.03230824]",2
Authority,Decisive,Final,Conclude,Finality,"[ 0.04035242 -0.01897693  0.0106172  ...  0.01408102 -0.00112168
  0.03998558]",2
Authority,Leader,Guiding,Lead,Leadership,"[ 0.00260441 -0.04906454  0.03747179 ... -0.04005969 -0.01040443
  0.00172142]",2
Authority,Leader,Leading,Guide,Guidance,"[ 0.02225095 -0.04940169  0.03400236 ... -0.03408312 -0.01834727
  0.00207299]",2
Authority,Leader,Influential,Influence,Influence,"[ 0.00310843 -0.06290943 -0.00659054 ... -0.05338571  0.00082836
  0.03126953]",2
Authority,Leader,Commanding,Command,Command,"[ 0.01298479 -0.03879978  0.04725019 ... -0.0305297  -0.00336213
  0.02028873]",2
Self-Sufficiency,Independent,Self-reliant,Operate,Independence,"[ 0.04598593 -0.00028588  0.01397498 ... -0.00661174 -0.05916606
  0.02780545]",1
Self-Sufficiency,Independent,Autonomous,Function,Autonomy,"[ 0.02481494 -0.00023502  0.02478535 ... -0.00546018 -0.04815016
  0.03163646]",1
Self-Sufficiency,Independent,Individualistic,Manage,Self-reliance,"[ 0.05040954  0.00675511  0.01779917 ... -0.00733412 -0.04034479
  0.02113026]",1
Self-Sufficiency,Independent,Self-governing,Sustain,Self-governance,"[ 0.04486896 -0.00028025  0.03677784 ...  0.00295991 -0.0462835
  0.01786554]",1
Self-Sufficiency,Self-Reliant,Resourceful,Sustain,Self-reliance,"[ 0.04924212 -0.00203978  0.04771947 ... -0.00489476 -0.04473161
  0.01730944]",1
Self-Sufficiency,Self-Reliant,Self-supporting,Support,Self-support,"[ 0.04304968 -0.02444902  0.04581695 ...  0.00075779 -0.03965477
  0.0155053 ]",1
Self-Sufficiency,Self-Reliant,Self-sustaining,Maintain,Self-sufficiency,"[ 0.05825607 -0.00720282  0.03642805 ...  0.00564059 -0.04201464
  0.01483039]",1
Self-Sufficiency,Self-Reliant,Self-subsistent,Uphold,Self-sustainment,"[ 0.03938099 -0.004065    0.0427836  ...  0.00382445 -0.04551684
  0.01181151]",1
Self-Sufficiency,Self-Contained,Self-governed,Regulate,Self-containment,"[ 0.05747209 -0.00980032  0.02596074 ... -0.00169843 -0.02194231
 -0.00077785]",1
Self-Sufficiency,Self-Contained,Self-administered,Manage,Self-control,"[ 0.0482698   0.00997885  0.03042315 ... -0.0132203  -0.02569199
  0.00764696]",1
Self-Sufficiency,Self-Contained,Self-regulated,Control,Self-regulation,"[ 0.04346713  0.00265261  0.02854133 ... -0.01558094 -0.02154842
  0.00691814]",1
Self-Sufficiency,Self-Contained,Self-controlled,Administer,Self-management,"[ 0.04205008  0.00235829  0.04113338 ... -0.01244203 -0.03879726
  0.00671633]",1
Self-Sufficiency,Self-Sustaining,Self-supporting,Preserve,Self-sustainment,"[ 0.05816769 -0.0079222   0.02543405 ... -0.00712425 -0.02142644
  0.00590408]",1
Self-Sufficiency,Self-Sustaining,Self-maintaining,Maintain,Self-maintenance,"[ 0.06529075  0.01991424  0.03854278 ... -0.00101056 -0.0297386
  0.01305256]",1
Self-Sufficiency,Self-Sustaining,Self-perpetuating,Perpetuate,Self-preservation,"[ 0.05744756  0.00236496  0.0348158  ... -0.02546074 -0.01761745
  0.00223773]",1
Self-Sufficiency,Self-Sustaining,Self-nourishing,Nourish,Self-perpetuation,"[ 0.04147019  0.00449479  0.03050479 ... -0.01504825 -0.01589399
 -0.00254632]",1
Self-Sufficiency,Self-Sovereign,Self-governing,Govern,Self-sovereignty,"[ 0.03423607 -0.0217262   0.05003946 ...  0.00639332 -0.02978012
  0.01444723]",1
Self-Sufficiency,Self-Sovereign,Self-ruling,Rule,Self-governance,"[ 0.04235747  0.01132329  0.05116447 ...  0.01267928 -0.01979478
  0.01322448]",1
Self-Sufficiency,Self-Sovereign,Independent,Control,Autonomy,"[ 0.02792036 -0.00951763  0.03356915 ... -0.00460068 -0.03910027
  0.02450754]",1
Self-Sufficiency,Self-Sovereign,Autonomous,Direct,Independence,"[ 0.03174881 -0.02120088  0.03619004 ...  0.00887496 -0.0493937
  0.03201888]",1
Self-Sufficiency,Self-Governing,Independent,Govern,Self-governance,"[ 0.04699445 -0.00636815  0.03619208 ...  0.00944862 -0.03251762
  0.01243239]",1
Self-Sufficiency,Self-Governing,Autonomous,Direct,Autonomy,"[ 0.03732519  0.00367784  0.05278016 ...  0.01032275 -0.03601298
  0.02363443]",1
Self-Sufficiency,Self-Governing,Self-determining,Regulate,Independence,"[ 0.04744221  0.00182057  0.04375099 ... -0.00939258 -0.03611102
  0.01668203]",1
Self-Sufficiency,Self-Governing,Self-regulating,Administer,Self-regulation,"[ 0.03089501  0.01278815  0.04673488 ... -0.01344209 -0.0389748
  0.00514796]",1
Entitlement,Entitled,Privileged,Demand,Entitlement,"[ 0.03567125 -0.0151746   0.01254374 ...  0.00184312  0.01727779
 -0.00881981]",2
Entitlement,Entitled,Deserving,Expect,Privilege,"[ 0.06663992 -0.01364842  0.00988769 ...  0.00436156  0.00746213
 -0.00411307]",2
Entitlement,Entitled,Overvaluing,Claim,Deservedness,"[ 0.03824599 -0.01895827  0.00846084 ...  0.00969627  0.03857544
  0.0128485 ]",2
Entitlement,Entitled,Assumed special,Assert entitlement,Egotism,"[ 0.07101569 -0.01877879  0.01271628 ...  0.00598761  0.00514012
  0.0002981 ]",2
Entitlement,Presumptuous,Overconfident,Presume,Presumption,"[ 0.04411241 -0.04957337 -0.03549623 ... -0.00938223  0.00799424
  0.00664796]",2
Entitlement,Presumptuous,Immodest,Assume,Presumptuousness,"[ 0.0460143  -0.03718298 -0.04741473 ... -0.00730227  0.00615906
  0.02010625]",2
Entitlement,Presumptuous,Forward,Overstep,Impudence,"[ 0.05209725 -0.02950749 -0.02144191 ... -0.00652746 -0.00660016
  0.01772286]",2
Entitlement,Presumptuous,Brazen,Take liberties,Overconfidence,"[ 0.05592097 -0.03708764  0.00784722 ... -0.02533966  0.00016142
  0.00120851]",2
Entitlement,Demanding,Insistent,Demand,Demand,"[ 0.01525142 -0.00893143  0.03470587 ...  0.01282541 -0.0042687
 -0.00388432]",2
Entitlement,Demanding,Exacting,Require,Insistence,"[ 0.02705029  0.01636495  0.04094445 ...  0.00339733 -0.01952562
 -0.01433537]",2
Entitlement,Demanding,Pushy,Insist,Expectation,"[ 0.03009181 -0.01255258  0.0108096  ...  0.00932455 -0.00865237
 -0.01002018]",2
Entitlement,Demanding,Imperative,Press for,Obligation,"[ 0.02347285  0.02573308  0.02846675 ...  0.01104155 -0.00933111
 -0.00194048]",2
Entitlement,Overbearing,Domineering,Dominate,Domination,"[ 0.04254724  0.00211545  0.01624727 ... -0.00015287 -0.0048957
  0.01597059]",2
Entitlement,Overbearing,Oppressive,Overwhelm,Oppression,"[ 0.03807519 -0.01384552  0.00196031 ...  0.00343861 -0.00928348
  0.00342532]",2
Entitlement,Overbearing,Intimidating,Suppress,Overbearingness,"[ 0.03056871 -0.01774814 -0.01791043 ... -0.01554991 -0.01184685
  0.01619905]",2
Entitlement,Overbearing,Bossy,Intimidate,Intimidation,"[ 0.01338746 -0.01829919 -0.02229745 ... -0.03032394 -0.0297549
 -0.00348725]",2
Entitlement,Imperious,Authoritative,Command,Imperiousness,"[ 0.03365535 -0.00427115  0.0002355  ... -0.01471529  0.00474929
  0.00031757]",2
Entitlement,Imperious,Dictatorial,Dictate,High-handedness,"[ 0.03265287 -0.00742478  0.02248375 ... -0.02223393 -0.00498904
 -0.01591497]",2
Entitlement,Imperious,High-handed,Order,Dictatorship,"[ 0.02030021 -0.00260225  0.010409   ... -0.02270639 -0.00563091
 -0.02512779]",2
Entitlement,Imperious,Bossy,Dominate,Command,"[ 0.03930412 -0.00786537 -0.00881163 ... -0.0175627  -0.0162455
  0.01157473]",2
Entitlement,Self-Entitled,Self-important,Deem oneself deserving,Self-entitlement,"[ 0.06090558 -0.03425589 -0.01496074 ...  0.00972448  0.01209443
  0.01045853]",3
Entitlement,Self-Entitled,Egotistic,Assume entitlement,Self-importance,"[ 0.04777057 -0.0333815  -0.00948897 ...  0.015938    0.01014763
  0.00602199]",3
Entitlement,Self-Entitled,Pretentious,Self-justify,Egotism,"[ 0.03825299 -0.02036713 -0.02225763 ...  0.00545364  0.00825615
  0.00029401]",3
Entitlement,Self-Entitled,Arrogant,Demand special treatment,Arrogance,"[ 0.04404204 -0.0304169   0.0059955  ... -0.00843945  0.0029578
 -0.02133831]",3
Exploitativeness,Manipulative,Crafty,Manipulate,Manipulation,"[ 0.02925215  0.04579882  0.00587259 ... -0.04724665 -0.03421615
  0.01260206]",2
Exploitativeness,Manipulative,Scheming,Scheme,Deception,"[ 0.01928338  0.02500514  0.00450828 ... -0.03238901 -0.03721353
  0.00729194]",2
Exploitativeness,Manipulative,Calculating,Exploit,Exploitation,"[ 0.02602555  0.03089617  0.03274466 ... -0.04486253 -0.01577084
  0.00609194]",2
Exploitativeness,Manipulative,Deceptive,Trick,Trickery,"[ 0.024398    0.03060813 -0.0157313  ... -0.03561285 -0.03494148
  0.00878115]",2
Exploitativeness,Opportunistic,Advantageous,Capitalize,Opportunism,"[ 0.02386817  0.01492479  0.0471612  ... -0.00703464 -0.02616872
  0.02475963]",2
Exploitativeness,Opportunistic,Opportune,Utilize,Advantage,"[ 0.01110455  0.00702222  0.0316533  ... -0.01629886 -0.03561378
  0.01894933]",2
Exploitativeness,Opportunistic,Beneficial,Exploit,Benefit,"[ 0.01759902  0.01231179  0.04347108 ... -0.01656113 -0.03522812
  0.02272831]",2
Exploitativeness,Opportunistic,Fortuitous,Seize,Fortuity,"[-0.0050461   0.00654978  0.02566795 ... -0.01955951 -0.04414951
  0.02930802]",2
Exploitativeness,Shrewd,Astute,Calculate,Shrewdness,"[ 0.01013141 -0.00280739  0.01186135 ... -0.04269184  0.00767566
  0.03483943]",2
Exploitativeness,Shrewd,Cunning,Plan,Cunning,"[ 0.01875747  0.00578967  0.0293862  ... -0.04715565 -0.02052394
  0.02609279]",2
Exploitativeness,Shrewd,Wily,Devise,Astuteness,"[ 0.02425639 -0.01306866  0.01820734 ... -0.03644477 -0.01676279
  0.02442191]",2
Exploitativeness,Shrewd,Sly,Concoct,Slyness,"[ 0.03637822 -0.02983201  0.00132191 ... -0.03093863 -0.03216994
  0.03581712]",2
Exploitativeness,Deceptive,Misleading,Deceive,Deception,"[ 0.03048103 -0.00742011 -0.0230535  ...  0.00163172 -0.02388372
  0.02487702]",2
Exploitativeness,Deceptive,Dishonest,Mislead,Dishonesty,"[ 0.0241358  -0.00993264 -0.02008617 ... -0.00177263 -0.02569675
  0.02024815]",2
Exploitativeness,Deceptive,False,Lie,Falsehood,"[ 0.01419564 -0.00623422 -0.00459969 ...  0.00976275 -0.04038531
  0.02434386]",2
Exploitativeness,Deceptive,Duplicitous,Trick,Duplicitousness,"[ 0.02886107 -0.00304896 -0.00716415 ... -0.03417758 -0.02328165
  0.01979087]",2
Exploitativeness,Self-Serving,Selfish,Serve,Selfishness,"[ 0.03539601 -0.02152861 -0.00639548 ... -0.00973984 -0.00614308
  0.01105383]",3
Exploitativeness,Self-Serving,Egocentric,Benefit,Egocentrism,"[ 0.05002695  0.01484404  0.04030029 ... -0.01260836  0.01056866
  0.00313031]",3
Exploitativeness,Self-Serving,Self-centered,Profit,Self-centeredness,"[ 0.03917846 -0.01003734  0.02812739 ... -0.01566282  0.01077979
 -0.00186148]",3
Exploitativeness,Self-Serving,Self-interested,Advantage,Self-interest,"[ 0.02453441 -0.00029327  0.05071601 ... -0.00702222 -0.01696313
  0.00812756]",2
Exploitativeness,Exploitative,Predatory,Exploit,Exploitation,"[ 0.01911121  0.04095058  0.03765991 ... -0.02497535 -0.02607225
  0.0121572 ]",2
Exploitativeness,Exploitative,Manipulative,Use,Abuse,"[ 0.0150067   0.04775256  0.02735398 ... -0.02646264 -0.03673499
  0.01506514]",2
Exploitativeness,Exploitative,Abusive,Abuse,Manipulation,"[ 0.00654622  0.03883897  0.03433844 ... -0.01868888 -0.022941
  0.01298285]",2
Exploitativeness,Exploitative,Unscrupulous,Manipulate,Unscrupulousness,"[-0.00042707  0.02039955  0.0243251  ... -0.03552954 -0.02826395
  0.01114457]",2
Exhibitionism,Attention-Seeking,Sensational,Display,Exhibitionism,"[ 0.04328639 -0.02194762 -0.00412061 ...  0.0108071   0.00780634
 -0.00334868]",3
Exhibitionism,Attention-Seeking,Dramatic,Show off,Showmanship,"[ 0.03802018 -0.02581857 -0.02075318 ...  0.00142278  0.00620137
 -0.00693883]",3
Exhibitionism,Attention-Seeking,Attention-grabbing,Exhibit,Display,"[ 0.02861848 -0.02613512  0.00437206 ...  0.00279752  0.00689282
 -0.00672826]",3
Exhibitionism,Attention-Seeking,Showy,Perform,Flamboyance,"[ 0.04381257 -0.02232241 -0.01435649 ... -0.00606733  0.01378431
 -0.01024721]",3
Exhibitionism,Self-Promoting,Self-advertising,Promote,Self-promotion,"[ 0.02888484 -0.04718009 -0.00251007 ...  0.00150966  0.00563811
  0.00266265]",3
Exhibitionism,Self-Promoting,Self-publicizing,Advertise,Advertising,"[ 0.03497768 -0.04358711  0.00062386 ...  0.0068133   0.00346664
 -0.00020624]",3
Exhibitionism,Self-Promoting,Self-marketing,Market,Marketing,"[ 0.02278595 -0.03169699  0.0159382  ...  0.01012958  0.00942686
  0.00424246]",3
Exhibitionism,Self-Promoting,Self-glorifying,Broadcast,Publicity,"[ 0.04609993 -0.03866144  0.01037639 ...  0.00227374  0.00105581
  0.00679388]",3
Exhibitionism,Vain,Conceited,Admire,Vanity,"[ 0.02881308 -0.04686928  0.01688831 ...  0.00950448  0.00684215
  0.01085677]",3
Exhibitionism,Vain,Narcissistic,Preen,Narcissism,"[ 0.00492125  0.00577294  0.01421854 ... -0.01060511  0.00350475
  0.00432971]",3
Exhibitionism,Vain,Egotistical,Flaunt,Conceit,"[ 0.03181013 -0.03949783 -0.00204867 ...  0.00699157  0.01629853
  0.01156182]",3
Exhibitionism,Vain,Proud,Boast,Pride,"[ 0.04188289 -0.03858358  0.0130674  ...  0.02011662 -0.00638859
  0.02289659]",3
Exhibitionism,Boastful,Arrogant,Boast,Boastfulness,"[ 0.04146966 -0.0397794  -0.00817445 ... -0.00665176  0.01417779
  0.02101168]",3
Exhibitionism,Boastful,Pompous,Brag,Bragging,"[ 0.02282445 -0.0315273   0.00152542 ... -0.01494262  0.00300047
  0.01643539]",3
Exhibitionism,Boastful,Vainglorious,Exaggerate,Arrogance,"[ 0.03576535 -0.03215299 -0.00652688 ... -0.0061537   0.00512
  0.01179241]",3
Exhibitionism,Boastful,Swollen-headed,Flaunt,Pomposity,"[ 0.0467855  -0.01848953 -0.0062998  ...  0.01133964  0.0055332
  0.01245539]",3
Exhibitionism,Extraverted,Outgoing,Socialize,Extraversion,"[ 0.00234828 -0.03966783 -0.00137596 ... -0.00909892  0.00645463
  0.03062632]",3
Exhibitionism,Extraverted,Sociable,Mingle,Sociability,"[ 0.01692036 -0.04018764 -0.00144175 ... -0.00994018  0.00440442
  0.02729458]",3
Exhibitionism,Extraverted,Gregarious,Interact,Outgoingness,"[-0.02257884 -0.03350781  0.00053933 ... -0.00408394  0.02171375
  0.03339247]",3
Exhibitionism,Extraverted,Extroverted,Engage,Gregariousness,"[-0.00163437 -0.02974777  0.01607315 ... -0.0107715   0.02285927
  0.02591595]",3
Exhibitionism,Impressive,Striking,Impress,Impression,"[ 0.04176466 -0.04303507 -0.0288065  ...  0.00551039 -0.02383603
 -0.00202769]",3
Exhibitionism,Impressive,Impressive,Awe,Awe,"[ 0.03410077 -0.06997631 -0.04300627 ... -0.0102128  -0.0102128
 -0.00745954]",3
Exhibitionism,Impressive,Majestic,Amaze,Amazement,"[ 0.04864516 -0.03971662 -0.02717048 ...  0.00030644 -0.02035092
 -0.01254614]",3
Exhibitionism,Impressive,Remarkable,Dazzle,Dazzlement,"[ 0.04245264 -0.05850825 -0.0422042  ... -0.00882748 -0.01005417
  0.00140525]",3
Grandiose Fantasy,Fantasizing,Imaginative,Imagine,Fantasy,"[ 0.00943062 -0.01412747  0.00815302 ... -0.01039067 -0.00494794
  0.02295253]",0
Grandiose Fantasy,Fantasizing,Visionary,Dream,Daydream,"[ 0.00757485 -0.01805856  0.00517172 ... -0.01690683 -0.00660031
  0.01269858]",0
Grandiose Fantasy,Fantasizing,Dreaming,Envision,Imagination,"[ 0.02744465 -0.02816612  0.02223565 ... -0.01282049 -0.00585472
  0.00748884]",0
Grandiose Fantasy,Fantasizing,Grandiose,Fantase,Grandiosity,"[ 0.02087038 -0.01609044  0.02627446 ... -0.00087055  0.01507052
  0.01105932]",0
Grandiose Fantasy,Daydreaming,Reverie-filled,Daydream,Daydream,"[ 0.02035086 -0.01837086  0.00869415 ... -0.01643552 -0.01856439
  0.01744785]",0
Grandiose Fantasy,Daydreaming,Contemplative,Drift,Reverie,"[ 0.03020363 -0.0155756   0.02019498 ... -0.02068356 -0.01114869
  0.00634424]",0
Grandiose Fantasy,Daydreaming,Abstract,Wander,Wanderlust,"[-0.00865394 -0.02469046  0.0075415  ... -0.01333487 -0.0339223
  0.00361002]",0
Grandiose Fantasy,Daydreaming,Lost-in-thought,Reverie,Abstractness,"[ 0.01826282 -0.02251266 -0.00024789 ... -0.01100507 -0.01674092
  0.02265624]",0
Grandiose Fantasy,Idealizing,Utopian,Idealize,Idealization,"[-0.01259418  0.00439105  0.0084287  ...  0.00315794  0.01084979
 -0.0177296 ]",0
Grandiose Fantasy,Idealizing,Romantic,Romanticize,Romanticism,"[-9.17856305e-05  1.47584919e-03 -6.10721344e-03 ... -1.62761975e-02
  1.85472947e-02  2.37664510e-03]",0
Grandiose Fantasy,Idealizing,Idyllic,Exalt,Idyllicness,"[-6.11242722e-05 -1.78146716e-02 -2.26746267e-03 ... -6.38062460e-03
  5.33975847e-03 -1.15211098e-03]",0
Grandiose Fantasy,Idealizing,Perfectionistic,Glorify,Perfection,"[-0.00371153  0.00792543  0.01690059 ... -0.00236188  0.01672063
 -0.00408643]",0
Grandiose Fantasy,Visioning,Prophetic,Vision,Vision,"[-0.01121697 -0.00906546  0.03718062 ...  0.00897358 -0.01053553
 -0.00010031]",0
Grandiose Fantasy,Visioning,Futuristic,Foresee,Prophecy,"[ 0.00014072 -0.01313406  0.02452601 ...  0.00029138  0.00483627
  0.0032873 ]",0
Grandiose Fantasy,Visioning,Prescient,Envision,Foresight,"[ 0.00935707 -0.01149669  0.03628313 ... -0.00280825  0.00490455
  0.00102743]",0
Grandiose Fantasy,Visioning,Innovative,Predict,Prediction,"[ 0.01299933 -0.02200235  0.02397788 ... -0.02770275  0.0099003
  0.01192108]",0
Grandiose Fantasy,Imagining,Creative,Imagine,Imagination,"[ 2.35906933e-02  1.77525617e-05  2.79796589e-02 ... -2.43320726e-02
 -7.52129406e-03  1.61324162e-02]",0
Grandiose Fantasy,Imagining,Inventive,Conceive,Creativity,"[ 0.04526865 -0.00715203  0.03142989 ... -0.02012774 -0.0041126
  0.01082185]",0
Grandiose Fantasy,Imagining,Inspired,Conceptualize,Innovation,"[ 0.01399897 -0.01308435  0.02098334 ... -0.01520083 -0.00693146
  0.01895757]",0
Grandiose Fantasy,Imagining,Innovative,Innovate,Conception,"[ 0.04435985 -0.01388689  0.04231479 ... -0.02950306 -0.00557506
  0.01528535]",0
Grandiose Fantasy,Romanticizing,Sentimental,Romanticize,Romanticism,"[ 0.01837024 -0.01564452 -0.01760363 ... -0.01917944  0.02454571
 -0.0036059 ]",0
Grandiose Fantasy,Romanticizing,Idealistic,Glorify,Sentimentality,"[-0.00156579  0.00576891 -0.00661728 ... -0.00488734  0.02602649
 -0.00665416]",0
Grandiose Fantasy,Romanticizing,Poetic,Elevate,Idealization,"[-0.00904929 -0.02412658 -0.00485589 ... -0.00657038  0.02210269
 -0.00416063]",0
Grandiose Fantasy,Romanticizing,Exuberant,Celebrate,Glorification,"[ 0.02489194 -0.01795049  0.0115396  ... -0.01381657  0.00423708
  0.00579191]",0
Reactive Anger,Angry,Irate,React angrily,Anger,"[ 0.0005824   0.02308953 -0.02988056 ...  0.00771518 -0.00676653
 -0.0006476 ]",3
Reactive Anger,Angry,Hostile,Lash out,Ire,"[-0.00208312  0.00733897 -0.02870322 ...  0.00411186 -0.04844303
 -0.00223723]",3
Reactive Anger,Angry,Furious,Explode,Hostility,"[-0.01041793  0.03363034 -0.01892267 ... -0.00814601 -0.04089449
 -0.00361526]",3
Reactive Anger,Angry,Resentful,Retaliate,Resentment,"[-0.00524653  0.04276635 -0.01221371 ... -0.00853709 -0.00680909
 -0.00595611]",3
Reactive Anger,Irritable,Cranky,Snap,Irritability,"[-0.03214103  0.04024069 -0.05329172 ... -0.01295086 -0.02704655
  0.00172619]",3
Reactive Anger,Irritable,Testy,Fume,Crankiness,"[-0.01327455  0.02662168 -0.06067536 ... -0.03164409 -0.05028217
  0.02280406]",3
Reactive Anger,Irritable,Edgy,Grumble,Edginess,"[-0.01155264  0.03290288 -0.04031976 ... -0.01596309 -0.01820646
  0.01471168]",3
Reactive Anger,Irritable,Short-tempered,Chafe,Short temper,"[ 0.00593933  0.00186891 -0.03963476 ... -0.00526307 -0.00494699
  0.01276074]",3
Reactive Anger,Explosive,Volatile,Burst,Outburst,"[-0.00262143  0.03579764 -0.02109078 ... -0.00783073 -0.01646692
 -0.00267364]",3
Reactive Anger,Explosive,Explosive,Erupt,Eruption,"[ 0.0014752   0.02045321 -0.01315483 ... -0.01315483 -0.00899172
  0.00848889]",3
Reactive Anger,Explosive,Uncontrolled,Detonate,Explosion,"[ 0.01606723  0.04734174 -0.01265011 ... -0.01617283 -0.01721381
 -0.00628357]",3
Reactive Anger,Explosive,Turbulent,Explode,Volatility,"[-0.01240773  0.05016975 -0.02188191 ... -0.0130139  -0.02694079
 -0.0060542 ]",3
Reactive Anger,Resentful,Bitter,Harbor resentment,Resentment,"[ 0.00987188  0.03409507 -0.00788894 ...  0.00749664 -0.00467559
 -0.00386601]",3
Reactive Anger,Resentful,Indignant,Nurse a grudge,Bitterness,"[-0.01208369  0.02110289 -0.0160777  ... -0.00536287 -0.01485771
 -0.0120256 ]",3
Reactive Anger,Resentful,Grudging,Seethe,Indignation,"[-0.0044502   0.06558645 -0.03027742 ...  0.00238599 -0.01885391
 -0.01246201]",3
Reactive Anger,Resentful,Discontented,Brood,Grudge,"[ 0.01331107  0.06211833 -0.00546863 ...  0.01350334 -0.01031608
 -0.0010011 ]",3
Reactive Anger,Vindictive,Spiteful,Seek revenge,Vindictiveness,"[ 0.00290037  0.03317402  0.01081322 ... -0.00575358 -0.00782864
  0.00323218]",3
Reactive Anger,Vindictive,Revengeful,Retaliate,Revenge,"[ 0.00038373  0.05400074 -0.003147   ... -0.01396329  0.00192434
  0.0003004 ]",3
Reactive Anger,Vindictive,Malevolent,Exact vengeance,Retaliation,"[-0.00249132  0.05932009  0.01671592 ...  0.00074159  0.00086348
 -0.01414424]",3
Reactive Anger,Vindictive,Malicious,Reprisal,Spite,"[ 0.01564839  0.05228335  0.01873299 ... -0.00170252 -0.01811325
  0.00727488]",3
Reactive Anger,Aggressive,Combative,Attack,Aggression,"[ 0.00321311  0.04633758 -0.01108291 ... -0.00163342 -0.01753779
  0.01713659]",3
Reactive Anger,Aggressive,Belligerent,Assault,Combativeness,"[ 0.01409821  0.05011732 -0.00155623 ... -0.00501752 -0.00092632
  0.0106568 ]",3
Reactive Anger,Aggressive,Forceful,Charge,Forcefulness,"[ 0.02259141  0.03603187 -0.04093846 ... -0.00733732 -0.01681186
  0.01372643]",3
Reactive Anger,Aggressive,Pushy,Confront,Hostility,"[-0.00195137  0.00832776 -0.00773292 ... -0.01735193 -0.05275217
  0.00026931]",3
Need for Admiration,Admiration-Seeking,Praise-craving,Crave admiration,Need for admiration,"[ 0.03618924 -0.00421083 -0.0121142  ... -0.004631    0.00217749
 -0.00990604]",3
Need for Admiration,Admiration-Seeking,Recognition-seeking,Seek praise,Admiration,"[ 0.04646754 -0.04869838 -0.00143547 ... -0.00970292 -0.00049156
 -0.01181969]",3
Need for Admiration,Admiration-Seeking,Approval-needy,Demand recognition,Recognition,"[ 0.02870015 -0.01535339 -0.00454793 ...  0.00235813  0.00730045
 -0.01507616]",3
Need for Admiration,Admiration-Seeking,Attention-demanding,Solicit approval,Validation,"[ 0.04131962 -0.03192633 -0.00089165 ...  0.00151691 -0.00471022
 -0.01380488]",3
Need for Admiration,Self-Adulatory,Self-praising,Praise oneself,Self-adulation,"[ 0.03249682 -0.04653502  0.01379708 ... -0.00979191  0.01231691
 -0.00192891]",3
Need for Admiration,Self-Adulatory,Self-flattering,Adulate,Self-praise,"[ 0.03680306 -0.04521599 -0.01364639 ... -0.00698147  0.01581294
  0.00518071]",3
Need for Admiration,Self-Adulatory,Self-admiring,Flatter oneself,Egotism,"[ 0.03419671 -0.0458329  -0.00611242 ...  0.00891195  0.01350483
  0.01028776]",3
