Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Lifestyle,Physical Activity Level,Activity,Move,Exercise,"[-0.00386008  0.02298838 -0.02854493 ...  0.00744971 -0.02033304
  0.00979772]",3
Lifestyle,Physical Activity Level,Fitness,Train,Fitness,"[-0.00690339  0.04308955  0.00088476 ...  0.0313402  -0.0106624
  0.01006717]",3
Lifestyle,Smoking Status,Habits,Smoke,Cigarette,"[ 0.05818866 -0.02073037 -0.00292539 ... -0.02264518 -0.05013054
  0.03013151]",3
Lifestyle,Smoking Status,Smoking,Quit,Habit,"[ 0.04189531  0.00449829 -0.00198796 ... -0.02334319 -0.04293338
  0.01585048]",3
Lifestyle,Smoking Status,Tobacco Use,Inhale,Nicotine,"[ 0.02990283  0.01740376 -0.02292814 ... -0.01352747 -0.06592336
  0.03143226]",3
Lifestyle,Alcohol Consumption,Habits,Drink,Alcohol,"[ 0.01552449  0.00057773  0.02250317 ...  0.00293992 -0.01609993
  0.01669985]",3
Lifestyle,Alcohol Consumption,Alcohol Use,Consume,Drink,"[ 0.03538674 -0.00636414  0.00534611 ...  0.01480004 -0.01587164
  0.01843159]",3
Lifestyle,Alcohol Consumption,Drinking,Sip,Beverage,"[ 0.02989529 -0.00157781 -0.01620251 ...  0.01353285 -0.01702678
  0.03816263]",3
Lifestyle,Diet,Nutrition,Eat,Diet,"[ 0.01967168 -0.00486375 -0.01703515 ...  0.04439973 -0.03683926
  0.00037866]",3
Lifestyle,Diet,Dietary,Nourish,Nutrition,"[ 0.00045229  0.00675039 -0.02220211 ...  0.02287528 -0.02747527
 -0.00785364]",3
Lifestyle,Diet,Eating Habits,Consume,Food,"[ 3.23327705e-02 -1.11445403e-02  1.77372582e-02 ...  2.82262377e-02
 -2.10026950e-02  1.77201546e-05]",3
Lifestyle,Stress Level,Anxiety,Reduce,Stress,"[ 0.01476386  0.01931494 -0.02351594 ... -0.00181681 -0.05982802
  0.00761129]",3
Lifestyle,Stress Level,Stress,Manage,Anxiety,"[ 0.02143198  0.01949272 -0.01593949 ... -0.00801979 -0.04739308
  0.00728162]",3
Lifestyle,Stress Level,Tension,Alleviate,Pressure,"[ 0.02285285  0.00710364  0.00246607 ...  0.01049049 -0.03983425
  0.00100579]",3
Psychological Characteristics,Personality Traits,Traits,Exhibit,Trait,"[-0.01119148 -0.00878655 -0.03039544 ... -0.01517409  0.00490735
  0.0065648 ]",4
Psychological Characteristics,Personality Traits,Disposition,Express,Characteristic,"[-0.00015952 -0.01584098 -0.00792634 ... -0.01482238  0.00985232
  0.00797318]",4
Psychological Characteristics,Personality Traits,Characteristics,Demonstrate,Feature,"[ 0.01474365 -0.01144004 -0.01184278 ... -0.00843411  0.00214793
 -0.00484743]",4
Psychological Characteristics,Cognitive Abilities,Cognition,Analyze,Ability,"[ 0.03895611  0.02166976 -0.0178708  ... -0.00336623  0.01622984
  0.03956304]",4
Psychological Characteristics,Cognitive Abilities,Intellect,Understand,Skill,"[ 0.03582914  0.02404418 -0.02843093 ... -0.01767745  0.01578047
  0.01989454]",4
Psychological Characteristics,Cognitive Abilities,Mental Capability,Solve,Cognition,"[ 0.06754456  0.00049821 -0.01261086 ...  0.01343487 -0.00629349
  0.02725189]",4
Psychological Characteristics,Emotional Intelligence,EI,Perceive,Intelligence,"[ 0.01421611 -0.02789311 -0.01034858 ... -0.03668296  0.0090008
 -0.00606499]",4
Psychological Characteristics,Emotional Intelligence,Emotional IQ,Understand,Emotion,"[ 0.00607265 -0.01024513 -0.02900438 ... -0.01989259  0.01831381
  0.00271352]",4
Psychological Characteristics,Emotional Intelligence,Affective Skill,Regulate,EQ,"[ 0.0208044   0.01971936 -0.02493226 ... -0.03356538  0.02201917
 -0.00181478]",4
Psychological Characteristics,Mental Health,Psychological Health,Improve,Health,"[ 0.01776402  0.01598005  0.00866577 ...  0.0004068  -0.02921387
  0.01396903]",4
Psychological Characteristics,Mental Health,Wellness,Treat,Well-being,"[ 0.0099108  -0.01778324  0.02668588 ...  0.00235375 -0.01545842
 -0.00550355]",4
Psychological Characteristics,Mental Health,Mind Health,Support,Psychology,"[ 0.01407758 -0.00025231  0.03438766 ...  0.00631421 -0.02878713
  0.01892629]",4
Social Factors,Marital Status,Relationship Status,Marry,Marriage,"[ 0.01233011  0.0190455   0.02188996 ...  0.02404185 -0.0577796
  0.02864246]",1
Social Factors,Marital Status,Marriage,Divorce,Status,"[ 0.01423532  0.04435504  0.02616681 ...  0.03084724 -0.062034
  0.01877026]",1
Social Factors,Marital Status,Partnership,Partner,Relationship,"[ 0.00628814  0.02676406  0.04754617 ...  0.02608078 -0.04656637
  0.01937687]",1
Social Factors,Family Size,Household Size,Count,Family,"[ 0.03086134  0.00401246  0.07415464 ...  0.00968818 -0.01827157
  0.01328179]",1
Social Factors,Family Size,Family Count,Expand,Household,"[ 0.02415872  0.01560752  0.07099395 ... -0.00062432 -0.02794658
  0.00307685]",1
Social Factors,Family Size,Household,Grow,Members,"[ 0.02893912  0.01897754  0.05958817 ... -0.0003617  -0.01794122
 -0.00646726]",1
Social Factors,Socioeconomic Status,SES,Earn,Income,"[ 0.00022935 -0.04432968  0.00540928 ...  0.00218457 -0.02763855
  0.01215016]",1
Social Factors,Socioeconomic Status,Economic Status,Invest,SES,"[-0.00473376 -0.02117985 -0.00918216 ...  0.0131518  -0.02385586
  0.01152843]",1
Social Factors,Socioeconomic Status,Income Level,Allocate,Wealth,"[ 0.01832589 -0.01038     0.04819784 ... -0.00115254 -0.03438334
  0.00117723]",1
Social Factors,Social Support,Support Network,Support,Network,"[-0.00976032 -0.02867023  0.01674351 ...  0.00800301 -0.03191983
  0.02761008]",1
Social Factors,Social Support,Community,Help,Community,"[ 1.32089285e-02 -1.78086851e-02  4.38575782e-02 ...  1.37992715e-02
 -3.03288791e-02 -5.74104888e-05]",1
Social Factors,Social Support,Aid,Assist,Support,"[-0.00252544 -0.02140235  0.04113895 ...  0.02382526 -0.02763629
  0.01364148]",1
