Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Introversion,Introspective,Self-examining,Self-reflect,Reflective sessions,"[-0.01461245 -0.02550234  0.05794976 ... -0.02537733 -0.00257836
  0.02351605]",2
Introversion,Introspective,Self-observing,Introspect,Quiet time,"[-0.00410707 -0.00124563  0.01790561 ... -0.02306254 -0.00155169
  0.01977962]",2
Introversion,Introspective,Reflective,Self-analyze,Personal diaries,"[ 0.02120928 -0.01412077  0.02087174 ... -0.01061167  0.00748232
  0.00213077]",2
Introversion,Analytical,Logical,Analyze,Problem-solving tasks,"[-0.01337691  0.00467992  0.01233767 ... -0.0264074   0.00518622
  0.03402851]",2
Introversion,Analytical,Rational,Evaluate,Analytical reports,"[-0.00202882  0.01384325  0.0238265  ... -0.0032806  -0.0023718
  0.02667886]",2
Introversion,Analytical,Systematic,Dissect,Data analysis projects,"[-0.03564175  0.02436271  0.03755919 ... -0.01388731  0.01015818
  0.01793366]",2
Sensing,Practical,Realistic,Implement,Day-to-day operations,"[-0.00080952  0.04689622  0.01297599 ... -0.04396717 -0.01587353
  0.01823567]",0
Sensing,Practical,Down-to-earth,Execute,Hands-on tasks,"[ 0.00230736  0.0308082   0.00532411 ... -0.02517644 -0.00746317
 -0.01431105]",0
Sensing,Practical,Matter-of-fact,Apply,Practical applications,"[ 0.00386276  0.03768237 -0.00924874 ... -0.02054408 -0.00687016
  0.01826314]",0
Sensing,Detail-oriented,Meticulous,Detail,Quality control checks,"[ 0.01820621  0.06385451  0.01079979 ... -0.03042236 -0.00135643
 -0.00537408]",0
Sensing,Detail-oriented,Thorough,Specify,Specification documents,"[ 0.01407705  0.04784207 -0.00794053 ... -0.00992212  0.01585266
 -0.00938943]",0
Sensing,Detail-oriented,Particular,Enumerate,Detail-intensive projects,"[-0.00305936  0.02710806  0.03223743 ... -0.03582951  0.00876712
  0.00135559]",0
Sensing,Observant,Attentive,Observe,Security monitoring,"[ 0.03602238  0.01784906 -0.0165078  ... -0.02828435  0.00693475
 -0.01277144]",0
Sensing,Observant,Watchful,Monitor,Wildlife observation,"[ 0.04656219  0.03550292 -0.00058315 ... -0.00801126  0.00205125
  0.01151386]",0
Sensing,Observant,Alert,Survey,Detail spotting,"[ 0.02711705  0.02520974 -0.01482731 ... -0.03109754  0.0020628
 -0.01222341]",0
Sensing,Conventional,Traditional,Follow tradition,Cultural norms,"[ 0.04074294  0.03702788  0.00686597 ... -0.02485412 -0.00114465
 -0.02763274]",0
Sensing,Conventional,Orthodox,Conform,Traditional practices,"[ 0.02441997  0.02944806  0.04007144 ... -0.02299432 -0.02031165
 -0.03119563]",0
Sensing,Conventional,Standard,Adhere,Established procedures,"[ 0.02756121  0.00996032  0.02096183 ... -0.02795932 -0.00726544
 -0.02071684]",0
Sensing,Concrete,Tangible,Materialize,Physical models,"[ 0.01860425  0.04280002 -0.02397621 ... -0.00889959 -0.0199509
  0.0017318 ]",0
Sensing,Concrete,Real,Realize,Concrete examples,"[ 0.02199114 -0.01164785 -0.00597147 ...  0.00042563 -0.01396189
  0.0150102 ]",0
Sensing,Concrete,Solid,Construct,Tangible results,"[ 0.03696187  0.01245454 -0.00888419 ... -0.00243898 -0.00642815
 -0.01704067]",0
Sensing,Realistic,Pragmatic,Practicalize,Real-world scenarios,"[ 0.00372983  0.02886335 -0.00417559 ... -0.03288654 -0.01299918
  0.02000928]",0
Sensing,Realistic,Feasible,Ground,Feasible projects,"[-0.01778368  0.01814024  0.0272475  ... -0.01193007 -0.00644045
  0.01455973]",0
Sensing,Realistic,Sensible,Actualize,Practical outcomes,"[ 0.02307226  0.02473695 -0.01326305 ... -0.02791074 -0.00769724
  0.01552671]",0
Intuition,Innovative,Creative,Innovate,Innovative solutions,"[ 0.00640641 -0.01375748  0.01772353 ... -0.04882219 -0.00999385
  0.00227917]",0
Intuition,Innovative,Inventive,Invent,Invention workshops,"[-0.01021259  0.00728042 -0.00085041 ... -0.04833089 -0.01026647
 -0.03497063]",0
Intuition,Innovative,Original,Pioneer,Pioneering initiatives,"[ 0.01944229 -0.04877486  0.03994771 ... -0.03424549 -0.0229055
 -0.01039768]",0
Intuition,Abstract,Theoretical,Theorize,Theoretical discussions,"[-0.03888384 -0.01409721  0.00809716 ... -0.02049047 -0.00344056
  0.01003407]",0
Intuition,Abstract,Conceptual,Conceptualize,Conceptual designs,"[-0.02941844 -0.01344428  0.01725292 ... -0.00585811 -0.02669502
  0.00794215]",0
Intuition,Abstract,Nonliteral,Abstract,Abstract art,"[-0.01567742  0.01481585 -0.02053911 ... -0.01844673 -0.02544695
  0.00674637]",0
Intuition,Imaginative,Creative,Imagine,Creative ideas,"[ 0.03044466 -0.01709174  0.00215872 ... -0.04391627 -0.01655762
  0.00681741]",0
Intuition,Imaginative,Inventive,Vision,Visionary plans,"[ 0.02916751 -0.01306817  0.02612149 ... -0.04579433 -0.00969526
 -0.01436088]",0
Intuition,Imaginative,Inspirational,Dream,Dream projects,"[ 0.01055419 -0.02292832 -0.00104431 ... -0.0318417  -0.01669468
 -0.01280403]",0
Intuition,Future-oriented,Forward-looking,Forecast,Future forecasts,"[-0.02000317 -0.0179649   0.0044104  ... -0.01285516  0.00373566
 -0.00088164]",0
Intuition,Future-oriented,Proactive,Plan ahead,Strategic plans,"[-0.01637208 -0.00934531  0.02644282 ... -0.03197605 -0.00569324
 -0.01123002]",0
Intuition,Future-oriented,Progressive,Anticipate,Proactive measures,"[-0.00401505 -0.02616359  0.01791687 ... -0.0231465  -0.00480414
 -0.01629229]",0
Intuition,Idealistic,Optimistic,Idealize,Idealistic goals,"[-0.01389967  0.00209353 -0.01325092 ... -0.02642727  0.00065761
 -0.01971606]",0
Intuition,Idealistic,Utopian,Envision,Visionary ideas,"[-0.00124199 -0.01170199  0.01250055 ... -0.02521609 -0.01381356
 -0.02905533]",0
Intuition,Idealistic,Dreamy,Dream,Utopian projects,"[-0.01234365 -0.00132412  0.00433985 ... -0.02242688 -0.0112356
 -0.03903282]",0
Intuition,Conceptual,Theoretical,Conceptualize,Conceptual frameworks,"[-0.05110305 -0.01757819 -0.01745977 ... -0.02353846 -0.01207842
  0.01209158]",0
Intuition,Conceptual,Abstract,Envision,Intellectual debates,"[-0.00273045 -0.01311666  0.01050836 ... -0.01784467  0.00621256
  0.01316176]",0
Intuition,Conceptual,Intellectual,Speculate,Abstract concepts,"[-0.01027564 -0.01450932 -0.0033403  ... -0.01597317 -0.0078933
  0.00569753]",0
Thinking,Logical,Rational,Reason,Logical puzzles,"[-0.00471697  0.00114157 -0.00762564 ... -0.00844568 -0.0036376
  0.01314863]",1
Thinking,Logical,Reasonable,Think,Rational decisions,"[ 0.03581413 -0.00965022 -0.00077085 ... -0.0002854  -0.0167758
  0.01412009]",1
Thinking,Logical,Analytical,Rationalize,Analytical tasks,"[-0.00644755  0.04329637 -0.02835912 ...  0.0006084  -0.00560327
  0.02629533]",1
Thinking,Objective,Impersonal,Objectify,Objective reviews,"[-0.00749502  0.0508881  -0.05641587 ... -0.00895013  0.02541153
 -0.0020658 ]",1
Thinking,Objective,Unbiased,Detached,Impartial assessments,"[ 0.0123544   0.00587409 -0.00975307 ... -0.00763901  0.00758146
  0.0167897 ]",1
Thinking,Objective,Neutral,Neutralize,Neutral judgments,"[ 0.01283094  0.01357611 -0.06119729 ... -0.0291704   0.00668327
  0.02642258]",1
Thinking,Decisive,Determined,Decide,Decisive actions,"[ 0.02137648 -0.01225323  0.00139042 ... -0.01991676 -0.00127287
  0.03775623]",1
Thinking,Decisive,Resolute,Resolve,Firm resolutions,"[ 0.00575342  0.02044301  0.03164382 ...  0.00479707 -0.01286104
  0.02478868]",1
Thinking,Decisive,Conclusive,Determine,Conclusive findings,"[ 2.96070538e-02 -3.09005659e-02 -6.34180196e-03 ... -5.69145288e-03
 -4.24714344e-05  3.84891704e-02]",1
Thinking,Questioning,Inquiring,Question,Inquisitive inquiries,"[ 0.00619866 -0.03098206 -0.00592524 ... -0.03215063 -0.00268733
  0.03048767]",1
Thinking,Questioning,Probing,Inquire,Probing questions,"[-0.00370281 -0.03173942  0.00504049 ... -0.03089264 -0.00543833
  0.01655589]",1
Thinking,Questioning,Investigative,Probe,Investigative reports,"[ 0.02908151  0.00093714  0.01022925 ... -0.03063396  0.00013449
  0.00994489]",1
Thinking,Rational,Reasonable,Rationalize,Rational arguments,"[ 0.01495104  0.01487625 -0.02806218 ...  0.0192217  -0.00034849
  0.01122637]",1
Thinking,Rational,Sensible,Analyze,Sensible choices,"[ 0.0385377   0.00017001 -0.0259143  ... -0.00103557  0.01195588
  0.01369141]",1
Thinking,Rational,Logical,Evaluate,Logical conclusions,"[ 0.02073047 -0.00089102 -0.01927547 ...  0.0099581   0.0179139
  0.01181357]",1
Thinking,Analytical,Logical,Analyze,Analytical reviews,"[ 0.00067764  0.04447454 -0.03182019 ... -0.0095138   0.00860773
  0.01449723]",1
Thinking,Analytical,Systematic,Dissect,Systematic approaches,"[-0.0305505   0.01466424  0.00765151 ...  0.0054852   0.01515027
  0.02366275]",1
Thinking,Analytical,Investigative,Examine,Detailed examinations,"[ 0.00544792  0.01269285 -0.00982673 ... -0.02799404 -0.00333623
  0.02920721]",1
Feeling,Sensitive,Touchy,Feel,Sensitive matters,"[ 0.05367295 -0.01570706  0.0285531  ... -0.00996354 -0.00178904
 -0.00522138]",3
Feeling,Sensitive,Emotional,Empathize,Emotional responses,"[-0.01382858 -0.00951731  0.02196303 ... -0.03744562  0.02085132
 -0.01281855]",3
Feeling,Sensitive,Responsive,React,Heartfelt reactions,"[ 0.00767647 -0.01094699  0.00391557 ... -0.01978153  0.00557157
 -0.00177011]",3
Feeling,Compassionate,Sympathetic,Compassionate,Compassionate acts,"[ 0.0358831  -0.0381652   0.02121457 ... -0.01350496  0.02037379
 -0.01230385]",3
Feeling,Compassionate,Kindhearted,Comfort,Kindhearted deeds,"[ 0.03553307 -0.0456248   0.01485492 ... -0.03533519  0.01024014
 -0.02440955]",3
Feeling,Compassionate,Empathetic,Care,Empathetic gestures,"[ 0.03951724 -0.02208316  0.00159626 ... -0.03945763  0.01364924
 -0.0276263 ]",3
Feeling,Understanding,Sympathetic,Understand,Understanding moments,"[-0.00216632 -0.0301315  -0.02282965 ... -0.00238598  0.01297518
  0.00634367]",3
Feeling,Understanding,Empathetic,Empathize,Empathetic discussions,"[ 0.00245121 -0.02057602  0.02659718 ... -0.01161861  0.02316288
 -0.00200148]",3
Feeling,Understanding,Compassionate,Perceive,Compassionate support,"[ 0.0172322  -0.04738856  0.00187463 ... -0.01611093  0.00653216
 -0.01077013]",3
Feeling,Warm,Kind,Warm up,Warm greetings,"[ 0.04040686 -0.04529089 -0.00285908 ... -0.00305252 -0.00474206
 -0.01868427]",3
Feeling,Warm,Friendly,Cherish,Friendly encounters,"[ 0.04081362 -0.06107948 -0.01270923 ... -0.04053172  0.00544625
  0.00404064]",3
Feeling,Warm,Loving,Welcome,Loving relationships,"[ 0.03189489 -0.04716492  0.01372468 ... -0.00816424  0.01728816
 -0.00776203]",3
Feeling,Empathetic,Understanding,Empathize,Empathetic connections,"[-0.01212178 -0.04079471  0.00106048 ... -0.04018376  0.02366037
  0.00803259]",3
Feeling,Empathetic,Sympathetic,Relate,Relational bonds,"[ 1.71907537e-03  1.00089563e-02  2.06253724e-03 ... -2.49058437e-02
  2.51318738e-02 -9.98268879e-05]",3
Feeling,Empathetic,Compassionate,Connect,Compassionate engagements,"[ 7.83052761e-03 -2.78863851e-02  2.66692434e-02 ... -2.92267799e-02
  3.06981336e-03 -7.04742706e-05]",3
Feeling,Altruistic,Selfless,Give,Altruistic donations,"[ 0.0195683  -0.04473614  0.02602584 ... -0.04491678  0.0355842
  0.02795256]",3
Feeling,Altruistic,Generous,Donate,Generous gifts,"[ 0.0131676  -0.05086043  0.03405778 ... -0.06132815  0.04600365
  0.03073949]",3
Feeling,Altruistic,Benevolent,Share,Charitable contributions,"[ 0.01894295 -0.05498376  0.03840867 ... -0.04320592  0.03668659
  0.01529889]",3
Judging,Organized,Systematic,Organize,Organizational systems,"[-0.01451314 -0.0050647   0.01655605 ... -0.01754913  0.00277353
 -0.00010978]",1
Judging,Organized,Orderly,Arrange,Orderly setups,"[-0.01196163 -0.00949188 -0.00586081 ... -0.02886275 -0.00696794
  0.00013597]",1
Judging,Organized,Structured,Systematize,Structured plans,"[-0.01892952  0.00651255  0.01517015 ... -0.01049674  0.00129551
 -0.01798599]",1
Judging,Disciplined,Controlled,Discipline,Disciplinary actions,"[ 0.01428414  0.02193134  0.01456477 ... -0.01432623  0.00055995
 -0.00414282]",1
Judging,Disciplined,Regulated,Train,Training programs,"[-0.02456461  0.02343295  0.01424385 ... -0.00887977  0.00342328
 -0.02291992]",1
Judging,Disciplined,Trained,Control,Controlled environments,"[ 0.00660231  0.03782945  0.02872121 ... -0.05468046  0.01450025
 -0.020575  ]",1
Judging,Decisive,Determined,Decide,Decisive judgments,"[ 0.02239229 -0.01803517 -0.02568771 ... -0.01956568  0.01843503
  0.01978629]",1
Judging,Decisive,Resolute,Resolve,Resolute decisions,[0.01105732 0.00157895 0.02392659 ... 0.00960925 0.01009937 0.02389688],1
Judging,Decisive,Firm,Conclude,Firm determinations,"[ 0.00956121 -0.00873267  0.00398139 ... -0.00256261  0.01245743
  0.04229222]",1
Judging,Methodical,Systematic,Methodize,Methodical approaches,"[-0.02493094 -0.00407808  0.00950851 ... -0.02965366  0.01041942
  0.00625376]",1
Judging,Methodical,Orderly,Systematize,Systematic methods,"[-0.00754971 -0.00095623  0.00820745 ... -0.04392559  0.00997334
 -0.01040945]",1
Judging,Methodical,Planned,Organize,Organized schemes,"[ 0.00964271 -0.00132496  0.0012373  ... -0.0438013  -0.00018674
 -0.02676584]",1
Judging,Purposeful,Determined,Aim,Purposeful objectives,"[ 0.04030905  0.01132645 -0.00173334 ...  0.00393599 -0.00984696
 -0.02617018]",1
Judging,Purposeful,Intent,Intend,Intentional plans,"[ 0.00958246 -0.00465602 -0.0139646  ... -0.01271652 -0.01898464
 -0.02490607]",1
Judging,Purposeful,Resolute,Focus,Focused goals,[0.00453724 0.00981024 0.02888249 ... 0.00118029 0.00533071 0.00588254],1
Judging,Structured,Organized,Structure,Structured frameworks,"[-0.0296106   0.01210006  0.01025491 ... -0.01118116 -0.00941688
  0.00721519]",1
Judging,Structured,Arranged,Construct,Constructed models,"[-0.01457126  0.00908403 -0.01530761 ... -0.00643953 -0.00050226
  0.00105231]",1
Judging,Structured,Systematic,Formulate,Formulated strategies,"[ 0.00206964  0.0174794   0.0232146  ... -0.02043346  0.00599098
  0.00238667]",1
Perceiving,Flexible,Adaptable,Adapt,Flexible schedules,"[ 0.00219588  0.01180193  0.04316305 ... -0.02511305 -0.00604056
 -0.03338345]",0
Perceiving,Flexible,Accommodating,Flex,Adaptable plans,"[ 0.01662456  0.00669956  0.04307615 ... -0.04633173 -0.00746824
 -0.01468025]",0
Perceiving,Flexible,Versatile,Adjust,Versatile strategies,"[ 0.02225124  0.01906803  0.04334778 ... -0.0548947  -0.00668629
  0.00082652]",0
Perceiving,Spontaneous,Unplanned,Improvise,Spontaneous outings,"[ 0.00639557 -0.0009029   0.02266036 ... -0.04528964 -0.03137947
 -0.03226537]",0
Perceiving,Spontaneous,Impromptu,Spontaneize,Impromptu gatherings,"[ 0.00912372 -0.03084575  0.00814092 ... -0.04191183 -0.02584666
 -0.02479422]",0
Perceiving,Spontaneous,Improvisational,Ad-lib,Improvisational sessions,"[-0.02170573  0.01292736  0.02929037 ... -0.06032767 -0.02186587
 -0.03167785]",0
Perceiving,Open-minded,Accepting,Accept,Open-minded discussions,"[ 0.03746126 -0.02182526  0.05380799 ... -0.00349811  0.00121694
  0.00767734]",3
Perceiving,Open-minded,Unprejudiced,Embrace,Accepting communities,"[ 0.03570261 -0.02507998  0.02856209 ... -0.00723235 -0.01080628
 -0.00033839]",3
Perceiving,Open-minded,Tolerant,Welcome,Tolerant attitudes,"[ 0.02962538 -0.01680116  0.03798273 ... -0.00438761 -0.00691283
 -0.00298091]",3
Perceiving,Adventurous,Bold,Explore,Adventurous journeys,"[ 0.01965107 -0.02324059  0.05107454 ... -0.02742328 -0.02952224
 -0.00388801]",0
Perceiving,Adventurous,Daring,Venture,Daring escapades,"[ 0.00573056 -0.00839657  0.0459064  ... -0.02532126 -0.01238977
 -0.00112309]",0
Perceiving,Adventurous,Fearless,Dare,Fearless pursuits,"[ 0.03310471 -0.01746854  0.06086503 ... -0.02455368 -0.01079568
 -0.00103166]",0
Perceiving,Curious,Inquisitive,Investigate,Curious inquiries,"[ 0.02028536 -0.03766397 -0.00890577 ... -0.05828948 -0.01349007
 -0.00144757]",0
Perceiving,Curious,Interested,Explore,Investigative research,"[ 0.02983998 -0.02474457  0.00537406 ... -0.05407501 -0.02321595
 -0.01665561]",0
Perceiving,Curious,Inquiring,Probe,Exploratory studies,"[ 0.01525237 -0.04683408  0.01437186 ... -0.05908837 -0.02343159
 -0.0209429 ]",0
Perceiving,Adaptable,Flexible,Adjust,Adaptable methods,"[ 0.01154274  0.02559828  0.03465025 ... -0.04543621 -0.00930179
 -0.00943404]",0
Perceiving,Adaptable,Accommodating,Adapt,Adjustable plans,"[ 0.02204145 -0.00109071  0.03569049 ... -0.03711447  0.00513922
 -0.01207357]",0
Perceiving,Adaptable,Versatile,Conform,Flexible routines,"[ 0.01858336  0.01427462  0.01706445 ... -0.04327334  0.00026397
 -0.00643985]",0
