Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Experiential System,Experiential,Lived,Perceive,Awareness,"[-0.00901686 -0.00498967 -0.02173889 ... -0.02800582  0.00403443
 -0.00459527]",0
Rational System,Analytical,Logical,Analyze,Logic,"[-0.01188334  0.03210413 -0.0387571  ...  0.02014294  0.02566349
  0.01831691]",3
Rational System,Analytical,Rational,Reason,Rationality,"[-0.00538995  0.02029544 -0.0120179  ...  0.01726627  0.01226155
  0.00721733]",3
Rational System,Analytical,Systematic,Organize systematically,Systematization,"[-0.02449325 -0.0043054  -0.01285594 ...  0.00723147  0.01615028
  0.00466363]",3
Rational System,Analytical,Methodical,Plan methodically,Methodology,"[-0.01909838  0.0130982  -0.01215916 ... -0.02241263  0.00724302
  0.00022354]",3
Rational System,Analytical,Objective,Evaluate,Evaluation,"[ 0.00204039  0.02835298 -0.03131438 ...  0.01294375  0.01575638
  0.00417643]",3
Rational System,Analytical,Structured,Deduce,Deduction,"[-0.01592998  0.02326682 -0.03949831 ...  0.02839255  0.01427165
  0.0130656 ]",3
Rational System,Reasoned,Thoughtful,Consider,Thoughtfulness,"[ 0.04636232 -0.02935315 -0.03720576 ... -0.00157378  0.02137013
  0.00599088]",3
Rational System,Reasoned,Deliberate,Plan,Deliberation,"[ 0.03243922  0.0182905  -0.010549   ... -0.0072064  -0.00356845
 -0.02761642]",3
Rational System,Reasoned,Pondered,Reflect on,Reflection,"[ 0.0144884  -0.00665738 -0.01349013 ... -0.00872812  0.01079211
 -0.00327979]",1
Rational System,Reasoned,Calculated,Compute,Calculation,"[ 0.01387718 -0.00722989 -0.00627176 ... -0.01621461  0.02350066
  0.00587517]",3
Rational System,Reasoned,Judicious,Judge,Judgment,"[ 0.02085051  0.00072164 -0.02740018 ... -0.00365214  0.02429385
 -0.01806654]",3
Rational System,Reasoned,Measured,Assess,Assessment,"[ 0.00505895  0.00293673 -0.00550357 ... -0.00213343  0.00708029
 -0.01530389]",3
Rational System,Reflective,Contemplative,Reflect,Reflection,"[ 0.01027076  0.01250296  0.01379179 ... -0.00517524  0.02329191
 -0.00954663]",1
Rational System,Reflective,Meditative,Meditate,Meditation,"[-0.01663058 -0.00426081 -0.0039685  ... -0.00791637  0.01995944
 -0.01920288]",1
Rational System,Reflective,Introspective,Examine internally,Introspection,"[-0.02181969  0.00283276  0.00952885 ... -0.00172365 -0.00289145
 -0.0097291 ]",1
Rational System,Reflective,Pensive,Think deeply,Pensiveness,"[ 0.01674595 -0.02026036 -0.00439651 ... -0.00475355  0.00970313
 -0.00843598]",1
Rational System,Reflective,Thoughtful,Self-analyze,Self-awareness,"[ 0.01598817 -0.01127112 -0.02384768 ... -0.00075702  0.01824913
  0.00174282]",1
Rational System,Reflective,Self-aware,Ruminate,Contemplation,"[ 2.06453670e-02  3.49454675e-03 -2.80556305e-05 ... -6.14496553e-03
  1.93863288e-02 -1.32914381e-02]",1
Rational System,Conscious,Aware,Acknowledge,Awareness,"[ 0.03460667  0.0011953  -0.02771949 ...  0.00584841  0.01323364
  0.00228387]",4
Rational System,Conscious,Cognizant,Recognize,Cognizance,"[ 0.04086866 -0.00250705 -0.04084167 ...  0.0144147   0.01778893
  0.01448219]",4
Rational System,Conscious,Mindful,Remain aware,Mindfulness,"[ 0.04477989  0.01778409 -0.00573775 ... -0.01173645  0.02605636
  0.01507016]",4
Rational System,Conscious,Witting,Know,Knowledge,"[ 0.03127828  0.01927964 -0.01837974 ...  0.01306216  0.01908875
 -0.00742416]",4
Rational System,Conscious,Perceptive,Perceive,Perception,"[ 0.03618842 -0.02755436 -0.03653485 ... -0.00118252  0.0246497
 -0.00523306]",4
Rational System,Conscious,Attentive,Discern,Recognition,"[ 0.03536782  0.02341765 -0.02714751 ...  0.01058987  0.02792274
 -0.01447331]",4
Rational System,Deliberative,Cautious,Deliberate,Deliberation,"[ 0.03806812  0.0116649   0.01537421 ... -0.01536008 -0.00103949
 -0.02509613]",3
Rational System,Deliberative,Prudent,Weigh options,Prudence,"[ 0.03070986  0.00155369  0.01627186 ...  0.00134356  0.01305533
 -0.00092011]",3
Rational System,Deliberative,Intentional,Scrutinize,Intention,"[ 0.0157694   0.01968743  0.00131035 ... -0.00372352 -0.01679754
 -0.01560267]",3
Rational System,Deliberative,Meticulous,Examine carefully,Meticulousness,"[ 0.05058678  0.00605412 -0.01071379 ... -0.00895347  0.00974734
 -0.01959133]",3
Rational System,Deliberative,Slow,Proceed cautiously,Patience,"[ 0.05306423  0.0052165   0.00790234 ... -0.00185422  0.00792621
 -0.0262138 ]",3
Rational System,Deliberative,Thorough,Strategize,Strategy,"[ 0.02005541  0.0192291  -0.00476526 ... -0.0037989   0.0116313
 -0.01966326]",3
Rational System,Structured,Organized,Structure,Structure,"[-0.01137716  0.00576527 -0.00618006 ...  0.01217189 -0.00400501
  0.0005211 ]",3
Rational System,Structured,Systematic,Organize,Organization,"[-0.01302139 -0.0063109   0.00132539 ...  0.00706875 -0.00097574
 -0.00028613]",3
Rational System,Structured,Methodical,Arrange,Order,"[-0.01145604 -0.00160468 -0.01434175 ... -0.00745655  0.00217694
 -0.01718407]",3
Rational System,Structured,Ordered,Plan,Discipline,"[-0.00711495  0.03189874  0.00641796 ...  0.00451451  0.00164871
 -0.02527557]",3
Rational System,Structured,Disciplined,Regulate,Precision,"[ 0.01738199  0.02548058 -0.00575525 ...  0.00085766 -0.00045039
 -0.00570276]",3
Rational System,Structured,Precise,Standardize,Framework,"[-0.0156118   0.01109599  0.00748334 ...  0.01000646 -0.01154757
 -0.02070104]",3
