Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Honesty-Humility,Loyal,Fidelity,Demonstrate loyalty,Steadfast allegiances,"[ 0.00584838 -0.01770718  0.04422375 ... -0.02374706 -0.02000528
  0.00808755]",2
Emotionality,Emotional,Sensitive,Express feelings,Emotional support groups,"[-0.01380654 -0.01618743  0.03152084 ... -0.02347242 -0.00246176
 -0.01686029]",0
Emotionality,Emotional,Passionate,React emotionally,Passionate debates,"[ 0.03328602  0.00603623 -0.0045484  ... -0.00822552  0.02715749
 -0.0130545 ]",0
Emotionality,Emotional,Expressive,Display empathy,Expressive arts,"[ 0.00069872  0.00419314  0.00687784 ... -0.02668425  0.01199978
 -0.02801304]",0
Emotionality,Fearful,Afraid,Show fear,Scary situations,"[-0.01158216 -0.0213306  -0.02561829 ... -0.02226095  0.01156194
  0.00267138]",0
Emotionality,Fearful,Anxious,Express apprehension,Anxious moments,"[-0.00967287 -0.02426753  0.00095484 ... -0.03351365  0.01131584
  0.00196125]",0
Emotionality,Fearful,Timid,Exhibit anxiety,Timid interactions,"[-0.01064246 -0.02541889 -0.02613411 ... -0.01873875  0.00250327
  0.01637852]",0
Emotionality,Anxious,Worried,Feel anxious,Worrisome scenarios,"[-0.03037209 -0.01190426 -0.01430169 ... -0.04576541 -0.00498486
  0.00683648]",0
Emotionality,Anxious,Apprehensive,Worry frequently,Stressful environments,"[-0.02332934  0.00593512  0.00219334 ... -0.06047856 -0.02790502
  0.01132647]",0
Emotionality,Anxious,Uneasy,Experience nervousness,Anxiety-inducing events,"[-0.03153617 -0.01896468 -0.03306732 ... -0.02690245 -0.00783703
 -0.02331635]",0
Emotionality,Vulnerable,Exposed,Appear vulnerable,Vulnerable moments,"[ 0.01293542 -0.01054258  0.02930527 ... -0.04439424  0.01157009
  0.00710111]",0
Emotionality,Vulnerable,Defenseless,Be susceptible,Risky situations,"[ 0.02383212 -0.00876011  0.01886348 ... -0.0376403  -0.00121417
  0.01203161]",0
Emotionality,Vulnerable,Susceptible,Show sensitivity,Sensitive issues,"[ 0.02673025  0.00101591  0.02596165 ... -0.01378501  0.00634808
  0.01063232]",0
Extraversion,Outgoing,Extroverted,Socialize actively,Social gatherings,"[-0.01188187 -0.02692301  0.01222135 ... -0.00534857  0.01194423
  0.01917727]",4
Extraversion,Outgoing,Social,Interact openly,Friendly meetups,"[-0.02337969 -0.04421811  0.04054074 ... -0.00043631 -0.01429091
  0.01141329]",4
Extraversion,Outgoing,Friendly,Engage with others,Community events,"[-0.00700091 -0.02737568  0.02407146 ... -0.0022539   0.00920247
  0.01099662]",4
Extraversion,Lively,Energetic,Exude energy,Energetic parties,"[ 0.0218801  -0.0122905  -0.01106935 ...  0.00080766  0.0022681
 -0.00791591]",4
Extraversion,Lively,Vibrant,Display vitality,Vibrant festivals,"[ 0.02660619 -0.0052254   0.00633209 ...  0.01229909  0.01506011
 -0.00289983]",4
Extraversion,Lively,Dynamic,Act dynamically,Dynamic sports,"[ 0.01924331  0.01001328 -0.00869251 ...  0.01067366  0.00520245
  0.01559584]",4
Extraversion,Active,Energetic,Participate actively,Active workouts,"[-4.00652178e-03  9.09526553e-03  6.61613373e-03 ...  5.95989311e-03
  1.84975434e-02  9.19240629e-05]",4
Extraversion,Active,Engaged,Be involved,Engaging workshops,"[-0.04022323  0.02207992  0.02165134 ... -0.01617501 -0.00171532
 -0.01496863]",4
Extraversion,Active,Dynamic,Engage physically,Physical competitions,"[ 0.01065602  0.01796992  0.01265806 ... -0.00209891  0.00990526
  0.01766316]",4
Extraversion,Cheerful,Happy,Spread cheer,Cheerful celebrations,"[ 0.06080757 -0.06456534  0.01998451 ...  0.00995667  0.00905993
  0.02666025]",4
Extraversion,Cheerful,Optimistic,Maintain optimism,Optimistic speeches,"[ 0.05323464 -0.03510972  0.02208609 ...  0.01033413 -0.00718785
  0.00947173]",4
Extraversion,Cheerful,Upbeat,Exhibit joyfulness,Joyful events,"[ 0.02265948 -0.04269887 -0.00225479 ... -0.00241495  0.01900287
  0.01867176]",4
Agreeableness,Patient,Tolerant,Show patience,Patient waiting,"[-0.01062369 -0.03453474  0.00413101 ...  0.00451042  0.00698438
  0.00349606]",1
Agreeableness,Patient,Forbearing,Practice tolerance,Tolerant attitudes,"[ 0.01326984 -0.0096097   0.0390804  ... -0.00552302  0.00831188
  0.01176058]",1
Agreeableness,Patient,Understanding,Demonstrate forbearance,Understanding conversations,"[-0.01133533 -0.02340576  0.0074797  ... -0.01139413  0.00243871
  0.02214138]",1
Agreeableness,Gentle,Kind,Act gently,Gentle care,"[ 0.04381443 -0.01179392 -0.00016677 ... -0.01794151  0.01443281
  0.00197732]",1
Agreeableness,Gentle,Tender,Treat softly,Tender moments,"[ 0.01326045 -0.04554578  0.0103445  ... -0.03607082  0.03595088
 -0.00632664]",1
Agreeableness,Gentle,Mild,Handle with care,Mild manners,"[ 0.04789854 -0.01514308 -0.00133971 ... -0.02676071  0.01416131
  0.00441797]",1
Agreeableness,Lenient,Merciful,Be lenient,Lenient rulings,"[ 0.0065787  -0.0104517   0.02328442 ... -0.03327229  0.02039319
  0.03617898]",1
Agreeableness,Lenient,Indulgent,Show mercy,Merciful acts,"[-0.00237891 -0.02165121  0.01822175 ... -0.02987896  0.02007631
  0.02930494]",1
Agreeableness,Lenient,Permissive,Exercise indulgence,Indulgent behaviors,"[-0.00811066 -0.01562659  0.02593032 ... -0.05281222  0.00767948
  0.03271027]",1
Conscientiousness,Organized,Orderly,Organize effectively,Organized files,"[ 0.03757821 -0.00381699 -0.01767871 ... -0.03065283  0.00028787
 -0.00638844]",3
Conscientiousness,Organized,Systematic,Maintain order,Systematic plans,"[ 0.03852708  0.00405152  0.00901453 ... -0.0349385   0.00159423
 -0.02956997]",3
Conscientiousness,Organized,Methodical,Arrange systematically,Methodical approaches,"[ 0.02355856 -0.02986536  0.01101568 ... -0.03147741 -0.01021672
 -0.00623609]",3
Conscientiousness,Diligent,Hardworking,Work diligently,Diligent studies,"[ 0.05788278 -0.02505626  0.0124859  ... -0.01768015 -0.00132847
 -0.01458331]",3
Conscientiousness,Diligent,Industrious,Persist in efforts,Industrious tasks,"[ 0.03925822  0.01301554  0.02498002 ... -0.0339346  -0.01348648
  0.01042882]",3
Conscientiousness,Diligent,Persistent,Show industriousness,Persistent endeavors,"[ 0.05041478 -0.00759895  0.02762558 ... -0.03737489 -0.00261142
  0.00784383]",3
Conscientiousness,Precise,Accurate,Be precise,Precise measurements,"[ 0.06322496  0.01064471  0.01726127 ... -0.03038719  0.00853874
 -0.01134925]",3
Conscientiousness,Precise,Exact,Measure accurately,Exact calculations,"[ 0.0511752  -0.00701718  0.01388976 ... -0.03653197  0.00826536
  0.00593264]",3
Conscientiousness,Precise,Meticulous,Ensure exactness,Meticulous details,"[ 0.05103945  0.00742018  0.00693747 ... -0.02746551 -0.00604316
 -0.01120323]",3
Openness to Experience,Creative,Inventive,Create imaginatively,Creative projects,"[ 0.02181521  0.01610799  0.04393592 ... -0.03840921 -0.04007556
 -0.02380094]",4
Openness to Experience,Creative,Innovative,Innovate continually,Innovative ideas,"[ 0.02146785  0.00117145  0.04806962 ... -0.05136795 -0.0307462
 -0.0149859 ]",4
Openness to Experience,Creative,Original,Think originally,Original artworks,"[ 0.04668012 -0.00641487  0.02771632 ... -0.0129902  -0.03375556
 -0.04285818]",4
Openness to Experience,Curious,Inquisitive,Explore curiously,Curious inquiries,"[-0.00266366 -0.02635071  0.0132807  ... -0.03702042 -0.04857802
 -0.02171564]",4
Openness to Experience,Curious,Exploratory,Investigate thoroughly,Exploratory research,"[ 0.00444403 -0.00686711  0.00124707 ... -0.03796495 -0.05485367
 -0.01688872]",4
Openness to Experience,Curious,Questioning,Seek knowledge,Questioning minds,"[ 0.00885041 -0.0205127   0.0084216  ... -0.02563033 -0.04425907
 -0.02560221]",4
Openness to Experience,Adventurous,Daring,Seek adventure,Adventurous journeys,"[ 0.00444265 -0.01428422  0.04900672 ... -0.00637638 -0.05185791
 -0.01919618]",4
Openness to Experience,Adventurous,Bold,Take risks,Bold moves,"[ 0.00610135 -0.01224709  0.04306832 ... -0.02191896 -0.05976285
 -0.02212617]",4
Openness to Experience,Adventurous,Risk-taking,Embrace challenges,Risky endeavors,"[ 0.01561221 -0.01301257  0.06244883 ... -0.01752244 -0.04751167
 -0.02127109]",4
