Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Prevention Focus,Vigilance,Caution,Beware,Caution,"[ 0.05806917 -0.0160735   0.01163137 ...  0.00409509  0.00941761
 -0.01092998]",3
Prevention Focus,Vigilance,Watchfulness,Watch,Watchfulness,"[ 0.03618263  0.00553986 -0.00207571 ...  0.00330101  0.01924372
 -0.00035796]",3
Prevention Focus,Vigilance,Attentiveness,Attend,Attentiveness,"[ 0.03720408  0.005706    0.00472489 ...  0.00977563  0.02656422
 -0.01634939]",3
Prevention Focus,Prudence,Carefulness,Care,Prudence,"[ 0.05769641 -0.01502541  0.04781471 ... -0.01147553  0.00901235
  0.01582232]",3
Prevention Focus,Prudence,Cautious,Be cautious,Cautiousness,"[ 0.06181776 -0.01268966  0.05455843 ... -0.01656036  0.00709983
  0.01690064]",3
Prevention Focus,Prudence,Thoughtful,Think,Thoughtfulness,"[ 0.05216921 -0.03755606  0.01031855 ... -0.00946828  0.00675894
  0.02356261]",3
Prevention Focus,Prudence,Deliberate,Deliberate,Deliberation,"[ 0.04704366 -0.0033153   0.0228778  ... -0.02148727 -0.00523277
  0.00328237]",3
Prevention Focus,Security,Safety,Secure,Security,"[ 0.04523538 -0.0175983   0.03553122 ...  0.01184881  0.00094304
 -0.01727888]",1
Prevention Focus,Security,Protection,Protect,Protection,"[ 0.04499533 -0.02404673  0.03813311 ...  0.00407897  0.00756437
 -0.00176261]",1
Prevention Focus,Security,Stability,Stabilize,Stability,"[ 0.03280621 -0.00012757  0.05958254 ... -0.00277614 -0.01369413
  0.00436197]",1
Prevention Focus,Security,Comfort,Comfort,Comfort,"[ 0.05551348 -0.03113717  0.02524468 ... -0.00919539  0.01524295
 -0.02218989]",1
Prevention Focus,Responsibility,Accountability,Account for,Responsibility,"[ 0.05417204 -0.0103489   0.02585096 ... -0.00228911  0.02448814
 -0.00591264]",3
Prevention Focus,Responsibility,Reliability,Ensure reliability,Reliability,"[ 0.03585589 -0.00982484  0.01684844 ... -0.00077632  0.00737205
 -0.00860186]",3
Prevention Focus,Responsibility,Duty,Fulfill,Duty,"[ 0.03563942 -0.0004034   0.04011507 ...  0.00663404 -0.00060003
  0.00682744]",3
Prevention Focus,Responsibility,Obligation,Oblige,Obligation,[0.05022116 0.0031666  0.02091622 ... 0.0061457  0.01420803 0.00521864],3
Prevention Focus,Conservatism,Moderation,Moderate,Conservatism,"[ 0.03500668  0.01563327  0.04773393 ... -0.0195214   0.00644435
 -0.01136842]",1
Prevention Focus,Conservatism,Traditionalism,Follow tradition,Tradition,"[ 0.02662008  0.02521612  0.04743164 ... -0.00806586  0.01657217
 -0.02243575]",1
Prevention Focus,Conservatism,Conformity,Conform,Conformity,"[ 0.02945716 -0.00132042  0.0212269  ... -0.01240979  0.01710462
 -0.01236685]",1
Prevention Focus,Conservatism,Preservation,Preserve,Preservation,"[ 0.04422422 -0.00575209  0.0372894  ... -0.012922    0.02604968
 -0.00618919]",1
Prevention Focus,Anxiety,Worry,Worry,Anxiety,"[ 0.0017205  -0.01012522  0.02590633 ...  0.0015969   0.00577454
  0.01075805]",1
Prevention Focus,Anxiety,Stress,Stress,Stress,"[-0.00609802 -0.02097588  0.03286782 ... -0.00496252 -0.01986303
  0.01688681]",1
Prevention Focus,Anxiety,Apprehension,Apprehend,Apprehension,"[-0.00690604 -0.02913042 -0.011979   ... -0.00376564  0.00244589
  0.01716563]",1
Prevention Focus,Anxiety,Concern,Concern,Concern,"[ 0.01750485 -0.03304894  0.02685403 ...  0.0043478  -0.00391444
  0.01108972]",1
Prevention Focus,Preparedness,Readiness,Prepare,Preparedness,"[ 0.01999776 -0.01023966  0.02169657 ...  0.02121502 -0.00977817
  0.00485899]",4
Prevention Focus,Preparedness,Preparation,Plan,Preparation,"[ 0.01215154 -0.01243073  0.04754257 ...  0.01536891 -0.01215154
 -0.00429425]",4
Prevention Focus,Preparedness,Planning,Arrange,Planning,"[ 0.00671336 -0.01095507  0.05102924 ... -0.00061188 -0.02113774
 -0.00926868]",4
Prevention Focus,Preparedness,Arrangement,Ready,Arrangement,"[ 0.01090492 -0.01393298  0.03933259 ...  0.01138915 -0.02153866
 -0.00261001]",4
