Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Active,Practical,Efficient,Operate,Efficiency,"[ 0.00241423  0.02943644  0.00522161 ... -0.02363465  0.00226346
  0.02168037]",4
Active,Collaborative,Cooperative,Collaborate,Collaboration,"[ 0.01550116  0.00200532  0.03331041 ... -0.01619929 -0.01185383
  0.0276257 ]",4
Active,Collaborative,Team-oriented,Cooperate,Cooperation,"[ 1.09379999e-02  7.84970541e-03  2.39534527e-02 ... -8.74900538e-03
  5.38915629e-05  3.10084280e-02]",4
Active,Collaborative,Joined,Join forces,Unity,"[-0.01306811 -0.00227094  0.05723802 ... -0.01090496 -0.02897582
  0.01803369]",4
Active,Collaborative,Shared,Share,Sharing,"[ 0.01463753 -0.00174868  0.00356605 ... -0.02209013 -0.00192302
  0.00303246]",4
Active,Collaborative,Unified,Unite,Alliance,"[-0.01444108 -0.01833274  0.05588101 ... -0.00187686 -0.02314398
  0.02049559]",4
Active,Collaborative,Collective,Support,Teamwork,"[ 0.00502452 -0.00236075  0.02863906 ... -0.00067916 -0.00937957
  0.01866049]",4
Active,Energetic,Dynamic,Energize,Energy,"[ 0.02264807  0.0162182  -0.06223195 ... -0.00904918  0.00382491
  0.02889135]",4
Active,Energetic,Lively,Invigorate,Vigor,"[ 0.02984999  0.02929775 -0.05597964 ... -0.00198552 -0.01584055
  0.02415321]",4
Active,Energetic,Exuberant,Stimulate,Exuberance,"[ 0.04344844 -0.00129551 -0.0556602  ... -0.01075385 -0.00354191
  0.0256649 ]",4
Active,Energetic,Vigorous,Activate,Liveliness,"[ 0.0548651   0.03132639 -0.04447176 ...  0.00666418 -0.00828539
  0.01922035]",4
Active,Energetic,Active,Motivate,Motivation,"[ 0.02758834  0.02500971 -0.06300045 ...  0.00934751 -0.02700228
  0.01435824]",4
Active,Energetic,Enthusiastic,Drive,Drive,"[ 0.05023465  0.00054454 -0.05440608 ...  0.00985167 -0.01578338
  0.01630112]",4
Active,Proactive,Initiative-taking,Initiate,Initiative,"[-0.00666341 -0.00093787  0.04786158 ... -0.0074311  -0.03700045
  0.00190694]",4
Active,Proactive,Forward-thinking,Anticipate,Foresight,"[ 0.02833957 -0.03315021  0.00914329 ... -0.00472969 -0.02022934
  0.00936686]",4
Active,Proactive,Prepared,Plan ahead,Preparation,"[ 0.01254768 -0.01024702  0.03986803 ...  0.00362505 -0.02744144
  0.00071943]",4
Active,Proactive,Preventive,Act early,Readiness,"[ 0.0070758   0.0183889   0.02873359 ...  0.01776555 -0.01574708
  0.01369892]",4
Active,Proactive,Enterprising,Prepare,Proactivity,"[ 0.02599734 -0.00650714  0.03064752 ... -0.00851233 -0.01886601
  0.00778672]",4
Active,Proactive,Anticipatory,Foresee,Prevention,"[ 0.01668562 -0.00996396  0.00696254 ...  0.00192321 -0.00357303
  0.01481977]",4
Reflective,Thoughtful,Considerate,Think,Thoughtfulness,"[ 0.07306444 -0.04395418 -0.02707427 ... -0.01799176  0.0118116
  0.02581803]",2
Reflective,Thoughtful,Contemplative,Contemplate,Consideration,"[ 0.06859165 -0.03273298 -0.01318291 ... -0.02601852  0.01853711
  0.01743733]",2
Reflective,Thoughtful,Deliberate,Deliberate,Deliberation,"[ 0.05393088 -0.00883473 -0.02878206 ... -0.02729186 -0.00917535
  0.00998431]",2
Reflective,Thoughtful,Introspective,Reflect,Reflection,"[ 0.02986991 -0.02056593 -0.02599683 ... -0.01597826  0.00169537
  0.02020864]",2
Reflective,Thoughtful,Mindful,Meditate,Mindfulness,"[ 0.03803138 -0.02013426 -0.02216679 ... -0.01960226  0.00833471
  0.02544065]",2
Reflective,Thoughtful,Reflective,Ponder,Pondering,"[ 0.02969806 -0.02259205 -0.00942043 ... -0.03380314  0.01317869
  0.01913812]",2
Reflective,Analytical,Logical,Analyze,Analysis,"[ 0.02568058  0.0283185  -0.04508716 ... -0.00090812  0.01561368
  0.03322362]",2
Reflective,Analytical,Examining,Examine,Examination,"[ 0.01909696  0.00464017 -0.01079976 ... -0.00720232 -0.00821527
  0.03578072]",2
Reflective,Analytical,Investigative,Investigate,Investigation,"[ 0.01023101  0.00981146 -0.0360367  ... -0.01333711 -0.00797135
  0.03109049]",2
Reflective,Analytical,Systematic,Systematize,Systematization,"[-0.01085578  0.00243712 -0.02722006 ...  0.01246768  0.01308441
  0.01948294]",2
Reflective,Analytical,Critical,Critique,Criticism,"[ 0.01100224  0.02243736 -0.0382373  ... -0.00792883  0.0199844
  0.01740158]",2
Reflective,Analytical,Evaluative,Assess,Evaluation,"[ 0.00305926  0.00221387 -0.03341798 ... -0.00938592  0.01471983
  0.02871766]",2
Reflective,Patient,Tolerant,Wait,Patience,"[ 0.015593   -0.02293963 -0.02927697 ...  0.00174179  0.01118816
 -0.00257015]",2
Reflective,Patient,Enduring,Endure,Tolerance,"[ 0.03085208  0.00310711 -0.00637179 ... -0.0029899  -0.00112794
 -0.00384306]",2
Reflective,Patient,Persevering,Persevere,Endurance,"[ 0.02456756 -0.01841822  0.009291   ... -0.02298928 -0.01585724
  0.00670769]",2
Reflective,Patient,Steadfast,Maintain,Perseverance,"[ 0.01765081 -0.02031587 -0.00955795 ... -0.02413905 -0.01132303
  0.00641499]",2
Reflective,Patient,Resilient,Sustain,Resilience,"[ 0.00599085  0.02249029  0.02377378 ... -0.02125055 -0.00061258
  0.00361894]",2
Reflective,Patient,Composed,Persist,Composure,"[ 0.05388303 -0.02338797 -0.02364074 ... -0.01364175  0.01466766
 -0.01614707]",2
Reflective,Independent,Self-reliant,Operate independently,Independence,"[ 0.03334082 -0.00425868  0.01841906 ... -0.01366129 -0.04295837
  0.0129254 ]",2
Reflective,Independent,Autonomous,Function autonomously,Autonomy,"[ 0.02102575 -0.00010991  0.00942317 ...  0.00433787 -0.0247559
  0.01309045]",2
Reflective,Independent,Self-sufficient,Govern oneself,Self-governance,"[ 0.05041063 -0.00864584  0.01338663 ...  0.01067972 -0.03061913
 -0.00300644]",2
Reflective,Independent,Self-governing,Stand alone,Individuality,"[ 0.04471542 -0.01350011  0.00793647 ... -0.0148118  -0.02952043
  0.02182714]",2
Reflective,Independent,Individualistic,Self-direct,Self-sufficiency,"[ 0.04127331 -0.00154507 -0.00151026 ... -0.00434512 -0.03510373
  0.00988988]",2
Reflective,Independent,Unconstrained,Sustain oneself,Freedom,"[ 0.0381764   0.00214166  0.03626917 ...  0.00057813 -0.02434898
  0.00783157]",2
Reflective,Self-Aware,Insightful,Recognize,Self-awareness,"[ 0.02910509 -0.02971317 -0.02797184 ... -0.00694114  0.00460209
  0.0247103 ]",2
Reflective,Self-Aware,Conscious,Understand,Consciousness,"[ 0.04955826 -0.01695484 -0.02407268 ...  0.00819084  0.02592545
  0.02012721]",2
Reflective,Self-Aware,Perceptive,Acknowledge,Perception,"[ 0.03776075 -0.03053935 -0.02739721 ... -0.02352467  0.02473742
  0.00901986]",2
Reflective,Self-Aware,Aware,Examine,Observation,"[ 0.03595492 -0.00491775 -0.03473905 ... -0.01626945  0.00274113
  0.01472791]",2
Reflective,Self-Aware,Observant,Comprehend,Insight,"[ 0.03388135 -0.0143305  -0.03609164 ... -0.01919459  0.01252738
  0.01446865]",2
Reflective,Self-Aware,Introspective,Interpret,Recognition,"[ 0.01744239 -0.00351601 -0.03116413 ... -0.00680878  0.01980872
  0.01677267]",2
Reflective,Metacognitive,Self-regulating,Monitor,Metacognition,"[ 0.02247255 -0.00562483 -0.02138776 ... -0.03324009  0.0021813
  0.0110086 ]",2
Reflective,Metacognitive,Strategic,Adjust,Strategy,"[ 0.02302905  0.02815284  0.00290313 ... -0.03043475 -0.00780468
  0.00318662]",2
Reflective,Metacognitive,Mindful,Plan,Self-regulation,"[ 0.04006441 -0.00794888 -0.00769288 ... -0.02734108 -0.00314403
  0.01909779]",2
Reflective,Metacognitive,Knowledgeable,Evaluate,Control,"[ 0.02126506 -0.00635476 -0.03334186 ... -0.03898136  0.01249632
  0.00350578]",2
Reflective,Metacognitive,Deliberate,Control,Planning,"[ 0.04040404  0.00510915 -0.00977673 ... -0.0410388   0.00664776
 -0.00077491]",2
Reflective,Metacognitive,Thoughtful,Regulate,Awareness,"[ 0.03685684 -0.00336272 -0.01726316 ... -0.01795368  0.01314158
  0.02123368]",2
Sensing,Practical,Functional,Utilize,Utility,"[-0.01417986  0.02519816 -0.0371838  ... -0.01514721 -0.02419149
  0.01678304]",4
Sensing,Practical,Useful,Employ,Functionality,"[ 0.01541403  0.01927523 -0.02233649 ... -0.02779755 -0.01627549
  0.00805314]",4
Sensing,Practical,Applicable,Apply,Applicability,"[-0.0184519   0.00872684 -0.0291903  ... -0.01529844 -0.00356749
  0.0320942 ]",4
Sensing,Practical,Pragmatic,Practice,Pragmatism,"[ 0.00493427  0.03084564 -0.00185173 ... -0.03433815 -0.01458638
 -0.01077103]",4
Sensing,Practical,Efficient,Adapt,Efficiency,"[ 0.02472687  0.0032402  -0.00942192 ... -0.03726422  0.01663581
 -0.00585278]",4
Sensing,Practical,Hands-on,Implement,Implementation,"[ 0.00802458  0.04025702  0.00430871 ... -0.0205802  -0.01348017
 -0.03201365]",4
Sensing,Concrete,Real,Realize,Reality,"[ 0.02601949 -0.00181307 -0.02855759 ... -0.00107247 -0.01910587
  0.01831174]",4
Sensing,Concrete,Tangible,Materialize,Tangibility,"[ 0.02111875  0.01843972 -0.02241551 ... -0.0036427  -0.01092988
 -0.00247953]",4
Sensing,Concrete,Actual,Actualize,Actuality,"[ 0.01438185  0.00445242 -0.00963561 ... -0.00134288 -0.0099897
  0.02623237]",4
Sensing,Concrete,Solid,Solidify,Solidity,"[ 0.01453546  0.00545933 -0.02975333 ... -0.00101083 -0.0324284
  0.00760211]",4
Sensing,Concrete,Definite,Define,Definition,"[ 0.02296962 -0.01896159  0.00868648 ...  0.00905813 -0.01747498
 -0.00382584]",4
Sensing,Concrete,Observable,Confirm,Observation,"[ 0.03231559 -0.0037254  -0.05326263 ... -0.02755776 -0.01595367
  0.01301731]",4
Sensing,Detailed,Specific,Detail,Detail,"[-0.01103359  0.04658285 -0.02789768 ... -0.02130201 -0.00269527
  0.00933493]",4
Sensing,Detailed,Particular,Specify,Specificity,"[-0.01629437  0.01342409 -0.02113705 ...  0.00161545 -0.00810303
  0.01053909]",4
Sensing,Detailed,Elaborate,Elaborate,Elaboration,"[ 0.02224201  0.00477261 -0.01418211 ... -0.02708247 -0.00186795
 -0.00442201]",4
Sensing,Detailed,Thorough,Examine,Thoroughness,"[ 0.01215806  0.00640547 -0.03312214 ... -0.01301     0.00394918
  0.00258369]",4
Sensing,Detailed,Meticulous,Describe,Precision,"[ 0.0212353   0.03649865 -0.03158771 ... -0.02514587  0.00974611
 -0.00393709]",4
Sensing,Detailed,Precise,Clarify,Clarification,"[-0.00596966  0.00728991 -0.03947815 ... -0.00581747 -0.01384931
  0.00060305]",4
Sensing,Observant,Watchful,Observe,Observance,"[ 0.03921754  0.02900529 -0.0373351  ... -0.01720866  0.03195445
  0.00523946]",2
Sensing,Observant,Alert,Watch,Alertness,"[ 0.03269171  0.0271941  -0.05253606 ...  0.00040148  0.00957673
 -0.00252648]",2
Sensing,Observant,Attentive,Monitor,Attention,"[ 0.02482366  0.01207911 -0.0426747  ... -0.02745647  0.0181259
 -0.00852047]",2
Sensing,Observant,Vigilant,Notice,Vigilance,"[ 0.02699204  0.02324711 -0.03443429 ... -0.01924829  0.01050484
 -0.00118616]",2
Sensing,Observant,Aware,Detect,Awareness,"[ 0.0293253   0.0124701  -0.04753561 ... -0.02465091  0.00851134
  0.00799366]",2
Sensing,Observant,Perceptive,Scrutinize,Perception,"[ 0.02671429  0.00734857 -0.01770499 ... -0.04059888  0.01866009
 -0.00309338]",2
Sensing,Realistic,Practical,Assess,Realism,"[ 0.01334414  0.0461618  -0.00475265 ... -0.02215511 -0.00604956
  0.00914617]",4
Sensing,Realistic,Sensible,Evaluate,Practicality,"[ 0.03039422  0.01362822 -0.0446781  ... -0.02567976  0.00269286
  0.00662288]",4
Sensing,Realistic,Down-to-earth,Examine,Sensibility,"[ 0.04055084  0.03169295 -0.03831697 ... -0.01337991  0.0003568
  0.01100643]",4
Sensing,Realistic,Grounded,Measure,Groundedness,"[-0.00746276  0.04623139  0.00637163 ... -0.01589541 -0.00176634
  0.01993661]",4
Sensing,Realistic,Rational,Judge,Rationality,"[-0.00493892  0.00601558 -0.04358677 ... -0.0192065   0.02283392
 -0.00714283]",4
Sensing,Realistic,Logical,Analyze,Logic,"[ 0.01950147  0.03868084 -0.05745027 ... -0.01301562  0.00610885
  0.02163902]",4
Sensing,Structured,Organized,Structure,Structure,"[ 0.00115298 -0.00058405 -0.02298836 ... -0.00256039 -0.01520221
  0.0053165 ]",3
Sensing,Structured,Systematic,Organize,Organization,"[-0.00459116 -0.00779809 -0.00721106 ... -0.01068976 -0.0127335
 -0.0005893 ]",3
Sensing,Structured,Methodical,Arrange,Arrangement,"[-0.00652075 -0.00972833 -0.00814092 ... -0.0238111  -0.02548589
 -0.0072926 ]",3
Sensing,Structured,Orderly,Plan,Planning,"[-0.01047827  0.03534805  0.00194228 ... -0.01956613 -0.00332553
 -0.00991207]",3
Sensing,Structured,Disciplined,Regulate,Regulation,"[ 0.01978237  0.0323766  -0.02228325 ... -0.00567564 -0.01023562
 -0.00222945]",4
Sensing,Structured,Well-planned,Standardize,Standardization,"[ 0.01408252 -0.00269852  0.00238766 ...  0.0010178  -0.01889155
 -0.01294393]",3
Intuitive,Inventive,Innovative,Invent,Invention,"[ 0.01841337  0.00253358 -0.02133539 ... -0.05030823 -0.00366992
  0.01900087]",0
Intuitive,Inventive,Creative,Create,Creativity,"[ 0.02904503  0.00451699  0.00486501 ... -0.05185473 -0.00542329
  0.01090457]",0
Intuitive,Inventive,Original,Originate,Originality,"[ 0.02968498 -0.01500542 -0.00018112 ... -0.03699372  0.00749495
 -0.01905549]",0
Intuitive,Inventive,Resourceful,Innovate,Innovation,"[ 0.0140511   0.01884655  0.01655814 ... -0.06005241 -0.0051234
  0.01836554]",0
Intuitive,Inventive,Visionary,Envision,Vision,"[ 0.03378428 -0.01283354 -0.01545706 ... -0.03372449  0.00512744
  0.00837133]",0
Intuitive,Inventive,Imaginative,Redesign,Ingenuity,"[ 0.03679403  0.01712721  0.00298366 ... -0.05064091 -0.01475389
  0.00350329]",0
Intuitive,Abstract,Theoretical,Theorize,Theory,"[-0.03474363 -0.02151752 -0.03376817 ... -0.03345258 -0.0055049
  0.01533482]",0
Intuitive,Abstract,Conceptual,Conceptualize,Concept,"[-0.03312241 -0.02166118 -0.00592598 ... -0.0035268  -0.01208502
  0.03449337]",0
Intuitive,Abstract,Hypothetical,Speculate,Hypothesis,"[-0.0312272  -0.0105651  -0.01725562 ... -0.01480699 -0.03217784
  0.00745391]",0
Intuitive,Abstract,Nonliteral,Abstract,Abstraction,"[-0.01217796  0.01987057 -0.00786141 ... -0.02006348 -0.00657529
  0.05019087]",0
Intuitive,Abstract,Speculative,Imagine,Speculation,"[-0.00106485 -0.00878139 -0.00156397 ... -0.0345386  -0.02381866
  0.01461249]",0
Intuitive,Abstract,Ideational,Interpret,Interpretation,"[-0.00885522  0.01133557 -0.03663514 ... -0.00641189  0.02209363
  0.0161704 ]",0
Intuitive,Inquisitive,Curious,Inquire,Inquisitiveness,"[-0.00085841 -0.02285589 -0.02810027 ... -0.03284876 -0.01863333
  0.01879863]",0
Intuitive,Inquisitive,Questioning,Question,Curiosity,"[-0.0045331  -0.0401726  -0.01670993 ... -0.03570203 -0.00889425
 -0.00188749]",0
Intuitive,Inquisitive,Probing,Probe,Questioning,"[-0.0100486  -0.02983578 -0.00614711 ... -0.04461002  0.00044681
  0.00609796]",0
Intuitive,Inquisitive,Investigative,Investigate,Investigation,"[-0.01249195 -0.01189527 -0.03243469 ... -0.03635133 -0.01489395
  0.01529173]",0
Intuitive,Inquisitive,Exploratory,Explore,Exploration,"[-0.00104499 -0.00902074  0.00838299 ... -0.04991373 -0.02331254
  0.02145307]",0
Intuitive,Inquisitive,Perceptive,Examine,Examination,"[ 0.00702431 -0.0172561  -0.01827293 ... -0.02890472 -0.00871777
  0.01616451]",2
Intuitive,Conceptual,Theoretical,Conceptualize,Conceptualization,"[-0.03967444 -0.01946319 -0.0261691  ... -0.0134853   0.00014412
  0.0205185 ]",0
Intuitive,Conceptual,Abstract,Envision,Theory,"[-0.01091815 -0.01605892 -0.0226988  ...  0.00026547  0.00738601
  0.00915892]",0
Intuitive,Conceptual,Ideational,Ideate,Ideation,"[ 0.01160063 -0.00254758 -0.01850026 ... -0.01734309 -0.00372826
  0.01654753]",0
Intuitive,Conceptual,Notional,Theorize,Notion,"[-0.0122327  -0.01705771 -0.02028773 ... -0.00891592  0.01103813
  0.03673147]",0
Intuitive,Conceptual,Intellectual,Speculate,Philosophy,"[ 0.01303415  0.00596074 -0.03046119 ... -0.02235458  0.0060366
  0.00856902]",0
Intuitive,Conceptual,Philosophical,Develop,Interpretation,"[-0.00252027  0.01612439 -0.02831795 ... -0.00942595  0.03631329
  0.01605753]",0
Intuitive,Spontaneous,Unplanned,React,Spontaneity,"[-0.01681229  0.00960702 -0.03014203 ... -0.04137024 -0.01220392
  0.00474722]",0
Intuitive,Spontaneous,Instinctive,Respond,Instinct,"[-0.02108962  0.02420313 -0.03198691 ... -0.03794958 -0.01957693
  0.00472167]",0
Intuitive,Spontaneous,Unscripted,Express,Impulse,"[-0.00915874  0.01569079 -0.0612842  ... -0.03287594 -0.02457222
  0.00165323]",0
Intuitive,Spontaneous,Impulsive,Improvise,Reaction,"[-0.00765931  0.0134329  -0.02694093 ... -0.05875016 -0.02047992
 -0.00127624]",0
Intuitive,Spontaneous,Natural,Decide,Improvisation,"[-0.0164499   0.00911494 -0.0163164  ... -0.0601037  -0.02333246
 -0.00522867]",0
Intuitive,Spontaneous,Immediate,Act,Decision,"[-0.0157052  -0.00454605 -0.02792201 ... -0.02701651 -0.00649435
  0.01606146]",0
Intuitive,Creative,Artistic,Create,Creativity,"[ 0.03116506  0.00713828  0.0100025  ... -0.04336396 -0.013631
  0.01277026]",0
Intuitive,Creative,Expressive,Design,Expression,"[ 0.0221655   0.01359613 -0.00101244 ... -0.03147322 -0.01146311
  0.00456063]",0
Intuitive,Creative,Inventive,Compose,Design,"[ 0.04765831  0.00513341  0.00270837 ... -0.04631625 -0.01419609
 -0.00689674]",0
Intuitive,Creative,Imaginative,Express,Innovation,"[ 0.02083855  0.00276437  0.00811872 ... -0.06115017 -0.00700555
  0.02005191]",0
Intuitive,Creative,Unconventional,Develop,Vision,"[ 0.01527123 -0.00639905 -0.00479075 ... -0.03799221 -0.02512584
  0.00618663]",0
Intuitive,Creative,Inspiring,Reinvent,Artistry,"[ 0.02002866  0.00819424 -0.00270902 ... -0.03117959 -0.02684824
 -0.0004447 ]",0
Visual,Observant,Watchful,Observe,Observation,"[ 0.02698587  0.02305142 -0.04956136 ... -0.00410896  0.03069822
  0.01434963]",2
Visual,Observant,Alert,Watch,Alertness,"[ 0.00920443  0.01648807 -0.06103506 ...  0.0084438   0.01926938
  0.00396067]",2
Visual,Observant,Attentive,Monitor,Attention,"[ 0.00981409  0.00899204 -0.03585279 ... -0.00667012  0.03348761
 -0.00785992]",2
Visual,Observant,Vigilant,Scrutinize,Vigilance,"[ 0.0130125   0.04297332 -0.01935834 ... -0.00559076  0.01898275
 -0.01070421]",2
Visual,Observant,Aware,Inspect,Awareness,"[ 0.01436926  0.01771906 -0.05520343 ...  0.00235888  0.02020488
  0.01319456]",2
Visual,Observant,Keen-eyed,Survey,Inspection,"[ 0.03062369  0.03938265 -0.04399091 ...  0.01520562  0.01153699
 -0.01193735]",2
Visual,Perceptive,Discerning,Perceive,Perception,"[ 0.01585264 -0.02257426 -0.01283406 ... -0.00223997  0.02956968
  0.00184982]",2
Visual,Perceptive,Sensitive,Discern,Discernment,"[ 0.02353928  0.00125597 -0.00754855 ...  0.00030582  0.0166228
  0.00932853]",2
Visual,Perceptive,Intuitive,Sense,Sensitivity,"[ 0.01652901  0.00373281 -0.03543345 ... -0.01583618  0.02146368
  0.00979157]",0
Visual,Perceptive,Insightful,Detect,Insight,"[ 0.00073169 -0.02016582 -0.03224767 ... -0.00736376  0.01269917
  0.01847553]",2
Visual,Perceptive,Astute,Notice,Awareness,"[-0.01234179 -0.00528562 -0.03921997 ... -0.01816676  0.03308999
  0.01664915]",2
Visual,Perceptive,Sharp-eyed,Identify,Recognition,"[ 0.00624262 -0.00588989 -0.05026434 ...  0.02820388  0.0203115
 -0.009634  ]",2
Visual,Imaginative,Creative,Imagine,Imagination,"[ 0.03832664  0.00649604 -0.02459637 ... -0.03203729 -0.00766976
  0.0249507 ]",0
Visual,Imaginative,Inventive,Create,Creativity,"[ 0.0636417   0.01318575 -0.0154869  ... -0.03551963 -0.00208586
  0.02068214]",0
Visual,Imaginative,Innovative,Innovate,Innovation,"[ 0.02061584  0.00069046 -0.0241299  ... -0.04413078 -0.00135072
  0.0254916 ]",0
Visual,Imaginative,Visionary,Envision,Vision,"[ 0.03312735 -0.01878599 -0.02763082 ... -0.01077083  0.00965227
  0.01125974]",0
Visual,Imaginative,Expressive,Visualize,Expression,"[ 0.01490516 -0.00235116 -0.04737143 ... -0.00405647 -0.00059731
  0.02117491]",0
Visual,Imaginative,Artistic,Design,Artistry,"[ 0.03603623  0.01764336 -0.01163982 ... -0.00646449 -0.00717277
  0.01837788]",0
Visual,Spatial,Geometric,Configure,Configuration,"[-0.03198115  0.04112649  0.05247553 ... -0.01021276  0.01000616
 -0.00551613]",0
Visual,Spatial,Dimensional,Shape,Dimension,"[-0.00103983  0.01098378  0.0369952  ... -0.01822053  0.01690116
  0.0073555 ]",0
Visual,Spatial,Formative,Form,Formation,"[-0.00146541  0.03747998  0.03555129 ... -0.02056793 -0.00785151
  0.0083049 ]",0
Visual,Spatial,Structural,Construct,Structure,"[-0.00471656  0.03104401  0.01323701 ...  0.01513562  0.00074612
  0.01987882]",3
Visual,Spatial,Architectural,Arrange,Arrangement,"[-0.02017297 -0.0011715   0.02688805 ... -0.02831708 -0.02115803
  0.0042871 ]",3
Visual,Spatial,Configurable,Align,Alignment,"[-3.32587250e-02  2.65792646e-02  6.79586604e-02 ...  1.31946842e-06
 -1.66432206e-02  7.37927947e-03]",3
Visual,Visualizing,Seeing,Visualize,Visualization,"[-0.03923139  0.00080691 -0.02130428 ... -0.00030781  0.01889805
  0.00551604]",0
Visual,Visualizing,Depicting,Depict,Depiction,"[-0.05198809  0.02094484 -0.00935705 ...  0.00671223  0.0084287
  0.03366135]",0
Visual,Visualizing,Imagining,Portray,Portrayal,"[-0.01155763 -0.00397141 -0.0429583  ...  0.00690451  0.01528432
  0.01817897]",0
Visual,Visualizing,Projecting,Illustrate,Illustration,"[-0.05045128 -0.00826833  0.01485403 ...  0.00049177 -0.01773656
  0.00939927]",0
Visual,Visualizing,Illustrative,Render,Rendering,"[-0.03355467 -0.00526241 -0.0151091  ...  0.0010774  -0.00591343
  0.03664702]",0
Visual,Visualizing,Representational,Project,Projection,"[-3.96114960e-02  9.13344137e-03  2.10596360e-02 ...  2.54696212e-03
  7.35234935e-03 -2.33907522e-05]",0
Visual,Graphical,Illustrative,Illustrate,Illustration,"[-0.03768084 -0.00194624 -0.03354377 ...  0.01219456 -0.00452492
  0.02890355]",0
Visual,Graphical,Pictorial,Graph,Graph,"[-0.0230129   0.00391051 -0.01474176 ...  0.00182338  0.02450396
  0.00851731]",0
Visual,Graphical,Representational,Diagram,Diagram,"[-0.02333229  0.02166477 -0.02858238 ...  0.0152422   0.02583358
  0.01020055]",0
Visual,Graphical,Expressive,Express visually,Expression,"[ 0.00656282  0.01024151 -0.05549875 ...  0.00961148  0.01754287
 -0.00870143]",0
Visual,Graphical,Diagrammatic,Sketch,Sketch,"[-0.02224788  0.0155523  -0.05168191 ... -0.00419302  0.01138248
  0.00320194]",0
Visual,Graphical,Symbolic,Map,Mapping,"[ 0.00074093  0.04268309  0.0059274  ...  0.00649415 -0.00640391
 -0.00655191]",0
Verbal,Linguistic,Language-based,Articulate,Articulation,"[-0.00642763  0.02450645 -0.02113504 ...  0.02760871 -0.01575212
  0.02301906]",0
Verbal,Linguistic,Semantic,Express,Expression,"[ 0.01384644  0.00186992 -0.05136769 ...  0.01404156  0.0030533
  0.01636134]",0
Verbal,Linguistic,Phonetic,Verbalize,Verbalization,"[-0.01345406  0.00865049 -0.0814164  ...  0.01795232  0.01135759
  0.01426144]",0
Verbal,Linguistic,Lexical,Communicate,Communication,"[ 0.02290631 -0.01043966 -0.04326895 ...  0.0280599  -0.00517677
  0.02922575]",0
Verbal,Linguistic,Grammatical,Pronounce,Pronunciation,"[ 0.01824456 -0.01160628 -0.05579824 ...  0.00041336  0.00446937
  0.03377261]",0
Verbal,Linguistic,Verbiage,Enunciate,Language,"[ 0.01027812 -0.00257296 -0.04503186 ...  0.00892826  0.00281107
  0.0141701 ]",0
Verbal,Expressive,Articulate,Express,Expression,"[ 0.02074748 -0.00379588 -0.04112556 ...  0.00239335  0.01304413
  0.01199752]",0
Verbal,Expressive,Eloquent,Articulate,Articulation,"[ 0.02008449 -0.00882746 -0.02731432 ...  0.01331849  0.00602608
  0.01833225]",0
