Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Reasoning,Thoughtful,Considerate,Contemplate,Thoughtfulness,"[ 0.08382379 -0.05074165 -0.03005059 ... -0.01945489  0.02079407
  0.0165705 ]",0
Reasoning,Thoughtful,Pensive,Consider,Consideration,"[ 0.07373679 -0.04966742 -0.02853554 ... -0.01368327  0.00546656
  0.00141629]",0
Reasoning,Thoughtful,Reflective,Reflect,Reflection,"[ 0.03476365 -0.02106931 -0.00851738 ... -0.0016666   0.00057301
  0.01093233]",0
Reasoning,Inquisitive,Curious,Inquire,Inquisitiveness,"[ 0.01968909 -0.0235909  -0.01337868 ... -0.01701786 -0.02732762
  0.01258331]",0
Reasoning,Inquisitive,Interested,Explore,Curiosity,"[ 0.03060795 -0.02168258 -0.00714575 ... -0.01344257 -0.03414383
 -0.00364102]",0
Reasoning,Inquisitive,Prying,Investigate,Investigation,"[ 0.01355159 -0.00370006 -0.01013615 ... -0.02210855 -0.02725008
  0.00333465]",0
Emotional Stability,Calm,Composed,Soothe,Calmness,"[ 0.05188595 -0.04467884 -0.01487119 ... -0.00091966  0.00939405
 -0.00037598]",1
Emotional Stability,Calm,Cool,Stabilize,Composure,"[ 0.05318261 -0.01099054 -0.00357985 ... -0.0240286   0.00856655
  0.01949765]",1
Emotional Stability,Calm,Serene,Calm,Serenity,"[ 0.0454136  -0.02518908 -0.01823055 ... -0.00959681  0.00355726
  0.0040761 ]",1
Emotional Stability,Relaxed,At ease,Relax,Relaxation,"[ 0.03212527 -0.00554126  0.00518704 ... -0.02387651  0.00105389
  0.00867663]",1
Emotional Stability,Relaxed,Untroubled,Unwind,Ease,"[ 0.03479686 -0.00502573 -0.01150495 ... -0.02259048 -0.00791824
  0.01299459]",1
Emotional Stability,Relaxed,Laid-back,Lounge,Tranquility,"[ 0.03965532 -0.01599589 -0.032577   ... -0.01963259 -0.01297924
  0.00263521]",1
Emotional Stability,Secure,Safe,Secure,Security,"[ 0.03091937 -0.00965718  0.02601218 ... -0.02118701  0.00405287
 -0.01781076]",3
Emotional Stability,Secure,Protected,Protect,Safety,"[ 0.03265252 -0.01622592  0.02835236 ... -0.01641226  0.00469075
 -0.01258512]",3
Emotional Stability,Secure,Shielded,Defend,Protection,"[ 0.0277493  -0.01630039  0.02717686 ... -0.02023595 -0.00561712
 -0.00498743]",3
Emotional Stability,Unworried,Carefree,Disregard,Carefreeness,"[ 0.06384137 -0.00262201  0.01633968 ... -0.02998184  0.00713368
  0.02121489]",3
Emotional Stability,Unworried,Unconcerned,Overlook,Unconcern,"[ 0.02394393 -0.01206477 -0.01225038 ... -0.02964079  0.0003217
  0.00671058]",3
Emotional Stability,Unworried,Nonchalant,Dismiss,Nonchalance,"[ 0.03504445  0.00814581 -0.01490718 ... -0.03440118 -0.00725082
  0.02992623]",3
Dominance,Assertive,Confident,Assert,Assertiveness,"[ 0.0327005  -0.02353972  0.03910725 ... -0.01109585 -0.01190032
  0.01219021]",1
Dominance,Assertive,Bold,Command,Confidence,"[ 0.04762692 -0.03188223  0.03342346 ... -0.00622912 -0.01087169
  0.00387951]",1
Dominance,Assertive,Decisive,Demand,Decisiveness,"[ 0.01529593 -0.00230776  0.03570977 ...  0.0015108  -0.001537
  0.01219482]",1
Dominance,Controlling,Commanding,Control,Control,"[ 0.03018256  0.01664938  0.05356885 ... -0.03861113  0.00385443
  0.02215465]",1
Dominance,Controlling,Dominating,Command,Command,"[ 0.02775171  0.01208126  0.05877678 ... -0.02943146 -0.00522588
  0.0331068 ]",1
Dominance,Controlling,Regulating,Dominate,Domination,"[ 0.02545302  0.01202148  0.05594196 ... -0.03010046 -0.00538485
  0.03548171]",1
Dominance,Forceful,Strong,Push,Force,"[ 0.01530386  0.00358308  0.02069636 ... -0.01278083 -0.02510978
  0.01775911]",1
Dominance,Forceful,Powerful,Compel,Power,"[ 0.03313033 -0.00336092  0.0168722  ... -0.01343635 -0.03172675
 -0.00159091]",1
Dominance,Forceful,Compelling,Drive,Compulsion,"[ 0.02109756  0.02851649  0.01790974 ... -0.01372211 -0.04512212
 -0.00236732]",1
Dominance,Aggressive,Confrontational,Attack,Aggression,"[ 0.01212152  0.00899735  0.06228155 ... -0.00163424 -0.01923571
  0.00842735]",1
Dominance,Aggressive,Combative,Confront,Confrontation,"[ 0.03099758 -0.00863607  0.05346001 ... -0.00097408 -0.02981534
  0.00275914]",1
Dominance,Aggressive,Belligerent,Challenge,Belligerence,"[ 0.02549649  0.00231946  0.03235281 ... -0.0110588  -0.02686212
  0.01048862]",1
Liveliness,Active,Energetic,Energize,Activity,"[ 0.04715546  0.02278663 -0.04122218 ...  0.0016449   0.00111691
  0.01852031]",1
Liveliness,Active,Vigorous,Activate,Vigor,"[ 0.03470207  0.05856353 -0.03521685 ...  0.01404283 -0.00091364
  0.01054537]",1
Liveliness,Active,Dynamic,Mobilize,Dynamism,"[ 0.05673661  0.042178   -0.01923173 ...  0.01211719 -0.01432644
  0.01244671]",1
Liveliness,Spontaneous,Impromptu,Improvise,Spontaneity,"[ 0.02191274  0.0002677  -0.01378545 ... -0.02801722 -0.03141499
 -0.01664332]",1
Liveliness,Spontaneous,Unplanned,React,Impromptuness,"[ 0.03400637  0.00506996 -0.01579289 ... -0.02429448 -0.03084779
 -0.00654224]",1
Liveliness,Spontaneous,Unpredictable,Spontaneate,Unpredictability,"[ 0.03085713 -0.01346585 -0.02398401 ... -0.01699587 -0.01139528
 -0.00176321]",1
Liveliness,Animated,Lively,Animate,Animation,"[ 0.05706922  0.01214386 -0.05701371 ...  0.00783453 -0.01608541
  0.01530821]",1
Liveliness,Animated,Vivacious,Enliven,Vivacity,"[ 0.05825904  0.01624422 -0.03023034 ...  0.0109518  -0.01433895
  0.01576438]",1
Liveliness,Animated,Spirited,Vitalize,Spirit,"[ 0.06138268  0.01273411 -0.04313855 ...  0.01382287 -0.01872966
  0.01458795]",1
Liveliness,Expressive,Emotive,Express,Expression,"[ 0.04920572 -0.00262793 -0.03467659 ...  0.00540689  0.00378143
  0.00451959]",1
Liveliness,Expressive,Demonstrative,Demonstrate,Demonstration,"[ 0.04719382 -0.01394231 -0.0118564  ...  0.0066561  -0.00362138
 -0.01174051]",1
Liveliness,Expressive,Passionate,Display,Passion,"[ 0.05265573 -0.01112748 -0.00502197 ...  0.01294876  0.00874522
 -0.01003625]",1
Rule-Consciousness,Dutiful,Obedient,Obey,Duty,"[ 0.04379179  0.05716952 -0.01431332 ...  0.00535528  0.02382296
  0.00951662]",0
Rule-Consciousness,Dutiful,Compliant,Follow,Compliance,"[ 0.0399559   0.06860352 -0.00596221 ... -0.00615431  0.01427307
  0.00391803]",0
Rule-Consciousness,Dutiful,Conforming,Comply,Conformity,"[ 0.05130383  0.05704176 -0.00082228 ... -0.00679621  0.02220635
  0.00955618]",0
Rule-Consciousness,Responsible,Reliable,Respond,Responsibility,"[ 0.04206982  0.04739329 -0.00079852 ... -0.00012893  0.01739481
  0.00560763]",0
Rule-Consciousness,Responsible,Accountable,Account,Reliability,"[ 0.06903761  0.04462684 -0.00364122 ... -0.00448599  0.02337666
  0.00890643]",0
Rule-Consciousness,Responsible,Dependable,Uphold,Accountability,"[ 0.0412368   0.04799212  0.004424   ... -0.00494166  0.00587419
  0.00277005]",0
Rule-Consciousness,Conforming,Compliant,Conform,Conformity,"[ 0.04564737  0.0573533   0.01217933 ... -0.01165572  0.01622476
  0.01230126]",0
Rule-Consciousness,Conforming,Obedient,Accommodate,Compliance,"[ 0.04008381  0.0583345   0.00949205 ... -0.01442848  0.01602224
  0.00647025]",0
Rule-Consciousness,Conforming,Accordant,Adjust,Accordance,"[ 0.04642178  0.06652342  0.03522849 ... -0.01937856  0.00675357
  0.0206078 ]",0
Rule-Consciousness,Moralistic,Righteous,Uphold,Morality,"[ 0.06012141  0.04141942 -0.00902096 ... -0.00766644 -0.00741892
 -0.00305454]",0
Rule-Consciousness,Moralistic,Principled,Adhere,Principle,"[ 0.05233721  0.06131881 -0.01096365 ...  0.0098063   0.00284833
 -0.00257978]",0
Rule-Consciousness,Moralistic,Ethical,Observe,Ethics,"[ 0.06444013  0.05399546 -0.04926985 ... -0.0100822  -0.00115204
  0.00928341]",0
Social Boldness,Uninhibited,Open,Act freely,Openness,"[ 0.0374894  -0.01964844  0.02331012 ... -0.01163948 -0.0411355
  0.0229829 ]",1
Social Boldness,Uninhibited,Unrestrained,Express openly,Freedom,"[ 0.04389478 -0.0273906   0.02729538 ...  0.00172977 -0.03183403
  0.02090001]",1
Social Boldness,Uninhibited,Free,Behave uninhibitedly,Uninhibitedness,"[ 0.0203479  -0.04060828  0.0187434  ... -0.01365278 -0.01769319
  0.04025821]",1
Social Boldness,Courageous,Brave,Face fear,Courage,"[ 0.02502195 -0.06363276  0.02615188 ...  0.00251632 -0.0235352
  0.00639673]",1
Social Boldness,Courageous,Fearless,Stand up,Bravery,"[ 0.02873245 -0.03578524  0.02554336 ... -0.01458088 -0.0147112
  0.01549314]",1
Social Boldness,Courageous,Valiant,Challenge,Valor,"[ 0.0310599  -0.03448383  0.01580509 ... -0.00557534 -0.01899973
  0.02382992]",1
Social Boldness,Self-assured,Confident,Assert,Self-assurance,"[ 0.02560534 -0.0630471   0.00956426 ...  0.0038876  -0.0300591
  0.01475779]",1
Social Boldness,Self-assured,Certain,Display confidence,Confidence,"[ 0.01978716 -0.06904587  0.01445687 ...  0.00608955 -0.01605286
  0.01413922]",1
Social Boldness,Self-assured,Bold,Project assurance,Certainty,"[ 0.01812566 -0.04552352  0.01944171 ... -0.00265828 -0.03933208
  0.00308824]",1
Social Boldness,Adventurous,Daring,Explore,Adventure,"[ 0.02059834 -0.03062688  0.01865879 ... -0.00513079 -0.04630868
  0.03020589]",1
Social Boldness,Adventurous,Venturesome,Take risks,Daringness,"[ 0.02616182 -0.02228378  0.04656624 ... -0.01399076 -0.03323177
  0.01582536]",1
Social Boldness,Adventurous,Audacious,Venture,Audacity,"[ 0.01350502 -0.02382319  0.01121643 ... -0.01618415 -0.02602586
  0.0058855 ]",1
Sensitivity,Aesthetic,Artistic,Appreciate art,Aesthetic sense,"[ 0.04725741 -0.01228273 -0.03833723 ... -0.00229122 -0.00031611
 -0.00652586]",2
Sensitivity,Aesthetic,Tasteful,Cultivate taste,Art appreciation,"[ 3.57926004e-02 -1.76827051e-02 -2.66384836e-02 ... -1.00924149e-02
 -4.70817249e-05 -2.57230718e-02]",2
Sensitivity,Aesthetic,Refined,Refine senses,Refinement,"[ 0.03570164  0.02052477 -0.02701865 ... -0.01316406 -0.01986363
 -0.01490507]",2
Sensitivity,Tender-minded,Compassionate,Empathize,Compassion,"[ 0.04348449 -0.03389363  0.00337456 ... -0.02767733  0.01405328
 -0.02424357]",2
Sensitivity,Tender-minded,Sympathetic,Comfort,Sympathy,"[ 0.03384149 -0.03037363 -0.01144243 ... -0.01705527  0.01669653
 -0.02439457]",2
Sensitivity,Tender-minded,Warm,Sympathize,Warmth,"[ 0.03407365 -0.03552548 -0.02066641 ... -0.02312564  0.01970346
 -0.0293626 ]",2
Sensitivity,Intuitive,Insightful,Intuit,Intuition,"[ 0.00867955 -0.01811254 -0.01197206 ... -0.01153507 -0.00852133
  0.02811814]",2
Sensitivity,Intuitive,Perceptive,Perceive deeply,Perceptiveness,"[ 0.01338467 -0.03556949 -0.01425414 ... -0.03383053  0.0212363
  0.00478541]",2
Sensitivity,Intuitive,Astute,Understand intuitively,Insight,"[-0.01355899 -0.02747498 -0.03193038 ... -0.00808256  0.00408769
  0.01700764]",2
Sensitivity,Cultured,Civilized,Cultivate culture,Culture,"[ 0.06089892 -0.01084163 -0.00775472 ... -0.02797694 -0.01234762
 -0.01178568]",2
Sensitivity,Cultured,Polished,Educate oneself,Polish,"[ 0.01145663 -0.00277354 -0.07009503 ... -0.02245625 -0.02099069
 -0.01262278]",2
Sensitivity,Cultured,Sophisticated,Polish manners,Sophistication,"[ 0.02344938 -0.0052046  -0.06430605 ... -0.02770177 -0.01702489
 -0.01687193]",2
Vigilance,Suspicious,Distrustful,Suspect,Suspicion,"[ 0.00507034  0.00115177 -0.04597504 ...  0.00184301 -0.00363638
 -0.00844199]",3
Vigilance,Suspicious,Doubtful,Scrutinize,Distrust,"[ 0.00737081  0.01408875 -0.03142703 ... -0.00360565 -0.00528606
 -0.00359452]",3
Vigilance,Suspicious,Wary,Watch carefully,Wariness,"[ 0.01773746  0.01272692 -0.02112158 ... -0.005718   -0.00175588
 -0.00633793]",3
Vigilance,Wary,Cautious,Be cautious,Wariness,"[ 0.03676486  0.02087276  0.0118255  ... -0.00389025 -0.00670088
 -0.00196132]",3
Vigilance,Wary,Vigilant,Guard,Vigilance,"[ 0.02319792  0.02222035 -0.00678093 ... -0.0044495   0.01169982
 -0.01386444]",3
Vigilance,Wary,Guarded,Keep watch,Guardedness,"[ 0.03649645  0.01443114 -0.00585689 ... -0.01367198  0.01567985
 -0.01846107]",3
Vigilance,Prudent,Cautious,Act prudently,Prudence,"[ 0.05281103  0.01271956  0.02076343 ...  0.00225257  0.01567561
 -0.00986298]",3
Vigilance,Prudent,Wise,Manage wisely,Wisdom,"[ 0.05234453  0.02254951  0.03500095 ... -0.00660725  0.0139419
 -0.01139599]",3
Vigilance,Prudent,Discreet,Decide carefully,Discretion,"[ 0.06386029  0.02114909 -0.01703321 ... -0.00855933  0.01234053
 -0.00957762]",3
Vigilance,Skeptical,Doubtful,Question,Skepticism,"[ 0.04171469  0.02513693 -0.04736074 ...  0.00379532  0.01674294
 -0.02752449]",3
Vigilance,Skeptical,Disbelieving,Doubt,Doubt,"[ 0.0469585   0.03768275 -0.05217611 ...  0.00564097  0.00681569
 -0.02114506]",3
Vigilance,Skeptical,Unconvinced,Disbelieve,Disbelief,"[ 0.04264851  0.02003329 -0.05795345 ...  0.02555489 -0.00768358
 -0.01855568]",3
Abstractedness,Imaginative,Creative,Imagine,Imagination,"[ 0.03310758 -0.01170788 -0.03609869 ... -0.03533625 -0.00895869
  0.0333715 ]",2
Abstractedness,Imaginative,Inventive,Create,Creativity,"[ 5.14946915e-02 -5.85974476e-06 -2.29305420e-02 ... -4.39245291e-02
 -3.04970331e-03  2.58793831e-02]",2
Abstractedness,Imaginative,Innovative,Invent,Inventiveness,"[ 0.03545412 -0.00047442 -0.03852109 ... -0.04572846  0.00201845
  0.02666727]",2
Abstractedness,Idea-oriented,Conceptual,Theorize,Conceptualization,"[-0.00965658 -0.01997779 -0.03474284 ... -0.00388023 -0.00353814
  0.02521658]",0
Abstractedness,Idea-oriented,Theoretical,Speculate,Theorizing,"[ 0.00382619 -0.01482869 -0.0280751  ... -0.0143176  -0.01020085
  0.00366517]",0
Abstractedness,Idea-oriented,Intellectual,Conceptualize,Intellect,"[ 0.00637079 -0.00536396 -0.04327278 ... -0.00631524  0.00149462
  0.01934499]",0
Abstractedness,Artistic,Creative,Create art,Artistry,"[ 0.03134149 -0.00483514 -0.01607028 ... -0.02752369 -0.01140901
  0.02903305]",2
Abstractedness,Artistic,Expressive,Express visually,Expression,"[-0.00652729  0.00306684 -0.04971093 ...  0.00303587 -0.00837505
  0.00203545]",2
Abstractedness,Artistic,Inventive,Design,Creativity,"[ 0.03658155  0.00720391 -0.00584998 ... -0.02894702 -0.00751776
  0.01640769]",2
Abstractedness,Innovative,Creative,Innovate,Innovation,"[ 0.01662975 -0.0034007  -0.01802796 ... -0.04962152 -0.00727738
  0.0284104 ]",2
Abstractedness,Innovative,Original,Pioneer,Originality,"[ 0.03287229 -0.04066914 -0.01164571 ... -0.02504241 -0.00785466
  0.00403677]",2
Abstractedness,Innovative,Pioneering,Initiate,Pioneering,"[-0.00045167 -0.04124577  0.01335675 ... -0.03240965 -0.0230686
  0.02196408]",2
Privateness,Discreet,Cautious,Act discreetly,Discretion,"[ 8.02250728e-02  2.87244184e-05  2.15439172e-03 ... -2.76872087e-02
 -7.15689687e-03 -4.84834472e-03]",3
Privateness,Discreet,Careful,Maintain secrecy,Carefulness,"[ 0.09052871 -0.00396452  0.02812301 ... -0.03705144 -0.00115494
 -0.01046058]",3
Privateness,Discreet,Prudent,Handle sensitively,Prudence,"[ 0.08127162 -0.00339757  0.00113583 ... -0.02181117 -0.00208699
 -0.0113345 ]",3
Privateness,Confidential,Private,Keep confidential,Confidentiality,"[ 0.05043162 -0.00519541  0.01984149 ... -0.02776966 -0.00212412
 -0.00345367]",3
Privateness,Confidential,Secret,Protect information,Privacy,"[ 0.05712963 -0.0166033   0.02227506 ... -0.02662845 -0.02385437
 -0.00625199]",3
Privateness,Confidential,Classified,Secure secrets,Secrecy,"[ 0.04533777  0.00082916  0.04191605 ... -0.02337682 -0.02480746
 -0.03259481]",3
Privateness,Unrevealing,Uninformative,Withhold information,Secretiveness,"[ 0.03941024 -0.02694705  0.0107154  ... -0.01923314 -0.01917414
  0.02185852]",3
Privateness,Unrevealing,Undisclosed,Hide details,Non-disclosure,"[ 0.01648407 -0.00215964  0.01984036 ... -0.02387641 -0.00147192
  0.01907564]",3
Privateness,Unrevealing,Concealed,Obscure facts,Concealment,"[ 0.03976068 -0.02566696  0.01100652 ... -0.02918666 -0.01353444
  0.00825489]",3
Privateness,Secretive,Covert,Keep secrets,Secrecy,"[ 0.04778607 -0.01757682  0.0310095  ... -0.02978056 -0.02723692
  0.00419414]",3
Privateness,Secretive,Hidden,Cover up,Covert actions,"[ 0.02664263 -0.01405155  0.02504938 ... -0.03165841 -0.03519896
 -0.01110847]",3
Privateness,Secretive,Concealed,Disguise,Concealment,"[ 0.06291535 -0.00998061  0.00338628 ... -0.0323882  -0.02318803
 -0.0079995 ]",3
Apprehension,Worrying,Anxious,Worry,Anxiety,"[-0.00157787 -0.02317136 -0.02520393 ... -0.01411588  0.0061538
  0.02354984]",3
Apprehension,Worrying,Nervous,Fret,Nervousness,"[-0.01011788 -0.02555823 -0.02481647 ... -0.01415853  0.03029509
  0.01764611]",3
Apprehension,Worrying,Uneasy,Stress,Unease,"[ 0.00412375 -0.02631447 -0.03009009 ... -0.01206618 -0.00671141
  0.01417651]",3
Apprehension,Self-doubting,Insecure,Question oneself,Self-doubt,"[ 0.01350106 -0.05065687  0.00310852 ... -0.02136738  0.01298501
  0.03578897]",3
Apprehension,Self-doubting,Uncertain,Hesitate,Insecurity,"[ 0.00522769 -0.03417367  0.01748486 ... -0.01819563 -0.01580745
  0.01930443]",3
Apprehension,Self-doubting,Doubtful,Doubt,Uncertainty,"[ 0.01310779 -0.02712716 -0.01131401 ... -0.01500448 -0.00253996
  0.01893755]",3
Apprehension,Fearful,Afraid,Fear,Fear,"[-0.01983984 -0.02145422 -0.01601632 ...  0.00555827  0.01257514
  0.00477232]",3
Apprehension,Fearful,Frightened,Cower,Fright,"[ 0.00143983 -0.01870057 -0.0294458  ... -0.01402543 -0.01102836
  0.02782987]",3
Apprehension,Fearful,Terrified,Shrink,Terror,"[-0.02469601  0.00306353 -0.04624365 ... -0.01004449  0.01099767
  0.00450233]",3
Apprehension,Insecure,Uncertain,Feel insecure,Insecurity,"[ 0.01853095 -0.03717286 -0.02968281 ... -0.02591004 -0.01055543
  0.01151249]",3
Apprehension,Insecure,Unsure,Waver,Uncertainty,"[-0.00292308 -0.03059812 -0.02249775 ... -0.01442694 -0.00807081
  0.02158128]",3
Apprehension,Insecure,Unconfident,Lack confidence,Lack of confidence,"[ 0.01333357 -0.05655762  0.00394116 ... -0.02041004 -0.01588652
  0.02145289]",3
Openness to Change,Flexible,Adaptable,Adapt,Flexibility,"[ 0.01217257  0.02751599  0.05139678 ... -0.0230715  -0.0307797
 -0.00923391]",2
Openness to Change,Flexible,Versatile,Flex,Adaptability,"[ 0.01135547  0.01876414  0.04884334 ... -0.02610546 -0.03962965
 -0.00649942]",2
Openness to Change,Flexible,Accommodating,Adjust,Versatility,"[ 0.00769063  0.01799034  0.05494089 ... -0.03863074 -0.02805783
 -0.01558616]",2
Openness to Change,Liberal,Progressive,Advocate,Liberalism,"[ 0.02595301 -0.00631161  0.02940435 ... -0.01504188 -0.04573708
 -0.01846604]",2
Openness to Change,Liberal,Broad-minded,Support,Progressiveness,"[ 0.02780871 -0.01006451  0.04306872 ... -0.0278513  -0.05118847
 -0.01511806]",2
Openness to Change,Liberal,Unbiased,Promote,Open-mindedness,"[ 0.02166667 -0.01818745  0.01372587 ... -0.01695949 -0.04095929
 -0.01264799]",2
Openness to Change,Receptive,Open,Receive,Receptiveness,"[ 0.01981995 -0.0133647   0.01096291 ... -0.0138602  -0.01774161
  0.00191662]",2
Openness to Change,Receptive,Welcoming,Welcome,Openness,"[ 0.01205602 -0.00790308  0.04419615 ... -0.01396582 -0.0266538
 -0.0097851 ]",2
Openness to Change,Receptive,Accepting,Embrace,Acceptance,"[ 0.02443112 -0.00151316  0.03907325 ... -0.015428   -0.03295168
 -0.00063465]",2
Openness to Change,Willing to Experiment,Innovative,Experiment,Willingness to experiment,"[-0.00513632 -0.00936052  0.05286399 ... -0.04851687 -0.03495802
 -0.01375292]",2
Openness to Change,Willing to Experiment,Adventurous,Try new things,Adventurousness,"[-0.00191623  0.00190464  0.05480611 ... -0.03275128 -0.04789577
 -0.0162565 ]",2
Openness to Change,Willing to Experiment,Daring,Explore,Innovation,"[ 0.01431795 -0.00263409  0.05200363 ... -0.0466833  -0.03419095
 -0.01477435]",2
Self-Reliance,Individualistic,Independent,Act independently,Individualism,"[ 0.03749647 -0.0020321   0.00460007 ... -0.00572747 -0.02892267
  0.02794837]",4
Self-Reliance,Individualistic,Autonomous,Function alone,Independence,"[ 0.04108413  0.00216111  0.03798719 ... -0.00914164 -0.03591309
  0.01461811]",4
Self-Reliance,Individualistic,Self-sufficient,Rely on oneself,Autonomy,"[ 0.02117102 -0.01295043  0.03709258 ... -0.00642192 -0.03781205
  0.01340343]",4
Self-Reliance,Self-sufficient,Independent,Maintain self-sufficiency,Self-sufficiency,"[ 0.04197864 -0.01356871  0.01043032 ...  0.00970113 -0.0456675
  0.01268224]",4
Self-Reliance,Self-sufficient,Self-contained,Manage alone,Self-reliance,"[ 0.0575911  -0.01326254  0.02350685 ... -0.0056082  -0.03496797
 -0.00265455]",4
Self-Reliance,Self-sufficient,Self-reliant,Sustain oneself,Independence,"[ 0.0516581  -0.01723784  0.04079438 ... -0.00151732 -0.04298375
  0.00897227]",4
Self-Reliance,Solitary,Alone,Isolate,Solitariness,"[ 0.01758856 -0.04682723  0.03242758 ... -0.0020657  -0.03934395
  0.02053652]",4
Self-Reliance,Solitary,Solo,Separate,Isolation,"[ 0.03386474 -0.03213268  0.03813516 ... -0.00497594 -0.03953873
  0.0091381 ]",4
Self-Reliance,Solitary,Single,Solitude,Loneliness,"[ 0.03251402 -0.03456215  0.03669562 ...  0.0033691  -0.03299761
  0.01395998]",4
Self-Reliance,Self-serving,Selfish,Serve oneself,Selfishness,"[ 0.03245774 -0.03409354 -0.00760504 ...  0.00729653 -0.01934263
  0.00588673]",4
Self-Reliance,Self-serving,Self-interested,Prioritize oneself,Self-interest,"[ 0.01690715 -0.00587776  0.03234035 ...  0.0090316  -0.01415432
  0.00026621]",4
Self-Reliance,Self-serving,Egocentric,Focus on oneself,Egocentrism,"[ 0.03369493 -0.00265405  0.02761753 ... -0.01421905 -0.0093597
  0.00136629]",4
Perfectionism,Organized,Orderly,Organize,Organization,"[ 0.01941996 -0.01066107 -0.00174828 ... -0.03090679  0.00083958
 -0.02537719]",3
Perfectionism,Organized,Methodical,Arrange,Orderliness,"[ 0.0106298  -0.00983331  0.01158261 ... -0.03945233 -0.00470823
 -0.03141299]",3
Perfectionism,Organized,Structured,Systematize,Methodicalness,"[-0.00196036  0.0055872  -0.00133284 ... -0.0225286   0.00223696
 -0.02142222]",3
Perfectionism,Precise,Exact,Measure precisely,Precision,"[ 0.02309448  0.02056213  0.02004655 ... -0.04003245  0.01581585
 -0.01301055]",3
Perfectionism,Precise,Accurate,Calibrate,Accuracy,"[ 0.02736228  0.02619005  0.01225441 ... -0.03621569  0.01425954
 -0.0273777 ]",3
Perfectionism,Precise,Meticulous,Detail,Meticulousness,"[ 0.02341956  0.03914434  0.01741529 ... -0.04258367  0.01178994
 -0.01837714]",3
Perfectionism,High Standards,Exacting,Uphold standards,High standards,"[-0.00316059 -0.00224568  0.05078113 ... -0.03175711 -0.01182574
 -0.03130344]",3
Perfectionism,High Standards,Demanding,Demand perfection,Exactingness,"[ 0.00444731  0.00068702  0.04408769 ... -0.02619467  0.00611876
 -0.03403676]",3
Perfectionism,High Standards,Rigorous,Enforce rigor,Rigor,"[ 0.01584721  0.02641727  0.01177514 ... -0.03975981  0.01134194
 -0.02000593]",3
Perfectionism,Detail Oriented,Meticulous,Focus on details,Attention to detail,"[ 0.00076196  0.03146713  0.01851419 ... -0.03739167  0.00369236
 -0.02783416]",3
Perfectionism,Detail Oriented,Thorough,Fine-tune,Thoroughness,"[ 0.00284036  0.02207325  0.00895168 ... -0.03801252  0.01016034
 -0.01683066]",3
