Factor,Adjective,Synonym,Verb,Noun
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Schizophrenia and Mood Disorder,Experience,Psychosis
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Psychotic and Affective Symptoms,Have,Mood Episodes
Schizophrenia Spectrum and Other Psychotic Disorders,Schizoaffective Disorder,Mixed Psychosis,Show,Symptoms
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Atypical Psychosis,Experience,Symptoms
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Subthreshold Psychosis,Have,Psychosis
Schizophrenia Spectrum and Other Psychotic Disorders,Other Specified Schizophrenia Spectrum and Other Psychotic Disorder,Unspecified Psychotic Symptoms,Show,Delusions
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Unspecified Psychosis,Experience,Symptoms
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Psychotic Symptoms,Have,Psychosis
Schizophrenia Spectrum and Other Psychotic Disorders,Unspecified Schizophrenia Spectrum and Other Psychotic Disorder,Undifferentiated Psychosis,Show,Delusions
Bipolar and Related Disorders,Bipolar I Disorder,Bipolar Disorder,Experience,Mania
Bipolar and Related Disorders,Bipolar I Disorder,Mania,Have,Depression
Bipolar and Related Disorders,Bipolar I Disorder,Manic-Depressive Illness,Show,Mood Episodes
Bipolar and Related Disorders,Bipolar II Disorder,Bipolar Disorder,Experience,Hypomania
Bipolar and Related Disorders,Bipolar II Disorder,Hypomania,Have,Depression
Bipolar and Related Disorders,Bipolar II Disorder,Recurrent Depression,Show,Mood Episodes
Bipolar and Related Disorders,Cyclothymic Disorder,Cyclothymia,Experience,Mood Swings
Bipolar and Related Disorders,Cyclothymic Disorder,Mood Instability,Have,Hypomanic Symptoms
Bipolar and Related Disorders,Cyclothymic Disorder,Mild Bipolar Disorder,Show,Depressive Symptoms
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Substance-Induced Mood Disorder,Experience,Mood Episodes
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Medication-Induced Mood Disorder,Have,Mania
Bipolar and Related Disorders,Substance/Medication-Induced Bipolar and Related Disorder,Secondary Bipolar Disorder,Show,Depression
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Secondary Bipolar Disorder,Experience,Mood Episodes
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Medical Condition-Induced Mood Disorder,Have,Mania
Bipolar and Related Disorders,Bipolar and Related Disorder Due to Another Medical Condition,Mood Disorder Due to Illness,Show,Depression
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Atypical Bipolar Disorder,Experience,Mood Episodes
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Subthreshold Bipolar Disorder,Have,Mania
Bipolar and Related Disorders,Other Specified Bipolar and Related Disorder,Unspecified Mood Disorder,Show,Depression
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Unspecified Mood Disorder,Experience,Mood Episodes
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Bipolar Symptoms,Have,Mania
Bipolar and Related Disorders,Unspecified Bipolar and Related Disorder,Mood Disturbance,Show,Depression
Depressive Disorders,Disruptive Mood Dysregulation Disorder,DMDD,Exhibit,Temper Outbursts
Depressive Disorders,Disruptive Mood Dysregulation Disorder,Childhood Mood Disorder,Show,Irritability
Depressive Disorders,Disruptive Mood Dysregulation Disorder,Temper Dysregulation,Have,Mood Dysregulation
Depressive Disorders,Major Depressive Disorder,MDD,Experience,Depressed Mood
Depressive Disorders,Major Depressive Disorder,Clinical Depression,Have,Anhedonia
Depressive Disorders,Major Depressive Disorder,Unipolar Depression,Show,Sleep Disturbance
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Dysthymia,Experience,Depressed Mood
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Chronic Depression,Have,Low Self-Esteem
Depressive Disorders,Persistent Depressive Disorder (Dysthymia),Persistent Low Mood,Show,Fatigue
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),PMDD,Experience,Mood Lability
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),Premenstrual Mood Disorder,Have,Irritability
Depressive Disorders,Premenstrual Dysphoric Disorder (PMDD),Severe PMS,Show,Depressed Mood
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Substance-Induced Depression,Experience,Depressed Mood
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Medication-Induced Depression,Have,Anhedonia
Depressive Disorders,Substance/Medication-Induced Depressive Disorder,Secondary Depression,Show,Symptoms
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Secondary Depression,Experience,Depressed Mood
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Medical Condition-Induced Depression,Have,Anhedonia
Depressive Disorders,Depressive Disorder Due to Another Medical Condition,Depression Due to Illness,Show,Symptoms
Depressive Disorders,Other Specified Depressive Disorder,Atypical Depression,Experience,Depressed Mood
Depressive Disorders,Other Specified Depressive Disorder,Subthreshold Depression,Have,Anhedonia
Depressive Disorders,Other Specified Depressive Disorder,Unspecified Depressive Symptoms,Show,Symptoms
Depressive Disorders,Unspecified Depressive Disorder,Unspecified Depression,Experience,Depressed Mood
Depressive Disorders,Unspecified Depressive Disorder,Depressive Symptoms,Have,Anhedonia
Depressive Disorders,Unspecified Depressive Disorder,Mood Disturbance,Show,Symptoms
Anxiety Disorders,Separation Anxiety Disorder,Separation Anxiety,Experience,Anxiety
Anxiety Disorders,Separation Anxiety Disorder,Fear of Separation,Have,Fear
Anxiety Disorders,Separation Anxiety Disorder,Attachment Anxiety,Show,Distress
Anxiety Disorders,Selective Mutism,Situational Mutism,Exhibit,Mutism
Anxiety Disorders,Selective Mutism,Social Mutism,Show,Silence
Anxiety Disorders,Selective Mutism,Non-speaking in Specific Situations,Have,Anxiety
Anxiety Disorders,Specific Phobia,Phobia,Experience,Fear
Anxiety Disorders,Specific Phobia,Irrational Fear,Have,Anxiety
Anxiety Disorders,Specific Phobia,Specific Fear,Show,Avoidance
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Social Phobia,Experience,Anxiety
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Social Fear,Have,Fear
Anxiety Disorders,Social Anxiety Disorder (Social Phobia),Performance Anxiety,Show,Avoidance
Anxiety Disorders,Panic Disorder,Panic Attacks,Experience,Panic Attacks
Anxiety Disorders,Panic Disorder,Anxiety Disorder,Have,Palpitations
Anxiety Disorders,Panic Disorder,Acute Anxiety,Show,Sweating
Anxiety Disorders,Agoraphobia,Fear of Public Places,Experience,Anxiety
Anxiety Disorders,Agoraphobia,Open Spaces Anxiety,Have,Avoidance
Anxiety Disorders,Agoraphobia,Crowd Phobia,Show,Panic
Anxiety Disorders,Generalized Anxiety Disorder (GAD),GAD,Experience,Worry
Anxiety Disorders,Generalized Anxiety Disorder (GAD),Worry Disorder,Have,Tension
Anxiety Disorders,Generalized Anxiety Disorder (GAD),Chronic Anxiety,Show,Sleep Disturbance
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Drug-Induced Anxiety,Experience,Anxiety
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Medication Anxiety,Have,Panic
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Secondary Anxiety,Show,Tremor
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Medical Anxiety,Experience,Anxiety
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Secondary Medical Anxiety,Have,Fear
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Illness Anxiety,Show,Somatic Symptoms
Anxiety Disorders,Other Specified Anxiety Disorder,Atypical Anxiety,Experience,Anxiety
Anxiety Disorders,Other Specified Anxiety Disorder,Subthreshold Anxiety,Have,Worry
Anxiety Disorders,Other Specified Anxiety Disorder,Unspecified Anxiety,Show,Distress
Anxiety Disorders,Unspecified Anxiety Disorder,Unspecified Anxiety,Experience,Anxiety
Anxiety Disorders,Unspecified Anxiety Disorder,Non-specific Anxiety,Have,Worry
Anxiety Disorders,Unspecified Anxiety Disorder,Anxiety NOS,Show,Distress
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),OCD,Experience,Obsessions
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),Obsessions,Perform,Compulsions
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),Compulsions,Repeat,Anxiety
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,BDD,Preoccupy,Preoccupation
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,Body Image Disorder,Obsess,Distress
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,Dysmorphophobia,Compensate,Appearance Concerns
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Compulsive Hoarding,Collect,Clutter
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Clutter Disorder,Fail to Discard,Difficulty Discarding
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Hoarding,Acquire,Distress
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Hair Pulling Disorder,Pull,Hair Pulling
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Trichotillomania,Experience Urges,Urges
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Hair-Pulling,Compel,Bald Patches
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Skin-Picking Disorder,Pick,Skin Lesions
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Dermatillomania,Scratch,Urges
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Skin Excoriation,Compel,Distress
Obsessive-Compulsive and Related Disorders,Substance/Medication-Induced Obsessive-Compulsive and Related Disorder,Drug-Induced OCD,Experience,Obsessions
Obsessive-Compulsive and Related Disorders,Substance/Medication-Induced Obsessive-Compulsive and Related Disorder,Medication-Caused Compulsions,Have,Compulsions
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive and Related Disorder Due to Another Medical Condition,Medical Condition-Induced OCD,Experience,Obsessions
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive and Related Disorder Due to Another Medical Condition,Secondary OCD,Have,Compulsions
Obsessive-Compulsive and Related Disorders,Other Specified Obsessive-Compulsive and Related Disorder,Atypical OCD,Experience,Obsessions
Obsessive-Compulsive and Related Disorders,Other Specified Obsessive-Compulsive and Related Disorder,Subthreshold OCD,Have,Compulsions
Obsessive-Compulsive and Related Disorders,Unspecified Obsessive-Compulsive and Related Disorder,Unspecified OCD,Experience,Obsessions
Obsessive-Compulsive and Related Disorders,Unspecified Obsessive-Compulsive and Related Disorder,OCD NOS,Have,Compulsions
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),PTSD,Experience,Intrusive Memories
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),Trauma Disorder,Re-experience,Avoidance
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),Stress Disorder,Avoid,Hyperarousal
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,ASD,Experience,Intrusive Symptoms
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,Acute Trauma Response,Have,Dissociation
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,Stress Reaction,Show,Avoidance
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Adjustment Disorder,Experience,Emotional Symptoms
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Stress Response Syndrome,Have,Behavioral Symptoms
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Situational Distress,Show,Distress
Trauma- and Stressor-Related Disorders,Other Specified Trauma- and Stressor-Related Disorder,Atypical Trauma Disorder,Experience,Symptoms
Trauma- and Stressor-Related Disorders,Other Specified Trauma- and Stressor-Related Disorder,Subthreshold Stress Disorder,Have,Distress
Trauma- and Stressor-Related Disorders,Unspecified Trauma- and Stressor-Related Disorder,Unspecified Trauma Disorder,Experience,Symptoms
Trauma- and Stressor-Related Disorders,Unspecified Trauma- and Stressor-Related Disorder,Stress Symptoms NOS,Have,Distress
Dissociative Disorders,Dissociative Identity Disorder,DID,Experience,Multiple Identities
Dissociative Disorders,Dissociative Identity Disorder,Multiple Personality Disorder,Have,Memory Gaps
Dissociative Disorders,Dissociative Identity Disorder,Identity Fragmentation,Show,Amnesia
Dissociative Disorders,Dissociative Amnesia,Psychogenic Amnesia,Forget,Memory Loss
Dissociative Disorders,Dissociative Amnesia,Selective Amnesia,Have memory gaps,Amnesia
Dissociative Disorders,Dissociative Amnesia,Localized Amnesia,Experience amnesia,Fugue
Dissociative Disorders,Depersonalization/Derealization Disorder,Depersonalization,Feel detached,Detachment
Dissociative Disorders,Depersonalization/Derealization Disorder,Derealization,Perceive unreality,Unreality
Dissociative Disorders,Depersonalization/Derealization Disorder,Detachment Disorder,Experience disconnection,Distortion
Dissociative Disorders,Other Specified Dissociative Disorder,Atypical Dissociation,Experience,Dissociation
Dissociative Disorders,Other Specified Dissociative Disorder,Subthreshold Dissociation,Have,Symptoms
Dissociative Disorders,Other Specified Dissociative Disorder,Unspecified Dissociative Symptoms,Show,Identity Confusion
Dissociative Disorders,Unspecified Dissociative Disorder,Dissociative Symptoms NOS,Experience,Dissociation
Dissociative Disorders,Unspecified Dissociative Disorder,Undifferentiated Dissociation,Have,Symptoms
Dissociative Disorders,Unspecified Dissociative Disorder,Dissociation Unspecified,Show,Confusion
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatization Disorder,Experience,Somatic Symptoms
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic Symptoms,Report,Bodily Distress
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Physical Complaints,Exhibit,Health Anxiety
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Hypochondriasis,Worry,Health Anxiety
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Health Anxiety,Preoccupy,Preoccupation with Illness
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Illness Phobia,Fear,Fear of Disease
Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder),Functional Neurological Disorder,Exhibit,Neurological Symptoms
Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder),Psychogenic Neurological Symptoms,Demonstrate,Motor Deficits
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Psychosomatic Factors,Influence,Medical Condition
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Mind-Body Interaction,Exacerbate,Psychological Factors
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Stress-Related Physical Illness,Contribute to,Symptom Severity
Somatic Symptom and Related Disorders,Other Specified Somatic Symptom and Related Disorder,Atypical Somatic Disorder,Experience,Somatic Symptoms
Somatic Symptom and Related Disorders,Other Specified Somatic Symptom and Related Disorder,Subthreshold Somatic Symptoms,Report,Distress
Somatic Symptom and Related Disorders,Unspecified Somatic Symptom and Related Disorder,Somatic Symptoms NOS,Experience,Somatic Symptoms
Somatic Symptom and Related Disorders,Unspecified Somatic Symptom and Related Disorder,Unspecified Somatic Disorder,Report,Distress
Feeding and Eating Disorders,Pica,Nonfood Eating,Eat,Non-nutritive Substances
Feeding and Eating Disorders,Pica,Unusual Cravings,Consume,Cravings
Feeding and Eating Disorders,Pica,Pica Behavior,Ingest,Consumption
Feeding and Eating Disorders,Rumination Disorder,Regurgitation Disorder,Regurgitate,Regurgitation
Feeding and Eating Disorders,Rumination Disorder,Chronic Regurgitation,Re-chew,Re-chewing
Feeding and Eating Disorders,Rumination Disorder,Rumination,Swallow,Repeated Behavior
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,ARFID,Avoid,Restricted Intake
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Selective Eating,Restrict,Weight Loss
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Eating Avoidance,Refuse,Nutritional Deficiency
Feeding and Eating Disorders,Anorexia Nervosa,Anorexia,Restrict,Low Body Weight
Feeding and Eating Disorders,Anorexia Nervosa,Self-Starvation,Lose Weight,Intense Fear of Weight Gain
Feeding and Eating Disorders,Anorexia Nervosa,Fear of Weight Gain,Fear,Body Image Disturbance
Feeding and Eating Disorders,Bulimia Nervosa,Bulimia,Binge,Recurrent Binge Eating
Feeding and Eating Disorders,Bulimia Nervosa,Binge-Purge Syndrome,Purge,Inappropriate Compensatory Behaviors
Feeding and Eating Disorders,Bulimia Nervosa,Purging Disorder,Compensate,Self-Evaluation Influenced by Body Shape
Feeding and Eating Disorders,Binge-Eating Disorder,BED,Binge,Binge Episodes
Feeding and Eating Disorders,Binge-Eating Disorder,Compulsive Overeating,Overeat,Distress
Feeding and Eating Disorders,Binge-Eating Disorder,Emotional Eating,Consume,Obesity Risk
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,OSFED,Restrict,Eating Behaviors
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,Subthreshold Eating Disorder,Binge,Distress
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,Atypical Eating Disorder,Purge,Body Image Concern
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,UFED,Restrict,Eating Behaviors
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,Eating Disorder NOS,Binge,Distress
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,Unspecified Eating Pathology,Purge,Functional Impairment
Elimination Disorders,Enuresis,Bedwetting,Wet,Urine
Elimination Disorders,Enuresis,Urinary Incontinence,Urinate,Incontinence
Elimination Disorders,Enuresis,Nocturnal Enuresis,Void,Accidents
Elimination Disorders,Encopresis,Soiling,Soil,Feces
Elimination Disorders,Encopresis,Fecal Incontinence,Defecate,Soiling
Elimination Disorders,Encopresis,Bowel Incontinence,Leak,Incontinence
Sleep-Wake Disorders,Insomnia Disorder,Insomnia,Struggle to sleep,Difficulty Initiating Sleep
Sleep-Wake Disorders,Insomnia Disorder,Sleeplessness,Wake up early,Nonrestorative Sleep
Sleep-Wake Disorders,Insomnia Disorder,Nonrestorative Sleep,Experience nonrestorative sleep,Daytime Fatigue
Sleep-Wake Disorders,Hypersomnolence Disorder,Hypersomnia,Feel excessively sleepy,Excessive Sleepiness
Sleep-Wake Disorders,Hypersomnolence Disorder,Excessive Sleepiness,Nap unintentionally,Unrefreshing Naps
Sleep-Wake Disorders,Hypersomnolence Disorder,Sleep Inertia,Experience sleep inertia,Sleep Inertia
Sleep-Wake Disorders,Narcolepsy,Narcolepsy,Experience sleep attacks,Irresistible Sleep Episodes
Sleep-Wake Disorders,Narcolepsy,Sleep Attacks,Have cataplexy,Cataplexy
Sleep-Wake Disorders,Narcolepsy,Cataplexy,Report hallucinations,Hypnagogic Hallucinations
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,OSA,Snore,Apneas
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,Sleep Apnea,Gasp,Hypopneas
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,Breathing-Related Sleep Disorder,Experience apneas,Snoring
Sleep-Wake Disorders,Central Sleep Apnea,Central Sleep Apnea,Experience central apneas,Central Apneas
Sleep-Wake Disorders,Central Sleep Apnea,CSA,Report daytime sleepiness,Lack of Respiratory Effort
Sleep-Wake Disorders,Sleep-Related Hypoventilation,Hypoventilation,Exhibit hypoventilation,Hypoventilation
Sleep-Wake Disorders,Sleep-Related Hypoventilation,Nocturnal Hypoventilation,Have elevated CO2 levels,Hypercapnia
Sleep-Wake Disorders,Circadian Rhythm Sleep-Wake Disorders,CRSWD,Experience misaligned sleep,Phase Delay
Sleep-Wake Disorders,Circadian Rhythm Sleep-Wake Disorders,Circadian Disorders,Have irregular sleep patterns,Phase Advance
Sleep-Wake Disorders,Parasomnias,Nightmare Disorder,Experience nightmares,Nightmares
Sleep-Wake Disorders,Parasomnias,REM Behavior Disorder,Act out dreams,Dream Enactment
