Factor,Adjective,Synonym,Verb,Noun
Hypochondriasis,Avoidant,Fleeing,Escape,Escape
Hypochondriasis,Avoidant,Withdrawing,Withdraw,Withdrawal
Hypochondriasis,Avoidant,Hiding,Hide,Concealment
Depression,Sad,Unhappy,Sadden,Sadness
Depression,Sad,Downcast,Grieve,Unhappiness
Depression,Sad,Miserable,Mope,Misery
Depression,Sad,Gloomy,Despair,Gloom
Depression,Sad,Melancholic,Lament,Melancholy
Depression,Sad,Dismal,Mourn,Despondency
Depression,Hopeless,Despairing,Despair,Hopelessness
Depression,Hopeless,Pessimistic,Lose hope,Despair
Depression,Hopeless,Despondent,Depress,Pessimism
Depression,Hopeless,Dejected,Demoralize,Dejection
Depression,Hopeless,Forlorn,Resign,Forlornness
Depression,Hopeless,Resigned,Surrender,Resignation
Depression,Lethargic,Sluggish,Languish,Lethargy
Depression,Lethargic,Lazy,Stagnate,Sluggishness
Depression,Lethargic,Inactive,Dawdle,Inactivity
Depression,Lethargic,Slow,Laze,Slowness
Depression,Lethargic,Drowsy,Drift,Fatigue
Depression,Lethargic,Fatigued,Procrastinate,Indolence
Depression,Withdrawn,Isolated,Withdraw,Withdrawal
Depression,Withdrawn,Detached,Retreat,Isolation
Depression,Withdrawn,Reclusive,Recluse,Reclusion
Depression,Withdrawn,Distant,Detach,Detachment
Depression,Withdrawn,Unresponsive,Shun,Avoidance
Depression,Withdrawn,Aloof,Avoid,Aloofness
Depression,Empty,Hollow,Empty,Emptiness
Depression,Empty,Void,Drain,Hollowness
Depression,Empty,Drained,Numb,Void
Depression,Empty,Numb,Desensitize,Numbness
Depression,Empty,Emotionless,Exhaust,Exhaustion
Depression,Empty,Depleted,Dissolve,Dissolution
Depression,Indifferent,Apathetic,Ignore,Indifference
Depression,Indifferent,Uninterested,Dismiss,Apathy
Depression,Indifferent,Detached,Neglect,Unconcern
Depression,Indifferent,Unconcerned,Overlook,Neglect
Depression,Indifferent,Unmoved,Avoid,Disinterest
Depression,Indifferent,Disinterested,Disregard,Disregard
Hysteria,Emotional,Passionate,Emote,Emotionality
Hysteria,Emotional,Sensitive,Sensitize,Sensitivity
Hysteria,Emotional,Fervent,Enthuse,Fervor
Hysteria,Emotional,Excitable,Excite,Excitability
Hysteria,Emotional,Expressive,React,Expression
Hysteria,Emotional,Reactive,Express,Reactivity
Hysteria,Dramatic,Theatrical,Dramatize,Drama
Hysteria,Dramatic,Showy,Exaggerate,Showiness
Hysteria,Dramatic,Exaggerated,Perform,Exaggeration
Hysteria,Dramatic,Melodramatic,Theatricalize,Melodrama
Hysteria,Dramatic,Flashy,Display,Flashiness
Hysteria,Dramatic,Overstated,Amplify,Overstatement
Hysteria,Erratic,Unpredictable,Fluctuate,Erraticism
Hysteria,Erratic,Inconsistent,Vary,Inconsistency
Hysteria,Erratic,Irregular,Alternate,Irregularity
Hysteria,Erratic,Variable,Diverge,Variability
Hysteria,Erratic,Capricious,Waver,Capriciousness
Hysteria,Erratic,Impulsive,Oscillate,Impulsivity
Hysteria,Attention-Seeking,Needy,Seek attention,Attention-seeking
Hysteria,Attention-Seeking,Craving,Crave approval,Validation-seeking
Hysteria,Attention-Seeking,Seeking validation,Display,Exhibitionism
Hysteria,Attention-Seeking,Showy,Perform,Performance
Hysteria,Attention-Seeking,Exhibitionist,Show off,Display
Hysteria,Attention-Seeking,Performative,Dramatize,Showmanship
Hysteria,Hyperactive,Overactive,Fidget,Hyperactivity
Hysteria,Hyperactive,Restless,Move restlessly,Restlessness
Hysteria,Hyperactive,Fidgety,Agitate,Fidgeting
Hysteria,Hyperactive,Agitated,Twitch,Agitation
Hysteria,Hyperactive,Impulsive,Bounce,Tension
Hysteria,Hyperactive,Tense,Shift,Impulsiveness
Hysteria,Unstable,Volatile,Shift,Instability
Hysteria,Unstable,Turbulent,Waver,Volatility
Hysteria,Unstable,Erratic,Unbalance,Turbulence
Hysteria,Unstable,Inconstant,Change suddenly,Mood swings
Hysteria,Unstable,Unpredictable,Explode emotionally,Unpredictability
Hysteria,Unstable,Moody,React impulsively,Emotional lability
Psychopathic_Deviate,Rebellious,Defiant,Rebel,Rebellion
Psychopathic_Deviate,Rebellious,Insurgent,Defy,Defiance
Psychopathic_Deviate,Rebellious,Dissident,Rise,Insurgence
Psychopathic_Deviate,Rebellious,Revolutionary,Overthrow,Revolution
Psychopathic_Deviate,Rebellious,Resistant,Challenge,Resistance
Psychopathic_Deviate,Rebellious,Oppositional,Oppose,Opposition
Psychopathic_Deviate,Unstable,Inconsistent,Fluctuate,Instability
Psychopathic_Deviate,Unstable,Unpredictable,Vacillate,Inconsistency
Psychopathic_Deviate,Unstable,Erratic,Oscillate,Unpredictability
Psychopathic_Deviate,Unstable,Fickle,Waver,Fickleness
Psychopathic_Deviate,Unstable,Mercurial,Shift,Mercuriality
Psychopathic_Deviate,Unstable,Capricious,Alter unpredictably,Capriciousness
Psychopathic_Deviate,Manipulative,Devious,Manipulate,Manipulation
Psychopathic_Deviate,Manipulative,Scheming,Scheme,Scheming
Psychopathic_Deviate,Manipulative,Cunning,Connive,Cunning
Psychopathic_Deviate,Manipulative,Machiavellian,Machinate,Machiavellianism
Psychopathic_Deviate,Manipulative,Calculating,Influence,Deception
Psychopathic_Deviate,Manipulative,Strategic,Control covertly,Influence
Psychopathic_Deviate,Aggressive,Hostile,Attack,Aggression
Psychopathic_Deviate,Aggressive,Confrontational,Confront,Hostility
Psychopathic_Deviate,Aggressive,Assertive,Dominate,Confrontation
Psychopathic_Deviate,Aggressive,Violent,Intimidate,Violence
Psychopathic_Deviate,Aggressive,Antagonistic,Force,Antagonism
Psychopathic_Deviate,Aggressive,Forceful,Threaten,Threat
Psychopathic_Deviate,Impulsive,Reckless,Act impulsively,Impulsivity
Psychopathic_Deviate,Impulsive,Spontaneous,Rush,Recklessness
Psychopathic_Deviate,Impulsive,Unpredictable,Jump to action,Spontaneity
Psychopathic_Deviate,Impulsive,Hot-headed,Make rash decisions,Hot-headedness
Psychopathic_Deviate,Impulsive,Careless,Ignore consequences,Carelessness
Psychopathic_Deviate,Impulsive,Unrestrained,React suddenly,Unrestraint
Psychopathic_Deviate,Risk-Taking,Daring,Take risks,Risk-taking
Psychopathic_Deviate,Risk-Taking,Adventurous,Push limits,Adventurousness
Psychopathic_Deviate,Risk-Taking,Thrill-seeking,Dare,Thrill-seeking
Psychopathic_Deviate,Risk-Taking,Bold,Challenge danger,Boldness
Psychopathic_Deviate,Risk-Taking,Fearless,Gamble,Fearlessness
Psychopathic_Deviate,Risk-Taking,Audacious,Expose oneself,Audacity
Masculinity_Femininity,Nonconforming,Unorthodox,Diverge,Nonconformity
Masculinity_Femininity,Nonconforming,Nonstandard,Deviate,Unorthodoxy
Masculinity_Femininity,Nonconforming,Atypical,Vary,Atypicality
Masculinity_Femininity,Nonconforming,Unconventional,Differ,Unconventionality
Masculinity_Femininity,Nonconforming,Radical,Challenge,Radicalism
Masculinity_Femininity,Nonconforming,Defiant,Resist,Defiance
Masculinity_Femininity,Androgynous,Epicene,Blend,Androgyny
Masculinity_Femininity,Androgynous,Hermaphroditic,Mix,Epicenity
Masculinity_Femininity,Androgynous,Unisex,Combine,Unisexuality
Masculinity_Femininity,Androgynous,Bisexual,Merge,Bisexuality
Masculinity_Femininity,Androgynous,Ambiguous,Unify,Ambiguity
Masculinity_Femininity,Androgynous,Fluid,Balance,Fluidity
Masculinity_Femininity,Flexible,Adaptable,Adapt,Flexibility
Masculinity_Femininity,Flexible,Versatile,Modify,Adaptability
Masculinity_Femininity,Flexible,Accommodating,Adjust,Versatility
Masculinity_Femininity,Flexible,Compliant,Accommodate,Compliance
Masculinity_Femininity,Flexible,Open-minded,Accept,Openness
Masculinity_Femininity,Flexible,Tolerant,Tolerate,Tolerance
Masculinity_Femininity,Traditional,Conventional,Conform,Tradition
Masculinity_Femininity,Traditional,Customary,Maintain,Custom
Masculinity_Femininity,Traditional,Established,Preserve,Establishment
Masculinity_Femininity,Traditional,Orthodox,Follow,Orthodoxy
Masculinity_Femininity,Traditional,Time-honored,Adhere,Conformity
Masculinity_Femininity,Traditional,Rigid,Respect,Rigidity
Masculinity_Femininity,Assertive,Confident,Assert,Assertion
Masculinity_Femininity,Assertive,Dominant,Command,Dominance
Masculinity_Femininity,Assertive,Strong-willed,Dominate,Strength
Masculinity_Femininity,Assertive,Decisive,Decide,Decision
Masculinity_Femininity,Assertive,Determined,Lead,Determination
Masculinity_Femininity,Assertive,Authoritative,Direct,Authority
Masculinity_Femininity,Nurturing,Caring,Nurture,Nurturing
Masculinity_Femininity,Nurturing,Supportive,Support,Support
Masculinity_Femininity,Nurturing,Compassionate,Care for,Compassion
Masculinity_Femininity,Nurturing,Empathetic,Protect,Empathy
Masculinity_Femininity,Nurturing,Protective,Guide,Protection
Masculinity_Femininity,Nurturing,Gentle,Encourage,Gentleness
Paranoia,Suspicious,Distrustful,Suspect,Suspicion
Paranoia,Suspicious,Dubious,Distrust,Distrust
Paranoia,Suspicious,Skeptical,Doubt,Skepticism
Paranoia,Suspicious,Cautious,Question,Cautiousness
Paranoia,Suspicious,Apprehensive,Scrutinize,Apprehension
Paranoia,Suspicious,Guarded,Examine,Wariness
Paranoia,Persecuted,Victimized,Persecute,Persecution
Paranoia,Persecuted,Oppressed,Victimize,Victimization
Paranoia,Persecuted,Mistreated,Oppress,Oppression
Paranoia,Persecuted,Abused,Abuse,Abuse
Paranoia,Persecuted,Tormented,Torment,Torment
Paranoia,Persecuted,Targeted,Harass,Harassment
Paranoia,Delusional,Fantasist,Delude,Delusion
Paranoia,Delusional,Daydreamer,Fantasize,Fantasy
Paranoia,Delusional,Visionary,Envision,Vision
Paranoia,Delusional,Idealist,Dream,Idealism
Paranoia,Delusional,Hallucinatory,Hallucinate,Hallucination
Paranoia,Delusional,Irrational,Misinterpret,Misinterpretation
Paranoia,Defensive,Protective,Defend,Defensiveness
Paranoia,Defensive,Wary,Protect,Protection
Paranoia,Defensive,Guarded,React,Guarding
Paranoia,Defensive,Hyper-vigilant,Shield,Reaction
Paranoia,Defensive,Sensitive,Justify,Justification
Paranoia,Defensive,Reactive,Guard,Shielding
Paranoia,Isolated,Withdrawn,Isolate,Isolation
Paranoia,Isolated,Lonely,Withdraw,Withdrawal
Paranoia,Isolated,Detached,Detach,Detachment
Paranoia,Isolated,Aloof,Alienate,Alienation
Paranoia,Isolated,Disconnected,Separate,Separation
Paranoia,Isolated,Distant,Seclude,Seclusion
Paranoia,Hypervigilant,Watchful,Watch,Hypervigilance
Paranoia,Hypervigilant,Alert,Monitor,Alertness
Paranoia,Hypervigilant,Cautious,Scan,Caution
Paranoia,Hypervigilant,On edge,Survey,Edginess
Paranoia,Hypervigilant,Nervous,Observe,Nervousness
Paranoia,Hypervigilant,Guarded,Analyze,Surveillance
Psychasthenia,Obsessive,Compulsive,Obsess,Obsession
Psychasthenia,Obsessive,Fixated,Compel,Compulsion
Psychasthenia,Obsessive,Preoccupied,Fixate,Fixation
Psychasthenia,Obsessive,Consumed,Preoccupy,Preoccupation
Psychasthenia,Obsessive,Driven,Persevere,Persistence
Psychasthenia,Obsessive,Persistent,Repeat,Repetition
Psychasthenia,Anxious,Worried,Worry,Anxiety
Psychasthenia,Anxious,Apprehensive,Fret,Worry
Psychasthenia,Anxious,Nervous,Panic,Apprehension
Psychasthenia,Anxious,Stressed,Stress,Stress
Psychasthenia,Anxious,Tense,Agitate,Tension
Psychasthenia,Anxious,Uneasy,Brood,Uneasiness
Psychasthenia,Insecure,Uncertain,Doubt,Insecurity
Psychasthenia,Insecure,Unconfident,Waver,Uncertainty
Psychasthenia,Insecure,Unsure,Hesitate,Doubt
Psychasthenia,Insecure,Doubtful,Falter,Hesitation
Psychasthenia,Insecure,Self-conscious,Question,Self-doubt
Psychasthenia,Insecure,Hesitant,Second-guess,Ambivalence
Psychasthenia,Perfectionist,Exacting,Refine,Perfectionism
Psychasthenia,Perfectionist,Fastidious,Perfect,Exactness
Psychasthenia,Perfectionist,Meticulous,Critique,Meticulousness
Psychasthenia,Perfectionist,Detail-oriented,Adjust,Scrutiny
Psychasthenia,Perfectionist,Uncompromising,Fine-tune,Flawlessness
Psychasthenia,Perfectionist,Scrupulous,Polish,Precision
Psychasthenia,Rigid,Strict,Enforce,Rigidity
Psychasthenia,Rigid,Unyielding,Dictate,Strictness
Psychasthenia,Rigid,Inflexible,Control,Inflexibility
Psychasthenia,Rigid,Dogmatic,Regulate,Dogmatism
Psychasthenia,Rigid,Stern,Mandate,Severity
Psychasthenia,Rigid,Uncompromising,Restrict,Toughness
Psychasthenia,Overwhelmed,Burdened,Overload,Overwhelm
Psychasthenia,Overwhelmed,Overcome,Drown,Burden
Psychasthenia,Overwhelmed,Swamped,Exhaust,Exhaustion
Psychasthenia,Overwhelmed,Helpless,Pressure,Distress
Psychasthenia,Overwhelmed,Distressed,Struggle,Pressure
Psychasthenia,Overwhelmed,Frazzled,Collapse,Strain
Schizophrenia,Delusional,Illusional,Misinterpret,Delusion
Schizophrenia,Delusional,Fantasist,Imagine,Fantasy
Schizophrenia,Delusional,Visionary,Envision,Vision
Schizophrenia,Delusional,Unreal,Distort,Unreality
Schizophrenia,Delusional,Hallucinatory,Hallucinate,Hallucination
Schizophrenia,Delusional,Misguided,Fabricate,Misconception
Schizophrenia,Disconnected,Detached,Detach,Detachment
Schizophrenia,Disconnected,Aloof,Withdraw,Aloofness
Schizophrenia,Disconnected,Disassociated,Disassociate,Disassociation
Schizophrenia,Disconnected,Unattached,Separate,Separation
Schizophrenia,Disconnected,Withdrawn,Retreat,Withdrawal
Schizophrenia,Disconnected,Unresponsive,Isolate,Isolation
Schizophrenia,Chaotic,Disordered,Disrupt,Chaos
Schizophrenia,Chaotic,Confused,Confuse,Confusion
Schizophrenia,Chaotic,Disorganized,Disorganize,Disorganization
Schizophrenia,Chaotic,Haphazard,Scramble,Disarray
Schizophrenia,Chaotic,Erratic,Derange,Turmoil
Schizophrenia,Chaotic,Frantic,Scatter,Anarchy
Schizophrenia,Hallucinatory,Imaginary,Hallucinate,Hallucination
Schizophrenia,Hallucinatory,Unreal,Envision,Vision
Schizophrenia,Hallucinatory,Fanciful,Perceive falsely,Fantasy
Schizophrenia,Hallucinatory,Dreamlike,Daydream,Dream
Schizophrenia,Hallucinatory,Surreal,Conjure,Illusion
Schizophrenia,Hallucinatory,Phantasmagoric,Misinterpret,Specter
Schizophrenia,Disoriented,Confused,Lose track,Disorientation
Schizophrenia,Disoriented,Lost,Forget,Confusion
Schizophrenia,Disoriented,Dazed,Wander,Dizziness
Schizophrenia,Disoriented,Bewildered,Drift,Perplexity
Schizophrenia,Disoriented,Perplexed,Space out,Unawareness
Schizophrenia,Disoriented,Discombobulated,Misjudge,Fog
Schizophrenia,Fragmented,Broken,Shatter,Fragmentation
Schizophrenia,Fragmented,Scattered,Separate,Disconnection
Schizophrenia,Fragmented,Splintered,Scatter,Splintering
Schizophrenia,Fragmented,Disconnected,Disintegrate,Shattering
Schizophrenia,Fragmented,Unstable,Divide,Breakdown
Schizophrenia,Fragmented,Disjointed,Segment,Divisiveness
Hypomania,Energetic,Active,Energize,Energy
Hypomania,Energetic,Vigorous,Stimulate,Vigor
Hypomania,Energetic,Dynamic,Activate,Dynamism
Hypomania,Energetic,Lively,Animate,Vivacity
Hypomania,Energetic,Exuberant,Invigorate,Exuberance
Hypomania,Energetic,Hyperactive,Charge up,Hyperactivity
Hypomania,Impulsive,Rash,Act impulsively,Impulsiveness
Hypomania,Impulsive,Reckless,Rush,Recklessness
Hypomania,Impulsive,Hasty,Hasten,Haste
Hypomania,Impulsive,Sudden,React,Suddenness
Hypomania,Impulsive,Unthinking,Leap,Spontaneity
Hypomania,Impulsive,Spontaneous,Plunge,Rashness
Hypomania,Excitable,Enthusiastic,Excite,Excitability
Hypomania,Excitable,Passionate,Enthuse,Enthusiasm
Hypomania,Excitable,Fervent,Stir,Fervor
Hypomania,Excitable,Eager,Arouse,Eagerness
Hypomania,Excitable,Overzealous,Agitate,Overzealousness
Hypomania,Excitable,Restless,Overreact,Restlessness
Hypomania,Talkative,Chatty,Talk,Talkativeness
Hypomania,Talkative,Loquacious,Chat,Loquacity
Hypomania,Talkative,Garrulous,Express,Garrulousness
Hypomania,Talkative,Expressive,Ramble,Expression
Hypomania,Talkative,Verbose,Gush,Verbosity
Hypomania,Talkative,Effusive,Elaborate,Effusiveness
Hypomania,Restless,Agitated,Fidget,Restlessness
Hypomania,Restless,Fidgety,Pace,Agitation
Hypomania,Restless,Uneasy,Wander,Fidgeting
Hypomania,Restless,Hyperactive,Twitch,Uneasiness
Hypomania,Restless,Unsettled,Shift,Tension
Hypomania,Restless,Tense,Move about,Hyperactivity
Hypomania,Grandiose,Boastful,Boast,Grandiosity
Hypomania,Grandiose,Pompous,Exaggerate,Boastfulness
Hypomania,Grandiose,Exaggerated,Brag,Pompousness
Hypomania,Grandiose,Inflated,Overestimate,Exaggeration
Hypomania,Grandiose,Overconfident,Flaunt,Overconfidence
Hypomania,Grandiose,Pretentious,Declare grandly,Pretension
Social_Introversion,Reserved,Restrained,Reserve,Reservation
Social_Introversion,Reserved,Withdrawn,Withdraw,Withdrawal
Social_Introversion,Reserved,Introverted,Retreat,Introversion
Social_Introversion,Reserved,Shy,Inhibit,Shyness
Social_Introversion,Reserved,Taciturn,Hold back,Taciturnity
Social_Introversion,Reserved,Quiet,Restrain,Quietness
Social_Introversion,Shy,Bashful,Shy away,Shyness
Social_Introversion,Shy,Retiring,Retreat,Bashfulness
Social_Introversion,Shy,Modest,Modest,Modesty
Social_Introversion,Shy,Self-conscious,Self-monitor,Self-consciousness
Social_Introversion,Shy,Timid,Blush,Timidity
Social_Introversion,Shy,Hesitant,Avoid eye contact,Hesitation
Social_Introversion,Quiet,Silent,Quiet,Quietness
Social_Introversion,Quiet,Still,Silence,Silence
Social_Introversion,Quiet,Hushed,Still,Stillness
Social_Introversion,Quiet,Muted,Muffle,Muteness
Social_Introversion,Quiet,Soft-spoken,Whisper,Soft-spokenness
Social_Introversion,Quiet,Muffled,Suppress,Suppression
Social_Introversion,Aloof,Detached,Detach,Aloofness
Social_Introversion,Aloof,Distant,Withdraw,Detachment
Social_Introversion,Aloof,Cold,Ignore,Distance
Social_Introversion,Aloof,Unapproachable,Remain distant,Coldness
Social_Introversion,Aloof,Standoffish,Isolate,Standoffishness
Social_Introversion,Aloof,Reclusive,Avoid,Reclusion
Social_Introversion,Lonely,Isolated,Isolate,Loneliness
Social_Introversion,Lonely,Alone,Withdraw,Isolation
Social_Introversion,Lonely,Desolate,Lament,Solitude
Social_Introversion,Lonely,Solitary,Miss company,Desolation
Social_Introversion,Lonely,Forlorn,Feel abandoned,Forlornness
Social_Introversion,Lonely,Abandoned,Long for connection,Abandonment
Social_Introversion,Avoidant,Evasive,Avoid,Avoidance
Social_Introversion,Avoidant,Hesitant,Evade,Evasion
Social_Introversion,Avoidant,Unassertive,Withdraw,Hesitation
Social_Introversion,Avoidant,Fearful,Hesitate,Fearfulness
Social_Introversion,Avoidant,Apprehensive,Back away,Apprehension
Social_Introversion,Avoidant,Timorous,Sidestep,Timidity
