Factor,Adjective,Synonym,Verb,Noun
Narcissism,Superior,Snobbish,Disdain,Condescension
Narcissism,Superior,Condescending,Belittle,Arrogance
Psychopathy,Callous,Cold-hearted,Dismiss,Callousness
Psychopathy,Callous,Insensitive,Neglect,Insensitivity
Psychopathy,Callous,Unfeeling,Ignore,Heartlessness
Psychopathy,Callous,Heartless,Disregard,Cruelty
Psychopathy,Impulsive,Reckless,Act impulsively,Impulsivity
Psychopathy,Impulsive,Hasty,Rush,Recklessness
Psychopathy,Impulsive,Impudent,React,Rashness
Psychopathy,Impulsive,Uncontrolled,Risk,Hastiness
Psychopathy,Aggressive,Hostile,Attack,Aggression
Psychopathy,Aggressive,Combative,Confront,Hostility
Psychopathy,Aggressive,Violent,Fight,Violence
Psychopathy,Aggressive,Belligerent,Threaten,Belligerence
Psychopathy,Remorseless,Unrepentant,Ignore guilt,Remorselessness
Psychopathy,Remorseless,Unapologetic,Justify,Ruthlessness
Psychopathy,Remorseless,Guiltless,Harm,Guiltlessness
Psychopathy,Remorseless,Ruthless,Violate,Cruelty
Psychopathy,Thrill-Seeking,Adventurous,Seek thrills,Thrill
Psychopathy,Thrill-Seeking,Risk-taking,Risk,Excitement
Psychopathy,Thrill-Seeking,Excitement-seeking,Adventure,Adventure
Psychopathy,Thrill-Seeking,Dangerous,Endanger,Risk
Psychopathy,Deceptive,Dishonest,Lie,Deception
Psychopathy,Deceptive,Duplicitous,Mislead,Dishonesty
Psychopathy,Deceptive,Misleading,Deceive,Fraud
Psychopathy,Deceptive,Fraudulent,Cheat,Duplicity
Sadism,Cruel,Brutal,Harm,Cruelty
Sadism,Cruel,Vicious,Torment,Brutality
Sadism,Cruel,Merciless,Abuse,Mercilessness
Sadism,Cruel,Pitiless,Punish,Torture
Sadism,Vindictive,Revengeful,Seek revenge,Vindictiveness
Sadism,Vindictive,Spiteful,Retaliate,Revenge
Sadism,Vindictive,Malicious,Punish,Spite
Sadism,Vindictive,Vengeful,Hurt,Retaliation
Sadism,Enjoys Pain,Pain-inflicting,Inflict pain,Pain
Sadism,Enjoys Pain,Malicious,Torture,Torment
Sadism,Enjoys Pain,Brutal,Torment,Torture
Sadism,Enjoys Pain,Hurtful,Abuse,Abuse
Sadism,Ruthless,Merciless,Dominate,Ruthlessness
Sadism,Ruthless,Uncompassionate,Punish,Mercilessness
Sadism,Ruthless,Hard-hearted,Exploit,Domination
Sadism,Ruthless,Harsh,Oppress,Oppression
Sadism,Abusive,Violent,Abuse,Abuse
Sadism,Abusive,Aggressive,Exploit,Violence
Sadism,Abusive,Harmful,Hurt,Aggression
Sadism,Abusive,Exploitative,Violate,Violation
Sadism,Malevolent,Malicious,Harm,Malevolence
Sadism,Malevolent,Hostile,Destroy,Malice
Sadism,Malevolent,Wicked,Inflict,Hostility
Sadism,Malevolent,Sinister,Plot,Wickedness
