Factor,Adjective,Synonym,Verb,Noun
Guilty Feelings,Remorseful,Contrite,Atone,Remorse
Guilty Feelings,Remorseful,Repentant,Apologize,Contrition
Guilty Feelings,Remorseful,Guilt-ridden,Make amends,Regret
Guilty Feelings,Remorseful,Heavyhearted,Confess,Repentance
Guilty Feelings,Remorseful,Apologetic,Feel sorrow,Sorrow
Guilty Feelings,Remorseful,Rueful,Seek forgiveness,Apology
Guilty Feelings,Regretful,Sorry,Regret,Regret
Guilty Feelings,Regretful,Rueful,Wish undone,Ruefulness
Guilty Feelings,Regretful,Disconsolate,Self-accuse,Contrition
Guilty Feelings,Regretful,Downhearted,Reflect sadly,Repentance
Guilty Feelings,Regretful,Apologetic,Look back,Self-blame
Guilty Feelings,Regretful,Penitent,Bemoan,Discontent
Guilty Feelings,Self-blaming,Self-accusing,Blame oneself,Self-blame
Guilty Feelings,Self-blaming,Self-condemning,Self-accuse,Self-condemnation
Guilty Feelings,Self-blaming,Fault-taking,Berate oneself,Self-accusation
Guilty Feelings,Self-blaming,Self-critical,Internalize guilt,Inner fault
Guilty Feelings,Self-blaming,Guilt-laden,Own fault,Self-laceration
Guilty Feelings,Self-blaming,Self-lacerating,Reproach inwardly,Guilt-ladenness
Guilty Feelings,Culpable,Responsible,Own up,Culpability
Guilty Feelings,Culpable,At fault,Confess,Liability
Guilty Feelings,Culpable,Answerable,Bear guilt,Responsibility
Guilty Feelings,Culpable,Liable,Shoulder blame,Fault
Guilty Feelings,Culpable,Blameworthy,Take responsibility,Wrongdoing
Guilty Feelings,Culpable,Guilt-laden,Admit wrongdoing,Blame
Guilty Feelings,Penitent,Contrite,Ask forgiveness,Penitence
Guilty Feelings,Penitent,Repentant,Repent,Contrition
Guilty Feelings,Penitent,Apologetic,Confess,Repentance
Guilty Feelings,Penitent,Remorseful,Seek absolution,Apology
Guilty Feelings,Penitent,Regretful,Make amends,Absolution
Guilty Feelings,Penitent,Humbled,Show contrition,Atonement
Punishment Feelings,Self-punishing,Self-blaming,Punish oneself,Self-punishment
Punishment Feelings,Self-punishing,Self-condemning,Blame oneself,Self-blame
Punishment Feelings,Self-punishing,Self-inflicting,Chastise,Self-reproach
Punishment Feelings,Self-punishing,Self-reproachful,Castigate,Chastisement
Punishment Feelings,Self-punishing,Deserving,Reproach,Castigation
Punishment Feelings,Self-punishing,Unforgivable,Condemn,Retribution
Punishment Feelings,Self-chastising,Self-critical,Chastise oneself,Self-chastisement
Punishment Feelings,Self-chastising,Self-denigrating,Berate oneself,Self-rebuke
Punishment Feelings,Self-chastising,Self-scolding,Judge oneself,Self-judgment
Punishment Feelings,Self-chastising,Hard on oneself,Rebuke self,Self-critique
Punishment Feelings,Self-chastising,Overly harsh,Critique self,Self-denigration
Punishment Feelings,Self-chastising,Self-rebuking,Scold self,Self-censure
Punishment Feelings,Self-flagellating,Self-flogging,Flagellate,Self-flagellation
Punishment Feelings,Self-flagellating,Self-lacerating,Whip,Self-infliction
Punishment Feelings,Self-flagellating,Self-beating,Beat,Self-laceration
Punishment Feelings,Self-flagellating,Severe on oneself,Inflict pain,Self-beating
Punishment Feelings,Self-flagellating,Self-tormenting,Hurt oneself,Pain infliction
Punishment Feelings,Self-flagellating,Punitive,Torment oneself,Self-torment
Punishment Feelings,Self-condemning,Self-accusing,Condemn oneself,Self-condemnation
Punishment Feelings,Self-condemning,Self-judging,Accuse oneself,Self-accusation
Punishment Feelings,Self-condemning,Self-shaming,Denounce self,Self-blame
Punishment Feelings,Self-condemning,Self-blaming,Cast blame inward,Self-judgment
Punishment Feelings,Self-condemning,Guilty,Pronounce guilt,Denouncement
Punishment Feelings,Self-condemning,Denouncing oneself,Shame self,Guilt admission
Punishment Feelings,Self-torturing,Self-anguishing,Torture oneself,Self-torture
Punishment Feelings,Self-torturing,Self-harrowing,Inflict anguish,Anguish
Punishment Feelings,Self-torturing,Self-paining,Overwhelm with pain,Self-inflicted suffering
Punishment Feelings,Self-torturing,Self-distressing,Brood severely,Internal torment
Punishment Feelings,Self-torturing,Tormented,Ruminate painfully,Self-pain
Punishment Feelings,Self-torturing,Severely self-critical,Cause self-harm,Distress
Punishment Feelings,Self-persecuting,Self-harassing,Persecute oneself,Self-persecution
Punishment Feelings,Self-persecuting,Self-victimizing,Harass oneself,Self-victimization
Punishment Feelings,Self-persecuting,Self-scapegoating,Victimize oneself,Self-scapegoating
Punishment Feelings,Self-persecuting,Self-abusing,Turn blame inward,Self-abuse
Punishment Feelings,Self-persecuting,Self-penalizing,Inflict mental harm,Self-penalty
Punishment Feelings,Self-persecuting,Self-admonishing,Resist self-forgiveness,Inner condemnation
Self-Dislike,Unworthy,Self-hating,Loathe,Self-hatred
Self-Dislike,Unworthy,Self-rejecting,Reject,Self-rejection
Self-Dislike,Unworthy,Self-condemning,Condemn,Self-condemnation
Self-Dislike,Unworthy,Self-denying,Deny,Self-denial
Self-Dislike,Unworthy,Self-contemptuous,Despise,Contempt
Self-Dislike,Unworthy,Inferior,Berate,Low self-worth
Self-Dislike,Self-loathing,Self-reviling,Loathe self,Self-loathing
Self-Dislike,Self-loathing,Self-abhorring,Abhor self,Self-revulsion
Self-Dislike,Self-loathing,Repulsed by self,Detest self,Self-abhorrence
Self-Dislike,Self-loathing,Self-detesting,Scorn self,Self-hatred
Self-Dislike,Self-loathing,Self-disdaining,Despise self,Self-scorn
Self-Dislike,Self-loathing,Hateful toward self,Reject self,Self-detestation
Self-Dislike,Self-deprecating,Self-belittling,Belittle self,Self-deprecation
Self-Dislike,Self-deprecating,Self-minimizing,Minimize achievements,Self-belittlement
Self-Dislike,Self-deprecating,Overly modest,Downplay talents,Self-minimization
Self-Dislike,Self-deprecating,Down-on-oneself,Mock oneself,Modesty to fault
Self-Dislike,Self-deprecating,Self-derogatory,Criticize self,Self-derision
Self-Dislike,Self-deprecating,Meek,Demean self,Meekness
Self-Dislike,Inferior,Lesser,Feel lesser,Inferiority
Self-Dislike,Inferior,Substandard,Downplay self,Deficiency
Self-Dislike,Inferior,Second-class,Undervalue self,Inadequacy
Self-Dislike,Inferior,Deficient,Disparage self,Second-class status
Self-Dislike,Inferior,Inadequate,Doubt worth,Lack of worth
Self-Dislike,Inferior,Not good enough,Minimize abilities,Shortcoming
Self-Dislike,Self-disgust,Self-repulsion,Feel repulsed,Self-disgust
Self-Dislike,Self-disgust,Self-aversion,Shudder at self,Self-repulsion
Self-Dislike,Self-disgust,Self-sickening,Abhor personal traits,Self-aversion
Self-Dislike,Self-disgust,Repelled by self,Cringe inwardly,Distaste for self
Self-Dislike,Self-disgust,Self-distaste,Spurn self,Inner nausea
Self-Dislike,Self-disgust,Nauseated by self,Hate one’s actions,Personal revulsion
Self-Dislike,Self-shaming,Self-humiliating,Shame oneself,Self-shame
Self-Dislike,Self-shaming,Self-embarrassing,Demoralize self,Self-humiliation
Self-Dislike,Self-shaming,Self-abasing,Embarrass oneself,Self-embarrassment
Self-Dislike,Self-shaming,Self-demoralizing,Abase self,Self-abasement
Self-Dislike,Self-shaming,Self-demeaning,Mortify self,Self-disgrace
Self-Dislike,Self-shaming,Self-disgracing,Belittle self,Self-mortification
Self-Criticalness,Harsh,Judgmental,Criticize,Criticism
Self-Criticalness,Harsh,Strict,Scold,Judgment
Self-Criticalness,Harsh,Unforgiving,Berate,Harshness
Self-Criticalness,Harsh,Overcritical,Condemn,Strictness
Self-Criticalness,Harsh,Perfectionistic,Reproach,Unforgivingness
Self-Criticalness,Harsh,Unyielding,Judge,Perfectionism
Self-Criticalness,Hypercritical,Overly critical,Pick apart,Hypercriticism
Self-Criticalness,Hypercritical,Fault-finding,Nitpick,Fault-finding
Self-Criticalness,Hypercritical,Nitpicking,Find fault,Nitpicking
Self-Criticalness,Hypercritical,Excessively strict,Critique thoroughly,Strictness
Self-Criticalness,Hypercritical,Fussy,Magnify flaws,Severity
Self-Criticalness,Hypercritical,Severe,Zero in,Scrutiny
Self-Criticalness,Relentless,Unremitting,Press on,Relentlessness
Self-Criticalness,Relentless,Unrelenting,Pursue flaws,Unremitting pressure
Self-Criticalness,Relentless,Incessant,Never relent,Unyielding pursuit
Self-Criticalness,Relentless,Unyielding,Batter,Incessancy
Self-Criticalness,Relentless,Unceasing,Hound,Continuity
Self-Criticalness,Relentless,Continuous,Hammer at,Persistence
Self-Criticalness,Exacting,Demanding,Demand perfection,Exactitude
Self-Criticalness,Exacting,Strict,Scrutinize,Stringency
Self-Criticalness,Exacting,Stringent,Enforce standards,Rigor
Self-Criticalness,Exacting,Rigorous,Uphold rigor,Scrupulousness
Self-Criticalness,Exacting,Scrupulous,Critique meticulously,Precision
Self-Criticalness,Exacting,Precise,Insist on detail,Meticulousness
Self-Criticalness,Merciless,Ruthless,Attack flaws,Mercilessness
Self-Criticalness,Merciless,Pitiless,Show no pity,Ruthlessness
Self-Criticalness,Merciless,Cruel,Tear down,Pitilessness
Self-Criticalness,Merciless,Brutal,Crush,Brutality
Self-Criticalness,Merciless,Inhumane,Devastate,Inhumanity
Self-Criticalness,Merciless,Severe,Eviscerate,Severity
Self-Criticalness,Demanding,Tough,Require effort,Demand
Self-Criticalness,Demanding,Hard to please,Expect results,Strain
Self-Criticalness,Demanding,Exacting,Push,Effort requirement
Self-Criticalness,Demanding,Rigorous,Insist,High expectation
Self-Criticalness,Demanding,Strict,Challenge,Challenge
Self-Criticalness,Demanding,Stringent,Press,Burden
Suicidal Thoughts or Wishes,Hopeless,Despairing,Contemplate suicide,Suicidal ideation
Suicidal Thoughts or Wishes,Hopeless,Fatalistic,Consider,Death wish
Suicidal Thoughts or Wishes,Hopeless,Despondent,Ponder,Suicidal thinking
Suicidal Thoughts or Wishes,Hopeless,Morbid,Obsess over,Death obsession
Suicidal Thoughts or Wishes,Hopeless,Defeated,Dwell on,Morbid thoughts
Suicidal Thoughts or Wishes,Hopeless,Withdrawn,Ruminate,Hopelessness
Suicidal Thoughts or Wishes,Desperate,Frantic,Plead for help,Desperation
Suicidal Thoughts or Wishes,Desperate,Panicked,Scream for relief,Plea
Suicidal Thoughts or Wishes,Desperate,Cornered,Seek an exit,Crisis
Suicidal Thoughts or Wishes,Desperate,Out-of-options,Feel cornered,Breaking point
Suicidal Thoughts or Wishes,Desperate,Last-resort,Abandon caution,Last resort
Suicidal Thoughts or Wishes,Desperate,Despair-driven,Look for final measure,Edge
Suicidal Thoughts or Wishes,Self-destructive,Self-harming,Hurt oneself,Self-destruction
Suicidal Thoughts or Wishes,Self-destructive,Self-sabotaging,Sabotage well-being,Self-sabotage
Suicidal Thoughts or Wishes,Self-destructive,Self-wounding,Damage personal prospects,Self-harm
Suicidal Thoughts or Wishes,Self-destructive,Self-ruining,Leap into harm,Self-inflicted damage
Suicidal Thoughts or Wishes,Self-destructive,Self-dooming,Ruin opportunities,Self-ruin
Suicidal Thoughts or Wishes,Self-destructive,Self-annihilating,Destroy self,Self-annihilation
Suicidal Thoughts or Wishes,Terminal,End-stage,Accept finality,Terminal stage
Suicidal Thoughts or Wishes,Terminal,Irreversible,Stop continuing,Irreversibility
Suicidal Thoughts or Wishes,Terminal,No recovery,Cease living,Dead end
Suicidal Thoughts or Wishes,Terminal,Point-of-no-return,Refuse help,Last chance
Suicidal Thoughts or Wishes,Terminal,Dead-end,Surrender fate,No return
Suicidal Thoughts or Wishes,Terminal,Last-chance,Cross the line,Final crossing
Suicidal Thoughts or Wishes,Surrendering,Yielding,Surrender,Surrender
Suicidal Thoughts or Wishes,Surrendering,Conceding,Throw in the towel,Concession
Suicidal Thoughts or Wishes,Surrendering,Giving up,Lay down arms,Final resignation
Suicidal Thoughts or Wishes,Surrendering,Giving in,Cease fighting,Giving up
Suicidal Thoughts or Wishes,Surrendering,Succumbing,Abandon effort,Yieldingness
Suicidal Thoughts or Wishes,Surrendering,Resigning,Relinquish hope,No more fight
Suicidal Thoughts or Wishes,Escape-seeking,Fleeing reality,Seek escape,Escape attempt
Suicidal Thoughts or Wishes,Escape-seeking,Avoidant,Run away,Avoidance
Suicidal Thoughts or Wishes,Escape-seeking,Evasive,Dodge problems,Flight
Suicidal Thoughts or Wishes,Escape-seeking,Flight-minded,Hide from life,Runaway
Suicidal Thoughts or Wishes,Escape-seeking,Getaway-driven,Avoid solutions,Elusion
Suicidal Thoughts or Wishes,Escape-seeking,Elusive,Evade responsibilities,Hiding place
Crying,Tearful,Weeping,Cry,Tears
Crying,Tearful,Sobbing,Weep,Crying
Crying,Tearful,Mournful,Sob,Weeping
Crying,Tearful,Grieving,Lament,Sobbing
Crying,Tearful,Emotional,Wail,Lamentation
Crying,Tearful,Distraught,Sniffle,Mourning
Crying,Weepy,Tear-laden,Break down,Weepiness
Crying,Weepy,Moist-eyed,Tear up,Moist eyes
Crying,Weepy,Overwrought,Hiccup sobs,Overwrought emotion
Crying,Weepy,Teary,Choke back tears,Teary reaction
Crying,Weepy,Upset,Feel chest tighten,Upset feeling
Crying,Weepy,Inconsolable,Release sorrow,Inconsolability
Crying,Teary-eyed,Mist-eyed,Blink back tears,Teary eyes
Crying,Teary-eyed,Tear-streaked,Blur vision,Mistiness
Crying,Teary-eyed,Red-eyed,Steady gaze,Redness
Crying,Teary-eyed,Vision-blurred,Sniff tearfully,Blurred vision
Crying,Teary-eyed,Eye-watering,Hold breath shakily,Eye water
Crying,Teary-eyed,Brimming,Softly cry,Brimming tears
Crying,Sobbing,Gasping,Sob uncontrollably,Sobs
Crying,Sobbing,Heaving,Gasp for air,Gasping cries
Crying,Sobbing,Convulsive,Shudder deeply,Heaving chest
Crying,Sobbing,Shuddering,Convulse with emotion,Shudders
Crying,Sobbing,Hiccuping,Hiccup tears,Hiccups of sorrow
Crying,Sobbing,Wrenching,Wrench body,Body-wrenching tears
Crying,Blubbering,Incoherent crying,Blubber words,Blubbering cries
Crying,Blubbering,Blathering sobs,Slur speech,Incoherence
Crying,Blubbering,Babbling weeping,Slobber tears,Blathered sobs
Crying,Blubbering,Rambling tears,Gasp phrases,Rambling lament
Crying,Blubbering,Slobbering emotion,Babble in anguish,Slobbered speech
Crying,Blubbering,Spilling words,Falter mid-sentence,Spilled tears
Crying,Heartbroken,Devastated,Wail in grief,Heartbreak
Crying,Heartbroken,Bereft,Cradle head,Devastation
Crying,Heartbroken,Shattered,Collapse emotionally,Bereavement
Crying,Heartbroken,Disconsolate,Moan softly,Shattered feeling
Crying,Heartbroken,Torn apart,Hug self,Disconsolation
Crying,Heartbroken,Destroyed,Ache deeply,Ruin of spirit
Agitation,Restless,Fidgety,Fidget,Agitation
Agitation,Restless,Edgy,Pace,Restlessness
Agitation,Restless,Jittery,Twitch,Anxiety
Agitation,Restless,Uneasy,Stir,Nervousness
Agitation,Restless,Anxious,Shudder,Irritability
Agitation,Restless,Tense,Squirm,Excitability
Agitation,Frenzied,Overwrought,Lose control,Frenzy
Agitation,Frenzied,Hectic,Spiral,Hysteria
Agitation,Frenzied,Wild,Race,Chaos
Agitation,Frenzied,Frantic,Spin,Turmoil
Agitation,Frenzied,Chaotic,Freak out,Upheaval
Agitation,Frenzied,Manic,Burst forth,Mania
Agitation,Twitchy,Jumpy,Twitch,Twitchiness
Agitation,Twitchy,Spasmodic,Flutter,Spasm
Agitation,Twitchy,Shaky,Tremble,Jitters
Agitation,Twitchy,Trembling,Spasm,Tremor
Agitation,Twitchy,Fluttery,Shiver,Shiver
Agitation,Twitchy,Unsteady,Startle,Flutters
Agitation,Unsettled,Perturbed,Shift uncomfortably,Unrest
Agitation,Unsettled,Disturbed,Fret,Perturbation
Agitation,Unsettled,Uneasy,Stir anxiously,Disturbance
Agitation,Unsettled,On edge,Vacillate,Unease
Agitation,Unsettled,Insecure,Pace around,Insecurity
Agitation,Unsettled,Troubled,Falter,Worry
Agitation,Edgy,High-strung,Brace,Edginess
Agitation,Edgy,Ill-at-ease,Flinch,Tension
Agitation,Edgy,Uptight,Overreact,High-strung state
Agitation,Edgy,Wired,Snap,Unease
Agitation,Edgy,Nervy,Tense up,Uptightness
Agitation,Edgy,Taut,Bridle,Overreaction
Agitation,Skittish,Timorous,Startle,Skittishness
Agitation,Skittish,Flighty,Recoil,Apprehension
Agitation,Skittish,Easily startled,Pull back,Trepidation
Agitation,Skittish,Anxious,Jump away,Recoil
Agitation,Skittish,Nervous,Shy away,Jolt
Agitation,Skittish,Jittery,Bolt,Hesitation
Loss of Interest,Apathetic,Uninterested,Withdraw,Apathy
Loss of Interest,Apathetic,Detached,Detach,Indifference
Loss of Interest,Apathetic,Disengaged,Disengage,Disengagement
Loss of Interest,Apathetic,Indifferent,Ignore,Detachment
Loss of Interest,Apathetic,Unmotivated,Neglect,Boredom
Loss of Interest,Apathetic,Bored,Lose interest,Listlessness
Loss of Interest,Disengaged,Unresponsive,Check out,Disengagement
Loss of Interest,Disengaged,Unattached,Step back,Withdrawal
Loss of Interest,Disengaged,Withdrawn,Shut down,Unresponsiveness
Loss of Interest,Disengaged,Removed,Tune out,Removal
Loss of Interest,Disengaged,Aloof,Pull away,Aloofness
Loss of Interest,Disengaged,Blank,Zone out,Blankness
Loss of Interest,Indifferent,Uncaring,Dismiss,Indifference
Loss of Interest,Indifferent,Unemotional,Ignore,Unconcern
Loss of Interest,Indifferent,Cold,Overlook,Neutrality
Loss of Interest,Indifferent,Detached,Neglect,Disregard
Loss of Interest,Indifferent,Unconcerned,Wave off,Inattention
Loss of Interest,Indifferent,Neutral,Minimize,Passivity
Loss of Interest,Unenthusiastic,Lackluster,Show no zeal,Unenthusiasm
Loss of Interest,Unenthusiastic,Halfhearted,Go through motions,Lack of zeal
Loss of Interest,Unenthusiastic,Reluctant,Conserve energy,Halfheartedness
Loss of Interest,Unenthusiastic,Unexcited,Hold back,Reluctance
Loss of Interest,Unenthusiastic,Tepid,Inhibit excitement,Tepidity
Loss of Interest,Unenthusiastic,Reserved,Muffle enthusiasm,Reservedness
Loss of Interest,Checked-out,Spaced out,Space out,Check-out
Loss of Interest,Checked-out,Vacant,Daydream,Zoning out
Loss of Interest,Checked-out,Daydreamy,Glaze over,Daydreaming
Loss of Interest,Checked-out,Zoned out,Nod off,Glazed expression
Loss of Interest,Checked-out,Inattentive,Tune out,Vacancy
Loss of Interest,Checked-out,Distracted,Lose track,Disconnection
Loss of Interest,Uninvolved,Hands-off,Refuse engagement,Lack of involvement
Loss of Interest,Uninvolved,Passive,Stand aside,Passivity
Loss of Interest,Uninvolved,Aloof,Hold aloof,Aloofness
Loss of Interest,Uninvolved,Standoffish,Refrain,Distance
Loss of Interest,Uninvolved,Observant only,Step back,Separation
Loss of Interest,Uninvolved,Removed,Observe only,Neutral stance
Indecisiveness,Hesitant,Uncertain,Hesitate,Indecision
Indecisiveness,Hesitant,Unsure,Waver,Uncertainty
Indecisiveness,Hesitant,Tentative,Doubt,Hesitation
Indecisiveness,Hesitant,Wavering,Second-guess,Ambivalence
Indecisiveness,Hesitant,Doubtful,Struggle,Doubt
Indecisiveness,Hesitant,Ambivalent,Delay,Vacillation
Indecisiveness,Uncertain,Insecure,Question,Uncertainty
Indecisiveness,Uncertain,Undecided,Waver,Insecurity
