Factor,Adjective,Synonym,Verb,Noun
Disinhibition,Unrestrained,Uncontrolled,Unleash,Freedom
Disinhibition,Unrestrained,Unbridled,Free,Wildness
Disinhibition,Unrestrained,Unchecked,Release,Abandon
Disinhibition,Unrestrained,Wild,Loose,Liberation
Disinhibition,Unrestrained,Uninhibited,Liberate,Unrestraint
Disinhibition,Unrestrained,Freewheeling,Break free,Excess
Disinhibition,Indulgent,Pampering,Indulge,Indulgence
Disinhibition,Indulgent,Overindulgent,Spoil,Leniency
Disinhibition,Indulgent,Permissive,Pamper,Permissiveness
Disinhibition,Indulgent,Lenient,Coddle,Pampering
Disinhibition,Indulgent,Overpermissive,Permit,Tolerance
Disinhibition,Indulgent,Hedonistic,Gratify,Gratification
Disinhibition,Reckless,Careless,Risk,Recklessness
Disinhibition,Reckless,Daring,Gamble,Foolhardiness
Disinhibition,Reckless,Foolhardy,Ignore,Daring
Disinhibition,Reckless,Thoughtless,Overlook,Risk-taking
Disinhibition,Reckless,Brash,Disregard,Brashness
Disinhibition,Reckless,Unthinking,Rush,Boldness
Meanness,Callous,Heartless,Disregard,Callousness
Meanness,Callous,Cold-blooded,Neglect,Heartlessness
Meanness,Callous,Insensitive,Overlook,Insensitivity
Meanness,Callous,Unfeeling,Ignore,Coldness
Meanness,Callous,Ruthless,Dismiss,Ruthlessness
Meanness,Callous,Apathetic,Desensitize,Apathy
Meanness,Manipulative,Deceptive,Manipulate,Manipulation
Meanness,Manipulative,Calculating,Scheme,Deception
Meanness,Manipulative,Scheming,Deceive,Machiavellianism
Meanness,Manipulative,Crafty,Exploit,Craftiness
Meanness,Manipulative,Machiavellian,Control,Scheming
Meanness,Manipulative,Cunning,Orchestrate,Exploitation
Meanness,Unempathetic,Apathetic,Ignore,Apathy
Meanness,Unempathetic,Unsympathetic,Disregard,Unsympathy
Meanness,Unempathetic,Inconsiderate,Overlook,Inconsideration
Meanness,Unempathetic,Uncompassionate,Neglect,Lack of compassion
Meanness,Unempathetic,Cold-hearted,Dismiss,Cold-heartedness
Meanness,Unempathetic,Detached,Distance,Indifference
Meanness,Exploitative,Predatory,Exploit,Exploitation
Meanness,Exploitative,Opportunistic,Abuse,Abuse
Meanness,Exploitative,Parasitic,Use,Manipulation
Meanness,Exploitative,Self-serving,Manipulate,Usury
Meanness,Exploitative,Abusive,Take advantage,Opportunism
Meanness,Exploitative,Deceitful,Coerce,Deception
Meanness,Cruel,Savage,Torture,Cruelty
Meanness,Cruel,Sadistic,Harm,Brutality
Meanness,Cruel,Malicious,Injure,Savagery
Meanness,Cruel,Vicious,Abuse,Malice
Meanness,Cruel,Brutal,Hurt,Viciousness
Meanness,Cruel,Harsh,Punish,Harshness
Meanness,Vindictive,Revengeful,Seek revenge,Vindictiveness
Meanness,Vindictive,Spiteful,Retaliate,Spite
Meanness,Vindictive,Resentful,Punish,Resentment
Meanness,Vindictive,Bitter,Hold a grudge,Bitterness
Meanness,Vindictive,Hostile,Blame,Hostility
Meanness,Vindictive,Retaliatory,Revenge,Retaliation
