Factor,Adjective,Synonym,Verb,Noun
Harm Avoidance,Avoidant,Fearful,Withdraw,Hesitation
Harm Avoidance,Avoidant,Apprehensive,Hesitate,Fearfulness
Harm Avoidance,Avoidant,Timorous,Back away,Apprehension
Harm Avoidance,Avoidant,Withdrawn,Sidestep,Timidity
Reward Dependence,Warm,Friendly,Embrace,Warmth
Reward Dependence,Warm,Affectionate,Cherish,Friendliness
Reward Dependence,Warm,Loving,Adore,Affection
Reward Dependence,Warm,Cordial,Welcome,Cordiality
Reward Dependence,Warm,Genial,Accept,Kindness
Reward Dependence,Warm,Welcoming,Include,Compassion
Reward Dependence,Dedicated,Devoted,Commit,Dedication
Reward Dependence,Dedicated,Committed,Dedicate,Commitment
Reward Dependence,Dedicated,Loyal,Engage,Loyalty
Reward Dependence,Dedicated,Faithful,Pledge,Faithfulness
Reward Dependence,Dedicated,Steadfast,Promise,Steadfastness
Reward Dependence,Dedicated,Dependable,Adhere,Dependability
Reward Dependence,Sensitive,Responsive,Respond,Sensitivity
Reward Dependence,Sensitive,Receptive,Perceive,Receptiveness
Reward Dependence,Sensitive,Susceptible,Feel,Tenderness
Reward Dependence,Sensitive,Touchy,React,Responsiveness
Reward Dependence,Sensitive,Tender,Absorb,Awareness
Reward Dependence,Sensitive,Aware,Notice,Empathy
Reward Dependence,Approving,Commendatory,Approve,Approval
Reward Dependence,Approving,Positive,Praise,Commendation
Reward Dependence,Approving,Favorable,Endorse,Acceptance
Reward Dependence,Approving,Accepting,Support,Endorsement
Reward Dependence,Approving,Endorsing,Encourage,Encouragement
Reward Dependence,Approving,Encouraging,Validate,Validation
Reward Dependence,Sociable,Convivial,Socialize,Sociability
Reward Dependence,Sociable,Companionable,Interact,Conviviality
Reward Dependence,Sociable,Gregarious,Mingle,Companionship
Reward Dependence,Sociable,Social,Engage,Gregariousness
Reward Dependence,Sociable,Congenial,Connect,Networking
Reward Dependence,Sociable,Outgoing,Network,Engagement
Reward Dependence,Supportive,Helpful,Support,Support
Reward Dependence,Supportive,Encouraging,Encourage,Encouragement
Reward Dependence,Supportive,Empathetic,Assist,Empathy
Reward Dependence,Supportive,Kind,Help,Kindness
Reward Dependence,Supportive,Compassionate,Uplift,Compassion
Reward Dependence,Supportive,Uplifting,Empower,Assistance
Persistence,Determined,Resolved,Persist,Determination
Persistence,Determined,Tenacious,Persevere,Persistence
Persistence,Determined,Steadfast,Continue,Tenacity
Persistence,Determined,Unwavering,Insist,Resolve
Persistence,Determined,Unswerving,Push forward,Willpower
Persistence,Determined,Firm,Commit,Commitment
Persistence,Industrious,Hardworking,Work hard,Industry
Persistence,Industrious,Diligent,Labor,Diligence
Persistence,Industrious,Assiduous,Toil,Assiduity
Persistence,Industrious,Busy,Strive,Laboriousness
Persistence,Industrious,Active,Apply oneself,Productivity
Persistence,Industrious,Productive,Dedicate,Effort
Persistence,Persistent,Tenacious,Maintain,Persistence
Persistence,Persistent,Dogged,Uphold,Perseverance
Persistence,Persistent,Unyielding,Continue,Insistence
Persistence,Persistent,Stubborn,Endure,Tenacity
Persistence,Persistent,Insistent,Push through,Resilience
Persistence,Persistent,Resilient,Hold on,Determination
Persistence,Resolute,Decisive,Resolve,Resolution
Persistence,Resolute,Firm,Decide,Firmness
Persistence,Resolute,Unflinching,Commit,Decisiveness
Persistence,Resolute,Steady,Determine,Determination
Persistence,Resolute,Staunch,Hold firm,Conviction
Persistence,Resolute,Committed,Stand strong,Grit
Persistence,Enduring,Lasting,Endure,Endurance
Persistence,Enduring,Persistent,Last,Persistence
Persistence,Enduring,Continuous,Survive,Permanence
Persistence,Enduring,Chronic,Persist,Continuity
Persistence,Enduring,Long-lasting,Persevere,Longevity
Persistence,Enduring,Steady,Sustain,Survival
Persistence,Resilient,Strong,Recover,Resilience
Persistence,Resilient,Adaptable,Bounce back,Strength
Persistence,Resilient,Tough,Adapt,Adaptability
Persistence,Resilient,Hardy,Survive,Toughness
Persistence,Resilient,Robust,Overcome,Survivability
Persistence,Resilient,Flexible,Rebound,Flexibility
Self-Directedness,Responsible,Accountable,Take responsibility,Responsibility
Self-Directedness,Responsible,Dependable,Uphold,Dependability
Self-Directedness,Responsible,Reliable,Commit,Reliability
Self-Directedness,Responsible,Obligated,Answer,Accountability
Self-Directedness,Responsible,Trustworthy,Oblige,Obligation
Self-Directedness,Responsible,Answerable,Fulfill,Commitment
Self-Directedness,Goal-oriented,Driven,Aim,Goal
Self-Directedness,Goal-oriented,Determined,Target,Objective
Self-Directedness,Goal-oriented,Purposeful,Pursue,Purpose
Self-Directedness,Goal-oriented,Aim-focused,Focus,Aim
Self-Directedness,Goal-oriented,Target-minded,Strive,Aspiration
Self-Directedness,Goal-oriented,Ambitious,Aspire,Ambition
Self-Directedness,Self-confident,Assured,Believe in oneself,Self-confidence
Self-Directedness,Self-confident,Self-assured,Trust oneself,Assurance
Self-Directedness,Self-confident,Self-trusting,Assert,Self-esteem
Self-Directedness,Self-confident,Certain,Project,Self-belief
Self-Directedness,Self-confident,Positive,Exude,Certainty
Self-Directedness,Self-confident,Secure,Demonstrate,Conviction
Self-Directedness,Resourceful,Inventive,Utilize,Resourcefulness
Self-Directedness,Resourceful,Creative,Innovate,Creativity
Self-Directedness,Resourceful,Innovative,Solve,Innovation
Self-Directedness,Resourceful,Cunning,Adapt,Ingenuity
Self-Directedness,Resourceful,Clever,Devise,Adaptability
Self-Directedness,Resourceful,Adaptive,Improvise,Inventiveness
Self-Directedness,Self-reliant,Independent,Rely on oneself,Self-reliance
Self-Directedness,Self-reliant,Self-sufficient,Manage alone,Independence
Self-Directedness,Self-reliant,Autonomous,Operate independently,Autonomy
Self-Directedness,Self-reliant,Self-contained,Function autonomously,Self-sufficiency
Self-Directedness,Self-reliant,Self-standing,Sustain,Self-governance
Self-Directedness,Self-reliant,Unaided,Endure,Sustenance
Self-Directedness,Disciplined,Self-controlled,Discipline,Discipline
Self-Directedness,Disciplined,Regulated,Regulate,Self-control
Self-Directedness,Disciplined,Strict,Structure,Regulation
Self-Directedness,Disciplined,Methodical,Control,Orderliness
Self-Directedness,Disciplined,Ordered,Maintain,Persistence
Self-Directedness,Disciplined,Resilient,Persist,Resilience
Cooperativeness,Helpful,Assisting,Assist,Helpfulness
Cooperativeness,Helpful,Supportive,Support,Supportiveness
Cooperativeness,Helpful,Beneficial,Help,Assistance
Cooperativeness,Helpful,Useful,Aid,Aid
Cooperativeness,Helpful,Aidful,Encourage,Encouragement
Cooperativeness,Helpful,Encouraging,Facilitate,Facilitation
Cooperativeness,Compliant,Conforming,Comply,Compliance
Cooperativeness,Compliant,Acquiescent,Conform,Acquiescence
Cooperativeness,Compliant,Submissive,Submit,Submission
Cooperativeness,Compliant,Obedient,Obey,Obedience
Cooperativeness,Compliant,Docile,Follow,Agreement
Cooperativeness,Compliant,Agreeing,Accommodate,Accommodation
Cooperativeness,Empathetic,Understanding,Empathize,Empathy
Cooperativeness,Empathetic,Compassionate,Understand,Compassion
Cooperativeness,Empathetic,Sympathetic,Sympathize,Understanding
Cooperativeness,Empathetic,Considerate,Support,Sympathy
Cooperativeness,Empathetic,Caring,Console,Kindness
Cooperativeness,Empathetic,Kind-hearted,Appreciate,Consideration
Cooperativeness,Tolerant,Patient,Tolerate,Tolerance
Cooperativeness,Tolerant,Indulgent,Accept,Patience
Cooperativeness,Tolerant,Forgiving,Endure,Indulgence
Cooperativeness,Tolerant,Understanding,Bear,Forbearance
Cooperativeness,Tolerant,Long-suffering,Forgive,Acceptance
Cooperativeness,Tolerant,Accepting,Permit,Endurance
Cooperativeness,Agreeable,Pleasant,Agree,Agreeableness
Cooperativeness,Agreeable,Enjoyable,Please,Pleasantness
Cooperativeness,Agreeable,Nice,Accommodate,Enjoyment
Cooperativeness,Agreeable,Likable,Cooperate,Amiability
Cooperativeness,Agreeable,Gratifying,Concur,Congeniality
Cooperativeness,Agreeable,Congenial,Harmonize,Cooperation
Cooperativeness,Trustworthy,Reliable,Trust,Trustworthiness
Cooperativeness,Trustworthy,Loyal,Believe,Reliability
Cooperativeness,Trustworthy,Honest,Rely on,Honesty
Cooperativeness,Trustworthy,Dependable,Uphold,Faithfulness
Cooperativeness,Trustworthy,Faithful,Keep promises,Sincerity
Cooperativeness,Trustworthy,Sincere,Demonstrate,Integrity
Self-Transcendence,Spiritual,Sacred,Worship,Spirituality
Self-Transcendence,Spiritual,Devout,Pray,Devotion
Self-Transcendence,Spiritual,Holy,Meditate,Piety
Self-Transcendence,Spiritual,Religious,Celebrate,Faith
Self-Transcendence,Spiritual,Pious,Seek,Mysticism
Self-Transcendence,Spiritual,Mystical,Contemplate,Transcendence
Self-Transcendence,Altruistic,Unselfish,Give,Altruism
Self-Transcendence,Altruistic,Selfless,Share,Generosity
Self-Transcendence,Altruistic,Charitable,Donate,Charity
Self-Transcendence,Altruistic,Generous,Support,Benevolence
Self-Transcendence,Altruistic,Benevolent,Serve,Service
Self-Transcendence,Altruistic,Philanthropic,Contribute,Contribution
Self-Transcendence,Idealistic,Utopian,Dream,Idealism
Self-Transcendence,Idealistic,Visionary,Hope,Vision
Self-Transcendence,Idealistic,Romantic,Aspire,Utopianism
Self-Transcendence,Idealistic,Imaginary,Vision,Romanticism
Self-Transcendence,Idealistic,Dreamy,Envision,Aspiration
Self-Transcendence,Idealistic,Aspiring,Strive,Imagination
Self-Transcendence,Patient,Tolerant,Wait,Patience
Self-Transcendence,Patient,Forbearing,Endure,Endurance
Self-Transcendence,Patient,Long-suffering,Tolerate,Tolerance
Self-Transcendence,Patient,Enduring,Persevere,Perseverance
Self-Transcendence,Patient,Persevering,Persist,Resilience
Self-Transcendence,Patient,Resilient,Sustain,Fortitude
Self-Transcendence,Humble,Modest,Submit,Humility
Self-Transcendence,Humble,Unassuming,Yield,Modesty
Self-Transcendence,Humble,Unpretentious,Defer,Unpretentiousness
Self-Transcendence,Humble,Demure,Lower oneself,Demureness
Self-Transcendence,Humble,Lowly,Humble,Meekness
Self-Transcendence,Humble,Meek,Acknowledge,Submissiveness
Self-Transcendence,Insightful,Perceptive,Discern,Insight
Self-Transcendence,Insightful,Intuitive,Understand deeply,Perception
Self-Transcendence,Insightful,Enlightened,Perceive,Intuition
Self-Transcendence,Insightful,Wise,Comprehend,Enlightenment
Self-Transcendence,Insightful,Deep-thinking,Analyze,Wisdom
Self-Transcendence,Insightful,Astute,Reflect,Astuteness
